OTU	p6z1tr12	p6z1tr24	p6z2tr4	j26tr26	j22tr26	j56tr73	p6z2tr63	j31tr33	p6z1tr67	j31tr7	p6z2tr44	j56tr75	j56tr77	j56tr74	j56tr48	j56tr71	j56tr49	p6z2tr68	j31tr57	p6z1tr40	j26tr28	j56tr70	j31tr59	j56tr53	p7z2tr51	j31tr31	j56tr76	j26tr8	j26tr65	j56tr69	j31tr48	j31tr52	j31tr64	j31tr58	j31tr53	j56tr52	j31tr34	j31tr62	j56tr27	j22tr55	j31tr55	j26tr27	j22tr27	j22tr63	j31tr63	j31tr60	j31tr32	j22tr53	j26tr24	j22tr57	j22tr54	j31tr29	j22tr22	j22tr23	j56tr78	j31tr56	j31tr61	j22tr52	j31tr11	p6z1tr23	p6z1tr19	p6z1tr66	j56tr51	j56tr68	j56tr72	j31tr65	j31tr66	j26tr9	j26tr10	j31tr4
165179	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	8	0	1	0	0	0	1	12	0	6	16	0	0	0	0	0	0	0	0	0	0	0	32	2
4428313	0	0	0	0	0	0	0	6	0	0	1	0	4	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
1097113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
1066814	0	0	18	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
4429335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4439603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
804621	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	8	0	3	8	7	0	0	0	2	0	0	0	24	0	18	0	0	0	0	0	0	0	0	54	0	85
128300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
225846	14	28	95	36	14	5	23	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	17	20	5	0	0	0	0	0	0	0	6	1	0	58	0	0	1	24	60	4	0	53	0	31	10	29	26	25	0	36	23	0	38	13	10	32	64	14	7	0	0	1	4	0	70	25	57
199279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4450012	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	2	0
