Cef2dayrec21	Cef2dayrec22	Cef2dayrec23	Cef2dayrec25	Cef2dayrec26	Cef2dayrec27	Cef6wkrec13	Cef6wkrec14	Cef6wkrec15	Cef6wkrec16	Cef6wkrec17	Cef6wkrec18	Cef6wkrec19	Cef6wkrec20	NoAbx29	NoAbx30	NoAbx31	NoAbx32	NoAbx33	NoAbx34	NoAbx35	NoAbx36	NoAbx6wk37	NoAbx6wk38	NoAbx6wk39	NoAbx6wk40	NoAbx6wk41	NoAbx6wk42	NoAbx6wk43	NoAbx6wk44	KEGG
2.514	2.5125	2.1747	2.3973	2.4441	3.2085	1.3279	1.5344	2.5247	2.1687	1.968	1.999	1.3996	1.3096	0.9354	0.8857	0.9883	0.9241	1.0117	1.2032	1.3225	1.4064	0.8925	1.0744	1.0838	0.6113	0.9683	0.6965	0.9344	1.2523	C03626
1.1202	1.1202	1.1202	1.1202	1.1202	1.1202	0.5323	0.6128	0.3734	0.3734	0.4893	0.3734	0.3734	0.5013	1	0.6633	0.9758	1.4223	0.8244	1.1775	0.9497	0.8736	1.0728	2.0157	1.676	2.8728	3.2529	1.7496	1.4928	1.3197	C02721
3668.3208	2413.7766	3032.9061	3009.363	2495.4411	2225.2062	0.6841	1.219	1.9677	0.6374	0.7871	0.5067	0.3942	0.729	4.3135	1.0788	1.5929	1.1941	0.3519	0.206	0.6236	0.3744	0.9212	0.8002	3.5378	2.961	0.6245	0.7081	0.5769	0.327	C03844
30.822	17.7597	15.978	21.1005	16.0902	15.018	1.3245	1.0755	1.5538	1.0123	1.274	1.2005	1.0873	0.8753	0.9928	0.6678	0.7642	0.6105	0.6349	0.6198	0.4132	0.7213	0.6617	0.6397	0.8076	0.9129	0.9363	0.8874	1.0072	0.79	C10833
1.5489	1.5489	1.5489	1.5489	1.5489	1.5489	0.9692	1.1502	1.0308	0.7368	1.367	1.0417	0.5163	0.5258	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	0.5163	C14314
3.0402	1.9377	3.771	3.2196	2.3535	1.9467	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	0.6459	C08252
1.2534	1.2534	1.2534	1.2534	1.2534	1.2534	3.6398	2.8872	0.9474	0.8728	0.8958	0.5598	1.2389	1.2196	0.4178	0.7658	1.0419	0.4663	0.956	0.9581	2.6488	0.6142	2.579	0.9523	0.4844	2.0951	1.9021	1.4453	2.7115	6.9684	C02355
1.7322	1.7322	1.7322	1.7322	1.7322	1.7322	1.465	1.6078	0.5774	0.8254	0.6941	0.5774	0.7498	0.8936	0.9516	0.8663	0.8264	0.6799	0.8983	1.062	1.8656	1.1438	1.9789	0.8049	1	2.1235	1.0449	1.0367	2.8806	5.3978	C06194
0.1389	0.1389	0.1875	0.1389	0.3834	0.1443	0.9779	1.012	0.7852	0.7163	0.855	1.2718	1.0286	1.4987	1.3542	1.823	1.3747	1.382	1.641	2.2603	0.976	1.309	0.6405	1.2435	0.5677	1	1.6335	1.1243	0.577	0.9593	C02630
1.0263	1.0263	1.0263	1.0263	1.0263	1.0263	0.3421	0.9907	1.0093	0.7907	1.4433	1.8006	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	0.3421	C01424
1.2753	1.2753	1.2753	1.2753	1.2753	1.2753	1.72	1.3285	0.9681	0.4251	0.7859	0.9232	1.6258	1.0319	0.571	0.4251	0.4559	0.5913	1.3799	1.2519	1.7428	0.9154	2.1628	0.4251	0.7653	1.7923	0.9439	0.7035	2.5144	3.0928	C02353
0.174	0.8208	0.7857	0.2547	0.2082	0.1704	1.0032	0.8128	0.9421	1.0962	1.034	0.5337	1.3713	0.7074	1.9165	1.1325	1.3025	1.3914	1.0258	1.0701	1.233	1.4824	1.1704	1.4401	1.5616	0.9712	0.4557	0.7511	1.0679	0.9968	C06429
209.9022	159.5385	170.5278	168.0351	140.037	153.4761	0.5099	1.3147	0.7806	0.6084	1.0039	0.5099	0.9906	1.0872	0.8148	0.597	0.8311	1.0694	0.6819	0.7971	0.8844	1.3481	0.6477	0.9769	1.4096	0.9261	0.5099	1.146	0.9961	0.6498	C00474
0.3261	0.5478	0.4899	0.3501	0.5223	0.8358	2.4918	1.1286	0.7396	0.8038	2.251	1.0591	0.8	0.405	1.1036	1.2553	2.0519	0.8606	1.0882	1.2476	1.9945	1.2152	0.9591	1.8607	1.6252	0.9577	1.0409	1.0549	1.0547	0.7604	C10205
1.7235	1.7235	1.7235	1.7235	2.2983	1.7235	0.5745	1.0521	1.6983	1	0.5745	0.5745	0.5745	0.5745	0.9281	0.5745	1.2618	1.0564	0.5745	0.8584	1.2652	0.5745	0.8196	0.9634	0.5745	0.9067	0.5745	0.5745	1.5269	2.2966	C04039
14.217	12.0729	13.1232	11.106	9.1764	8.442	0.6925	0.9815	1.8425	1.0123	0.9877	0.8163	0.3478	0.6059	1.1689	1.0203	1.1514	0.8744	0.5273	0.6046	0.7853	0.8951	0.8798	1.0782	1.1403	1.1201	0.632	0.7102	0.6524	0.6741	C11918
0.3546	0.6429	0.5085	0.4773	0.4161	0.3225	0.722	0.9641	0.7694	0.726	1.1331	0.8206	0.7899	0.4106	1.0895	1.1914	1.3113	1.2823	1.2304	1.2378	1.0524	1.2021	0.8629	1.6175	1.0786	1.0359	1.187	1.1927	1.2187	1.211	C14829
0.4683	0.588	0.4626	0.3453	0.4365	0.3345	0.6722	0.8587	0.6719	0.6927	1.0974	1.1071	0.848	0.6224	1.114	1.1852	1.4908	1.2447	1.46	1	0.9232	0.798	1.0318	1.7455	1.4064	1.2669	1.2875	1.2551	1.7664	1.2092	C14828
8.8545	8.0829	4.8135	13.3725	12.5862	8.5566	0.9054	2.5424	1.0491	0.4391	1.4948	3.4265	0.7205	0.7434	0.6196	0.5163	0.4391	0.6684	1	1.1965	0.6937	0.4778	0.5381	0.5159	0.7622	0.7075	0.5494	1.881	1.6986	0.8101	C05770
1.4307	1.1265	1.2162	1.5303	1.0263	0.7821	1.3849	1.1611	0.9811	1.0085	1.0309	1.1826	0.8922	1.2715	1.4868	0.4442	1.2345	0.9915	2.8173	2.2334	1.88	2.0281	0.7874	1.1757	0.3426	0.8951	1.2449	2.1648	1.1712	0.6076	C01789
3.7965	4.1853	2.4558	2.9715	1.8219	3.0285	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	0.6073	C00491
1.0806	1.0806	1.0806	1.0806	1.0806	1.0806	25.7908	30.3185	25.6393	18.7778	37.4723	49.1023	15.2807	19.7406	0.662	0.9444	0.9451	0.3602	0.3602	0.8976	0.7947	1	0.7644	0.9143	0.827	0.9814	0.5301	1.0092	1.3001	1.307	C01744
1.5282	1.5282	1.5282	1.5282	1.5282	1.5282	1.8113	0.925	1.263	1.3852	2.3403	1.6572	2.1753	2.2498	0.6696	0.8387	1.0228	0.9573	2.3282	0.8379	1.2901	0.9772	0.8093	1.0715	0.8719	0.7334	1.5121	0.9581	0.5094	0.9068	C01251
2.523	1.7154	1.9497	2.5776	2.2488	1.7739	0.985	0.8541	0.6833	1.0578	1.2052	1.2176	1.1186	1.1322	1.7081	0.9118	1.0251	0.6262	0.9828	0.6588	1.0208	1.2819	1.3102	1	1.2242	1.0233	0.9503	0.7049	1.4515	1.2338	C15632
0.9855	0.9855	0.9855	0.9855	1.9278	0.9855	1.4355	1	0.3285	0.3285	0.8532	1.0543	0.3285	0.6123	0.6782	0.3285	0.3285	0.3285	1.164	1.146	1.6322	1.5124	0.4846	0.3285	0.3285	0.3285	0.9623	0.9143	1.1263	1.2872	C01189
1.2243	3	1.2243	1.2243	1.3248	2.4909	2.5411	1.0753	0.8824	1.3191	1.7307	2.2588	1.6043	1.1616	0.6914	1.559	1.2206	0.7913	0.9345	1.3704	0.9475	0.4081	0.9518	0.4081	1.2759	1.2052	0.4081	0.9999	0.76	1.1103	C02565
1.2519	1.2519	1.2519	1.2519	1.2519	1.2519	2.0456	1.7032	0.6144	0.4173	0.9698	0.6928	1.0302	1.2281	0.7233	0.7906	1.2205	2.219	4.0813	2.0737	1.3206	1.5368	0.4173	0.8579	0.7516	0.6431	3.328	0.7612	0.4173	0.8908	C01127
0.2115	0.1569	0.2028	0.3186	0.1233	0.2922	1.6821	1.8592	2.1054	1.8701	0.0411	0.0822	0.0809	0.0411	1.7055	1.1535	1.1907	2.5006	1.0352	0.9648	0.7189	0.3897	0.7135	1.1758	0.6994	1.3292	1.7849	1.1329	1.1969	1.4538	C05793
0.9123	0.9123	1.8261	0.9123	0.9123	0.9123	8.8072	4.6242	0.6669	0.629	5.0648	2.2679	5.102	2.613	0.8952	1.0878	1.3036	0.5443	0.4269	0.3041	0.9761	1.2013	1.1061	1.0988	1.9168	1.6729	0.5329	1	0.5276	0.3422	C04293
61.9521	41.619	48.132	44.4057	41.3379	39.5241	0.4207	0.8124	1.174	1.3158	0.4207	0.6294	1.0271	0.4211	0.4207	0.9729	0.4207	0.4333	0.4207	0.4207	0.4207	0.4207	1.3188	0.6581	0.5066	0.4251	0.5193	0.4803	0.4207	0.6587	C00379
