123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline	KEGG
0.672005	0.094951	0.134869	1.191174	1.062014	1.740262	0.045195	1.994757	0.229519	0.437092	1.012952	7.642079	0.886019	0.045195	0.174231	0.045195	15.633735	1.321908	0.688989	0.246205	0.987048	0.045195	0.993134	8.536154	0.045195	18.841738	0.244946	10.77335	1.418114	0.045195	0.473884	0.75498	1.227637	0.080729	5.154799	1.018451	0.903586	18.252512	3.157094	0.246555	0.313667	1.605562	4.227808	2.09498	0.045195	0.233141	0.045195	0.383366	0.045195	12.515085	1.143306	0.690055	6.444589	0.244039	0.045195	0.270729	0.093322	0.522779	2.856397	1.006866	0.161726	6.935256	0.107103	5.466649	28.543257	0.045195	8.138494	C00319
0.823166	0.816748	1.051587	0.611111	0.989756	1.010244	0.603449	0.556306	0.817078	1.824408	4.446693	2.07971	0.322974	2.480546	1.397043	0.729953	0.181614	0.181614	0.181614	0.181614	0.181614	1.681548	1.325345	0.181614	0.890233	2.59361	14.046861	1.391125	1.162882	0.713468	0.643957	0.181614	1.350075	0.413422	4.526132	3.639091	0.181614	1.562221	0.582171	0.488356	0.468737	2.052386	5.952062	3.641251	1.182442	1.540597	1.970554	0.783095	0.603901	1.048292	0.181614	1.133661	0.569026	1.20318	1	0.349849	0.701308	0.656864	3.072628	0.625264	0.25999	1.962284	2.590728	0.547861	12.1991	0.879171	3.631027	C00327
1.029092	0.315575	0.315575	2.301824	0.471891	0.795124	0.315575	1.980552	1.826578	2.308099	0.623119	0.315575	0.315575	0.955212	0.619541	0.315575	1	0.315575	0.315575	0.315575	0.315575	0.315575	0.315575	1.863602	0.4638	5.967064	0.83113	1.696787	1.454971	0.315575	0.315575	0.315575	0.573225	0.315575	0.879866	0.963956	0.315575	3.090132	1.391563	1.58765	1.193503	0.684831	0.315575	0.711899	0.315575	0.524141	0.836617	0.79842	0.315575	0.315575	1	0.510887	0.315575	1.036699	0.732367	0.315575	1.113321	1.978148	0.315575	2.478593	0.482738	0.315575	0.315575	0.315575	0.315575	1.489511	0.315575	C00328
0.197589	0.171378	0.171378	0.723906	1	0.383174	0.171378	3.905406	2.614803	1.830012	0.41122	0.171378	0.171378	0.171378	0.171378	0.171378	0.20976	0.171378	1.017212	0.171378	0.171378	0.171378	1.796928	0.171378	0.171378	10.8963	2.074991	0.171378	0.171378	0.171378	0.171378	0.171378	1.966191	0.171378	0.171378	0.171378	0.171378	1.371867	2.233258	0.842306	0.925226	0.171378	0.301358	0.171378	0.171378	0.171378	0.171378	1.14388	0.171378	0.171378	5.437323	0.575689	0.171378	0.171378	0.171378	0.171378	0.171378	0.171378	1.074774	0.171378	0.171378	0.171378	0.171378	0.171378	0.444377	0.171378	0.74452	C00329
0.07344	0.07344	0.07344	109.897224	0.914748	0.07344	0.07344	0.07344	0.07344	0.07344	0.228673	0.07344	0.07344	0.07344	0.07344	0.07344	0.381397	0.07344	0.07344	0.07344	7.501774	0.07344	0.14454	52.123409	0.07344	36.800922	0.382058	1.085252	44.952869	0.07344	0.07344	0.07344	0.804213	0.07344	0.371449	1.558644	0.07344	0.227565	511.089844	0.07344	0.07344	0.749326	1.139957	0.741462	0.334343	0.07344	0.791693	0.576988	0.155879	481.418945	348.833527	0.07344	8.012023	0.07344	0.392264	0.07344	0.07344	64.945457	2.622844	24.806261	0.07344	0.315802	0.07344	0.07344	46.336044	0.487374	0.860043	C00334
0.209296	0.209296	0.209296	2.500813	0.209296	0.209296	0.275914	1.153945	1.436115	2.259242	1.998551	0.738943	0.209296	0.886293	0.288883	0.209296	1	0.209296	0.209296	0.364567	0.209296	0.209296	1.414351	1.996491	0.329868	0.209296	6.152935	1.001316	0.970879	0.209296	0.209296	0.209296	0.209296	0.209296	2.374518	0.344115	0.209296	8.589114	1.55557	0.61642	0.548366	0.350543	0.981188	1.859643	0.209296	0.332633	2.226159	0.209296	0.209296	1.123926	0.209296	0.209296	0.209296	0.209296	0.970578	1.018812	0.209296	0.209296	0.644401	1.387221	0.209296	0.209296	0.209296	0.209296	5.889078	0.367225	1.311295	C00346
2.927375	0.369572	0.369572	1.05607	0.79646	1.12957	0.458302	3.112777	5.493491	1.413705	0.519736	1.402857	0.65357	0.464181	1.401292	0.369572	0.974769	0.607204	0.545694	0.995655	0.369572	0.369572	2.074431	1	0.369572	2.700431	0.369572	0.369572	1.325526	0.369572	0.661291	0.630164	0.47866	0.369572	1.241522	0.875431	0.369572	1.034498	2.323377	1	1.556553	0.369572	0.369572	0.369572	0.369572	0.429876	1.143031	0.435972	0.87909	0.369572	0.906162	0.8036	0.369572	0.514102	0.606844	0.895222	1.015049	4.001389	0.801609	2.481198	0.410618	0.369572	1.031727	0.369572	1.07283	0.369572	0.369572	C00366
0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	2.311136	0.250948	0.250948	0.74907	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	1.250929	0.250948	0.988153	1.403911	0.250948	0.250948	3.006959	9.020032	0.35383	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	0.250948	1.566872	1.336419	0.250948	1.043916	0.448775	0.250948	0.250948	0.824269	0.250948	3.151865	1.065293	0.250948	1.011847	0.250948	0.706479	0.250948	0.250948	0.490839	0.250948	0.250948	0.847254	0.571924	0.250948	0.250948	0.250948	0.250948	0.250948	1.118648	0.250948	0.250948	C00379
0.818483	0.763299	0.108466	0.598298	0.626045	0.108466	13.744697	4.814922	4.06355	2.797548	17.554203	0.936788	0.397811	7.639969	0.833977	0.108466	1.304696	0.995984	0.53078	2.019804	0.108466	2.802973	1.473983	0.97087	2.402272	6.554361	4.319203	0.241207	0.596556	1.585235	0.17163	0.108466	0.60562	1.923807	1.627357	0.264606	0.108466	13.017501	1.939756	0.108466	1.440928	1.693335	0.972071	1.154809	0.108466	0.612888	2.693978	0.108466	0.590231	0.179464	0.302581	0.577658	0.185705	1	2.579985	0.13074	0.501198	0.316808	2.692511	0.518343	0.152841	1.414705	0.327538	0.108466	10.266023	0.158056	4.483715	C00382
0.744174	0.167445	0.167445	0.538406	0.167445	0.167445	0.54235	0.497221	1	0.167445	1.698931	0.834215	0.414623	2.668499	0.715388	0.167445	1.348922	0.167445	0.167445	0.167445	0.167445	0.917927	0.837634	1.51958	1.449906	0.167445	0.167445	1.86517	0.199618	0.167445	0.167445	0.167445	0.167445	0.167445	5.510561	1.042155	0.167445	3.582952	1	0.167445	1.254459	0.645458	1.7072	1.217255	0.167445	0.167445	5.011614	1.576184	0.721104	4.36993	0.719696	0.189742	0.226002	0.998914	0.7827	0.167445	0.167445	1.56271	1.856583	0.334994	0.363402	0.347459	0.167445	1.897705	32.78672	0.684983	5.846861	C00385
0.659237	0.380046	0.594174	2.035271	0.313058	0.313058	0.574688	0.313058	1.331589	0.313058	0.911825	0.494594	0.313058	1.017762	0.563498	0.313058	1.04658	0.313058	1.017391	0.602582	2.864267	0.484532	3.036523	3.829176	0.494509	0.313058	1.176648	0.701441	5.507546	2.28219	0.313058	0.739791	1.910179	0.313058	0.313058	0.313058	0.763443	4.615355	11.04043	0.525416	6.222802	0.339653	0.82868	1.061366	0.313058	0.313058	1.238414	0.313058	0.313058	0.313058	0.392193	0.313058	0.313058	1.686283	0.563548	0.557019	0.313058	1.473553	0.938634	2.541698	3.493081	0.313058	0.470563	0.489058	2.438349	0.313058	2.767077	C00387
2.057783	2.886095	0.079625	24.272484	0.079625	0.344022	0.988869	0.851363	7.530466	0.336224	1.011131	11.174353	0.079625	0.079625	0.079625	0.169952	15.021913	0.910336	0.325806	2.442943	0.079625	0.247522	0.079625	9.686775	0.079625	1.123844	4.72609	4.884486	0.423345	0.508043	0.486743	0.079625	0.266326	0.079625	0.079625	0.138233	0.079625	0.079625	0.079625	0.884466	0.079625	1.115534	0.079625	0.079625	0.079625	0.079625	0.312408	2.097702	0.153982	2.016716	1.373326	1.511926	0.079625	0.079625	0.531147	0.079625	0.079625	0.462857	0.079625	0.079625	0.079625	0.35837	3.213122	0.079625	1.288015	0.079625	0.079625	C00388
0.08021	0.08021	0.08021	0.664918	31.059456	0.08021	0.08021	0.547744	1.519647	89.29377	0.08021	0.961663	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	6.327608	0.08021	0.08021	0.08021	1.762878	0.679779	0.08021	52.232037	0.552989	0.08021	0.248751	0.08021	0.08021	0.562547	0.08021	0.08021	0.08021	0.08021	1.038337	1.760698	1.046419	0.08021	7.901516	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	0.347208	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	0.481004	0.08021	0.953581	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	0.08021	C00392
0.767299	3.252767	0.139323	0.139323	0.139323	0.139323	20.108919	0.360305	0.263427	0.139323	1.02572	0.139323	51.747601	1.381224	0.359057	0.249078	23.5868	2.14667	0.139323	2.233971	0.139323	1.047662	0.139323	0.139323	1.171857	0.139323	287.364777	4.725258	0.139323	0.296308	0.189741	0.258938	0.139323	0.139323	0.139323	0.400663	0.139323	0.139323	0.139323	0.139323	0.139323	0.368822	0.225346	0.299073	1.854862	0.213293	12.30802	0.952338	0.140014	8.328721	0.139323	0.753981	0.477844	0.182437	3.026824	0.139323	4.483627	0.300636	1.258409	0.139323	0.139323	1.90691	9.659307	0.802891	182.928528	1.250813	0.767615	C00398
0.640103	0.446457	0.111456	3.296999	1.938415	1.370241	0.152833	3.830589	0.974615	3.904661	1.025385	0.909514	2.369594	2.443353	0.197094	0.042446	1.277623	0.107758	0.819062	0.38176	0.191047	0.782716	4.70323	2.217573	1.470893	18.777786	4.166149	1.108902	1.540065	0.051008	0.013603	0.510137	1.402718	0.034303	4.581437	0.440331	0.374369	6.113331	4.988581	3.099216	1.672845	0.37394	1.014146	1.912301	0.118725	0.161725	4.956261	0.521594	0.36337	4.863883	4.126641	0.885465	0.72805	0.081131	2.026643	0.612052	0.541625	0.987858	0.273145	1.169906	1.384118	0.461599	1.653535	1	10.648144	0.141954	0.289832	C00407
2.065056	3.506781	5.855899	0.013265	0.124715	0.121702	9.390404	0.058476	0.113456	0.137972	19.504042	2.839443	1.480258	2.511277	1.206103	0.939429	2.657413	1.060571	0.058287	5.389944	0.059268	0.76276	0.058084	0.078796	0.788294	0.128835	10.476731	1.596002	0.134266	0.564931	0.03954	0.013265	0.103801	1.584302	16.156565	0.131197	0.013265	0.308477	0.077768	0.044465	0.024135	3.34892	1.972625	3.999637	1.015755	2.178263	1.029699	1.312699	0.493115	0.032665	0.029137	5.228583	0.051186	0.998343	1.001657	0.013265	3.207528	0.120119	7.62842	0.042239	0.013265	2.4157	0.512032	2.181112	15.378546	1.22225	3.641801	C00408
4.970133	36.428387	14.662839	0.18696	0.054777	0.050844	0.056948	0.324259	0.292227	0.149712	72.674995	56.377605	10.550244	16.582182	2.931648	0.63883	21.894142	1.752185	0.00502	14.308621	0.00502	2.380765	0.014465	0.934698	1.26443	0.10369	0.655809	0.10767	0.094093	3.734613	1.065302	0.00502	0.026125	0.388988	35.18325	0.029718	0.00502	0.641703	0.025858	0.009416	0.006496	4.856036	2.218323	15.274347	0.826952	1.998072	3.01621	1.449527	0.354629	0.59242	0.020303	2.546889	0.728675	1.196516	6.105848	0.00502	1.841988	0.264422	4.97962	0.024621	0.00502	0.015089	0.862099	1.137901	8.921633	0.771312	4.777396	C00431
0.128751	0.540727	0.128751	6.278838	0.290713	0.484065	4.31339	0.672334	2.887146	1	3.268385	5.498109	0.321447	0.813289	0.328593	0.128751	0.803671	0.128751	0.128751	0.808461	0.128751	1.352834	0.627311	3.439085	0.514068	13.701353	28.247017	5.175321	4.436238	1.064141	0.989099	0.128751	1.577529	2.438298	2.120234	0.727749	0.128751	0.444901	3.731323	0.128751	0.204901	3.567233	2.532486	1.933271	1.010342	0.651754	0.705759	3.337344	0.189666	0.488127	0.989658	1.798509	4.158036	0.128751	2.386842	0.128751	0.666546	0.381033	1.869031	2.194899	0.128751	1.240064	0.208943	0.283637	0.777188	0.169309	1.721266	C00437
0.254251	0.254251	0.254251	5.151446	0.38324	0.254251	0.254251	1	1.595038	0.254251	1.14017	0.636006	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.412227	0.254251	0.254251	0.254251	3.115913	0.254251	0.254251	2.894375	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.407368	0.254251	0.254251	2.595887	0.254251	0.872248	1.406692	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	1.119349	0.880651	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.682262	2.449486	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	0.254251	C00474
13.955111	9.320572	2.686868	0.178312	0.050287	0.021589	3.091803	0.073332	0.039682	0.051454	25.295567	7.039213	17.115398	6.529233	1	0.640974	12.880769	1.491858	0.055258	6.239419	0.064884	0.85557	0.011953	0.212398	2.653507	0.123213	65.525604	11.614276	0.109313	1.327582	0.857762	0.008562	0.035602	0.068825	34.965816	0.500479	0.023296	0.047779	0.801517	0.01208	0.008562	1	1.126935	7.885715	3.721288	0.153949	7.218212	2.038558	1.119359	3.635598	0.014068	4.399633	0.402292	0.523509	2.093708	0.009141	1.365616	0.295583	5.851516	0.01483	0.013461	1.547789	2.261322	3.081262	13.495979	0.179958	0.074318	C00483
0.079583	0.079583	0.079583	1.344267	0.079583	0.162658	0.079583	1.049291	0.677336	3.434102	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.836223	0.950709	0.079583	17.908358	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	1.672326	1.168219	1	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.777047	0.683668	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	1.007275	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	0.079583	C00491
1.125323	0.107008	0.107008	1.468134	0.107008	1.104119	0.994066	1.135608	0.942304	0.763518	2.993312	1.161671	0.107008	0.678197	0.234279	1.005933	0.107008	0.234896	0.107008	1.097872	0.20643	0.496593	0.842786	0.592963	0.107008	2.979365	4.550551	0.522404	0.675434	0.107008	0.107008	0.107008	0.107008	0.555666	1.787722	0.679578	0.107008	1.919019	3.226082	0.107008	1.234376	0.790719	0.107008	0.96974	0.107008	0.296386	0.572902	1.510607	1.825849	0.750287	1.79903	1.004223	0.107008	0.18668	1	0.612045	0.363465	2.32433	3.645438	1.473255	0.130098	1.179821	1.587471	0.107008	2.185902	0.442939	0.107008	C00503
0.322419	1.204724	0.402115	3.259407	0.993002	0.912238	0.702651	3.263821	2.249905	2.201645	2.6801	1.354392	0.387318	1.224024	0.202671	0.08096	1.556024	0.325262	0.543596	0.566281	0.374953	0.48172	2.942396	3.546747	0.803338	12.257048	3.864783	0.895996	1.006999	0.336974	0.08096	0.08096	1.049179	0.453709	3.598457	0.296665	0.382756	7.495668	3.099765	0.363318	1.647555	1.912246	1.263805	1.705432	0.676023	1.087948	1.166282	0.398913	0.318107	2.984226	1.951102	1.797538	0.192928	0.198408	1.594986	0.242922	0.711586	0.612637	1.325928	1.026896	0.973104	1.19789	0.08096	0.765478	3.461117	0.61175	0.670053	C00519
0.411315	0.411315	0.411315	0.411315	0.411315	1.356762	0.960877	1.451654	19.269552	0.411315	0.900584	0.411315	0.411315	0.771444	2.322769	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	3.057071	0.998891	0.411315	1.800279	2.742183	0.973654	1.064158	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	0.890724	0.411315	0.411315	0.411315	0.411315	0.411315	0.509414	0.951944	0.411315	0.411315	1.016539	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	1	1.045431	0.411315	0.411315	0.411315	0.682692	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	0.411315	C00523
0.893447	0.820759	1.025638	1.216692	0.404943	1.250583	1.884968	1.818452	0.799747	0.768922	2.440044	4.128845	0.404943	1.939133	1.560446	0.946804	0.933898	0.799373	0.811599	0.852356	1.465502	1.394652	0.58438	0.404943	0.952	2.330847	1.949363	0.404943	0.848117	0.919165	0.885088	0.757416	0.669155	0.833668	0.404943	1.172695	1	3.356896	3.383745	1.262223	1.557433	0.871056	0.586337	1.09911	0.404943	0.790553	1.315719	1.048	1.335763	0.672015	1.821178	0.404943	0.639633	0.824228	1.429522	0.661984	2.215912	1599.211304	0.404943	2.806376	1.642792	0.429305	0.568153	0.609612	1.668108	0.688219	0.556455	C00583
0.296825	0.579195	1.249872	1.343086	0.409595	0.420171	2.875759	1.459946	0.450251	1.325909	3.04116	6.299693	0.892966	2.398153	0.582992	0.49642	0.944288	0.168703	0.168703	1	0.168703	1.687047	0.168703	1.601181	0.769671	0.554651	8.803449	1.813593	0.860677	0.227717	0.672501	0.168703	0.379165	0.879776	3.027158	0.37277	0.168703	1.994015	0.271165	0.178137	0.202296	5.830829	4.366804	4.439014	1.586509	2.171257	1.120224	2.734864	2.737034	0.277542	0.181884	3.325565	0.317437	0.739685	2.291451	0.168703	2.402156	0.212901	1.504011	0.168703	0.168703	2.626039	2.586176	0.710667	1.833121	0.766431	0.717709	C00624
1.718404	0.35794	2.368213	0.049353	0.049353	0.049353	0.961953	0.049353	0.049353	0.049353	23.279961	0.049353	0.648506	0.516615	0.049353	0.049353	0.049353	0.049353	0.049353	0.676084	0.049353	0.080165	0.049353	0.049353	0.163144	0.049353	17.944067	0.742222	0.049353	0.718685	0.049353	0.049353	0.049353	0.049353	16.133633	0.049353	0.049353	0.049353	0.049353	0.049353	0.049353	4.864898	4.81987	7.880455	1.397504	1	0.049353	0.049353	0.049353	0.049353	0.049353	0.049353	0.049353	0.871268	0.299294	0.049353	0.049353	0.049353	3.363246	0.049353	0.049353	0.200092	0.049353	0.049353	7.93136	0.584071	1.18852	C00642
0.119471	0.119471	0.119471	1.134769	0.119471	0.246746	6.221358	0.119471	0.932264	2.440699	9.456125	14.608954	0.119471	1.996623	0.184742	0.119471	0.119471	0.119471	0.119471	0.53897	0.119471	1.651674	2.70448	1.067736	0.119471	0.119471	0.119471	0.119471	0.848959	0.119471	0.140688	0.119471	0.22735	0.961967	10.288029	0.414272	0.119471	1.786038	0.848691	1.050454	2.056941	1.803811	8.743719	3.439665	0.596917	0.119471	0.119471	1.799052	0.39413	1.038033	0.278286	0.168644	0.256343	0.119471	3.709368	0.395708	0.368122	0.119471	0.119471	0.476297	0.223285	6.994725	0.119471	0.119471	0.119471	0.119471	0.119471	C00668
0.07498	0.07498	0.07498	3.18488	1.319231	0.878838	2.128157	3.646223	3.579024	2.224098	0.07498	4.000859	0.297687	0.07498	0.07498	0.07498	0.07498	0.099777	0.809375	0.105895	0.875874	0.282445	13.183874	3.604847	11.736498	24.567204	0.07498	0.07498	1	0.07498	0.07498	0.506465	1.515867	13.74076	0.07498	0.763158	0.546555	12.007161	17.129286	7.483795	4.758841	0.179351	0.396031	0.07498	0.07498	0.426958	0.349335	0.45688	0.197712	31.757246	14.756386	0.07498	1	0.07498	0.562827	5.666644	14.506864	12.901208	0.576055	8.117782	16.844933	0.242664	0.07498	0.143849	0.652223	0.176088	0.174772	C00670
0.413224	0.413224	0.88331	0.413224	0.413224	0.413224	0.413224	0.413224	0.413224	0.413224	0.939274	1.266115	0.485984	1.060726	0.62328	0.413224	0.413224	0.413224	0.413224	0.413224	0.413224	0.688886	0.413224	0.413224	0.785592	0.413224	1.070893	1.729918	0.413224	0.413224	0.413224	0.413224	0.413224	0.413224	2.07144	0.413224	0.413224	0.413224	0.413224	0.413224	0.951883	2.263657	1.061386	3.413846	0.413224	2.134541	1.8739	0.485572	0.413224	0.413224	0.413224	1.277879	0.413224	1.316087	1.64467	0.413224	0.563785	0.413224	0.570403	0.413224	0.413224	0.413224	1.048117	0.902152	3.650987	0.912884	0.543745	C00671
0.295287	0.401141	0.306494	2.766898	1.172809	2.365603	0.883981	5.118374	2.46535	4.230953	2.088896	1.092701	0.158599	1.686153	0.426313	0.183305	0.730816	0.452481	1.097812	0.285724	0.509133	1.182081	1.936768	5.787249	0.503523	8.843019	3.676791	2.537688	0.853828	0.362356	0.158599	0.159177	0.907299	0.328421	1.612205	0.754931	0.1662	7.17292	1.108731	0.851572	0.955319	0.484742	0.158599	1.503116	0.597463	0.158599	1.297007	0.950588	0.179349	4.646433	1.885234	0.680529	0.571695	0.176368	1.925018	0.17453	0.47034	1.044681	1.130343	1.217453	1.201949	0.883398	0.158599	0.203416	12.058678	0.200169	2.18932	C00712
1.26063	0.886461	0.842435	2.523184	1.403727	1.704952	0.524134	3.836176	5.917451	2.677326	4.353491	0.33441	0.975747	0.914093	0.615257	0.261338	0.726243	0.610984	1.131679	0.958005	0.624177	0.591304	2.42883	2.465048	1	2.992143	0.770217	1.162085	2.134083	0.778887	0.450334	0.833863	2.083933	0.312303	0.714548	1.398582	0.666738	9.984972	1.842325	0.914241	0.618439	0.263433	0.207253	0.747345	0.293984	0.285841	1.416297	4.66293	2.736062	2.100146	2.932442	0.3165	0.38577	0.454021	0.886159	0.518938	1.041947	8.304517	1.031946	1.63226	1.338777	0.304776	3.192259	0.624684	3.253788	0.739758	1.052707	C00750
0.314182	1.206174	0.650482	0.314182	0.314182	0.543989	3.111785	0.799141	1.107705	1.952384	0.314182	1.282353	0.337877	0.314182	1.425726	1.214259	0.314182	0.431966	0.314182	0.314182	0.314182	0.314182	0.314182	0.358032	0.367351	22.190817	1.442994	3.105281	0.314182	0.314182	0.892295	0.503484	0.314182	1.024729	0.804586	11.400192	0.314182	3.674786	0.491587	0.409064	0.314182	1	2.164388	0.497875	0.314182	0.641125	1.651527	1.93653	0.314182	0.314182	0.314182	0.707575	0.314182	0.676797	0.684614	2.691421	0.314182	9.289966	0.66113	1.366294	0.314182	0.793401	0.314182	0.314182	1.331154	0.314182	0.314182	C00785
1.989273	0.439284	0.842164	0.869888	1.095921	1.645255	0.843356	2.204826	1.491074	1.51363	1.045781	1.157828	1.023545	0.298326	0.272756	0.695588	0.646486	1.106328	0.896531	0.677302	0.606768	1.02558	1.199616	0.641979	0.445008	3.138492	1.183771	0.901817	0.906804	0.788336	1.149432	1.243062	1.314489	1.15676	1.009883	1.374425	0.822351	2.943673	2.661299	0.932811	3.244376	1.13288	0.059755	1.483051	0.185871	0.263475	1.24973	1.882942	0.948739	0.645875	1.318786	0.522342	0.722494	1.182873	0.992876	1.676868	0.756406	1.174523	2.228177	1.905417	0.653817	0.772598	0.97425	0.661639	1.438243	1	0.414703	C00791
0.325136	2.092511	0.325136	0.325136	0.325136	0.325136	0.325136	1.221817	5.460744	0.778183	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.486983	0.325136	0.325136	0.325136	1.366563	0.325136	0.325136	0.325136	0.454701	0.325136	0.485759	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.665579	0.325136	0.325136	1.814156	0.325136	0.854346	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	1	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	0.325136	C00794
0.652778	0.10507	0.10507	1.382765	0.635258	1.446892	0.10507	0.915632	0.10507	0.10507	0.914335	5.899738	0.351646	0.370327	0.10507	0.10507	7.043676	0.887129	0.787181	0.254255	0.518027	0.10507	0.490301	11.877651	0.141715	7.695319	1.093814	5.844254	1.10337	0.10507	0.457523	0.535203	1.204813	0.10507	11.037079	1.084368	0.646374	14.236901	1.547288	0.195771	0.10507	0.899708	6.487022	1.100292	0.10507	0.10507	0.10507	0.243029	0.10507	5.367283	0.673847	0.76153	3.508595	0.338174	0.10507	0.10507	0.10507	0.229978	1.525326	0.353405	0.10507	3.546143	0.10507	3.300807	19.188116	0.10507	4.343856	C00836
9.56479	0.389418	0.389418	0.389418	0.982845	5.140369	0.389418	0.389418	0.389418	2.229873	0.749773	0.389418	0.60002	0.389418	0.389418	0.389418	0.500646	0.628227	0.389418	1.009096	0.389418	1.485429	0.729905	0.389418	2.55968	11.469474	2.522275	0.389418	1.057703	0.389418	0.855022	0.990904	0.389418	0.389418	0.978117	2.11513	0.389418	0.389418	1.566801	1.814343	0.389418	1	0.812076	4.89192	0.389418	1.043379	0.389418	0.389418	0.421442	0.389418	0.389418	0.389418	0.389418	0.389418	1.690035	0.652042	0.389418	0.425614	1.37439	2.89554	0.389418	0.389418	0.592246	0.471824	0.737473	0.83933	0.389418	C00847
1.349106	0.255277	0.695913	2.108	1.017849	1.293397	0.121881	1.321324	1.556725	2.118463	5.770238	1.813964	0.356828	0.790118	0.321545	0.121881	1.637986	0.121881	1.358937	0.121881	0.121881	0.60772	1.577033	2.477068	0.759246	0.121881	5.252465	0.597541	1	0.529891	0.237135	0.41805	0.90234	0.121881	0.610507	0.493664	0.357269	4.223674	1.147194	0.731572	0.735003	1.044601	4.675666	1.327314	0.121881	0.296847	1.624166	0.955399	0.511265	1.284742	0.440081	1.648262	1.519531	1.363596	0.618701	0.121881	0.129304	1.233898	4.208866	1.27737	0.639978	0.826914	0.637619	0.792096	5.865881	0.470313	1.57793	C00864
0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.743667	0.305462	0.305462	0.305462	0.305462	1.722801	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.323712	1	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	1	0.305462	0.305462	0.305462	2.065798	0.305462	0.305462	0.305462	1.534277	0.305462	0.305462	0.305462	0.305462	0.305462	0.305462	1.703871	0.305462	0.305462	0.305462	0.305462	0.647579	0.305462	0.305462	0.305462	C00882
2.213933	3.447457	0.140178	0.074327	0.074327	0.074327	0.701231	0.074327	0.074327	0.074327	0.843915	14.104518	0.652419	0.315893	0.074327	0.074327	4.546713	0.700985	0.074327	0.706663	0.074327	0.341565	0.074327	0.074327	0.839307	0.074327	2.350962	3.571506	0.074327	0.074327	1.460113	0.074327	0.074327	2.508144	1.156085	0.298776	0.074327	0.074327	0.074327	0.074327	0.074327	0.378592	0.074327	0.262569	0.074327	0.091586	0.505835	2.745731	1	0.152057	0.074327	1.995289	0.074327	0.074327	2.091395	0.074327	5.3392	0.205573	1.484199	0.074327	0.074327	3.34557	1.542657	1.04923	4.684791	0.074327	0.181641	C00989
