123_baseline	127_baseline	233_baseline	257_baseline	257_follow.up	293_baseline	362_baseline	363_baseline	363_follow.up	369_baseline	372_baseline	392_baseline	393_baseline	407_baseline	407_follow.up	415_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	454_baseline	454_follow.up	457_baseline	490_baseline	490_follow.up	499_baseline	500_baseline	500_follow.up	505_baseline	510_baseline	510_follow.up	512_baseline	516_baseline	518_baseline	518_follow.up	520_baseline	526_baseline	1284_baseline	1289_baseline	1290_baseline	1292_baseline	1294_baseline	1296_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1310_baseline	1314_baseline	1316_baseline	1318_baseline	1320_baseline	1322_baseline	1324_baseline	1326_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1356_baseline	1358_baseline	KEGG
0.14626	0.473587	0.135116	3.633888	2.241599	1.485299	0.294444	5.03342	2.995605	4.012127	1.065634	1.059667	0.40996	1.796014	0.182078	0.058289	0.498268	0.12651	0.940333	0.353207	0.206319	1.069788	9.315949	2.901441	0.645739	33.027214	3.39073	1.36757	2.09099	0.065955	0.022812	0.63191	1.694167	0.079356	4.327101	0.779328	0.427121	6.891991	6.472974	4.514158	2.194256	0.593948	0.966028	2.86082	0.158322	0.22532	3.20789	0.820324	0.315898	4.815305	5.901687	1	0.717278	0.158045	2.770103	0.697759	0.601905	1.59139	0.496425	8.700334	1.590748	0.685429	1.047095	0.474757	5.144805	0.221697	0.351528	C00123
0.184242	1.359508	0.225459	1.945732	0.328961	1.893368	0.98445	0.952152	0.360199	0.184242	0.184242	0.184242	0.184242	1.806798	0.705084	0.611554	0.303251	1.102641	1.425191	0.606868	0.184242	1.672883	4.134514	1.677598	1.014794	0.184242	0.184242	2.153694	1.609776	1.038205	0.191991	0.259552	0.184242	0.451415	0.184242	0.184242	2.207419	0.323551	0.964363	7.830978	0.184242	0.184242	0.184242	0.184242	0.184242	13.916547	0.981833	0.184242	0.184242	1.378813	0.556412	0.333709	0.268206	1.453278	7.097363	16.197811	1.553686	1.186098	0.184242	7.927455	0.985205	0.224467	0.184242	0.522563	0.414199	0.867897	0.653181	C00127
1.846547	4.67566	2.191912	0.075671	0.020495	0.030935	3.641711	0.038666	0.072911	0.104206	29.761196	6.665158	9.737468	12.74183	1.686654	0.440803	14.068241	1.162124	0.028462	2.238866	0.008621	0.568163	0.006885	0.657055	1.081261	0.099129	56.735722	8.127161	0.021332	1.436283	0.578101	0.004433	0.038874	0.195599	53.403019	0.350909	0.004433	0.11926	0.014713	0.021449	0.034878	5.903269	1.691305	6.844071	0.439341	0.262087	4.263622	1.515735	0.345747	3.674881	0.006478	3.477219	1.211468	0.254885	1.862709	0.004433	1	0.157596	4.091541	0.014244	0.005766	1.381331	1.202672	2.151301	19.788868	0.49961	6.936661	C00134
0.634251	0.305483	0.305483	0.767823	4.913959	2.655318	1	8.864659	0.483884	9.653781	1.10768	0.747261	0.305483	0.809318	0.374576	0.305483	0.427522	0.305483	0.84322	0.305483	0.901159	0.318418	8.808182	1.41254	0.389136	12.138481	2.962493	0.696931	3.260839	0.305483	0.305483	0.806498	2.349468	0.305483	1.091555	4.413705	0.714499	18.014988	10.059536	0.806526	1.055683	1.129433	0.681624	1.335684	0.305483	0.305483	0.40661	0.624474	1.357547	4.244243	0.448613	1.111836	1	0.508663	0.773087	1.029732	0.393337	7.664636	0.960192	11.114537	1.2341	0.857288	0.43938	0.524114	5.672713	1.172573	0.983206	C00135
0.06678	0.44275	0.169886	1.051877	1.279675	1.117813	2.90651	5.646225	5.285346	5.897139	2.719944	4.136779	0.130412	0.903649	0.675155	0.06678	0.375066	0.589279	1.414392	1.749073	0.266258	0.422545	5.024201	2.410834	0.317152	22.053547	1.529262	1	1.307952	0.172125	0.409952	0.246935	0.996152	1.204233	1.685582	0.892987	0.301508	11.119549	5.907145	2.003522	5.125283	1.050799	0.281409	0.205442	0.08591	0.342354	0.340665	1.427245	1.011956	4.589508	4.017264	2.484139	0.362172	0.614861	0.995366	0.700707	0.157654	4.724991	2.50196	2.731717	1.004634	0.771019	0.372016	0.06678	3.484229	0.355589	0.884793	C00137
0.30508	0.30508	0.458544	0.30508	0.30508	0.30508	0.30508	0.30508	0.30508	0.30508	0.829576	1.101222	0.30508	1.195196	0.973295	0.30508	0.30508	0.30508	0.30508	0.612239	0.30508	0.690602	0.30508	0.30508	0.73272	0.895657	1.03289	1.397777	0.30508	0.30508	0.30508	0.30508	0.30508	0.30508	1	0.30508	0.30508	0.30508	0.30508	0.30508	0.30508	1.408631	0.30508	1.867944	0.30508	1.312019	1.152589	0.30508	0.30508	0.30508	0.30508	1.121729	0.30508	1.89866	0.898812	0.30508	0.690708	0.30508	0.540197	0.30508	0.30508	0.30508	0.509509	1.17979	1.545958	1	0.30508	C00141
0.385994	0.341895	0.569445	1.447818	1.300703	1.373573	1.135849	2.361222	1.089883	2.259408	2.82008	1.515513	0.341453	1.614198	0.471392	0.199003	0.645111	0.309768	1.547716	0.358152	0.153292	1.631008	1.661037	1.471446	0.882111	3.76451	2.080728	0.910117	0.898623	0.088205	0.142542	0.391089	0.845332	0.430489	1.84286	0.57586	0.464138	4.030749	0.683746	1.772246	1	0.745736	1.275577	0.704252	0.189712	0.914842	1.789057	0.755263	0.78159	1.753387	1.106524	0.716642	0.390962	0.402515	1.56245	0.960739	1.221036	1.821684	2.864021	2.683529	1.252678	0.449562	0.376466	1.710176	3.400305	0.583727	1.798246	C00147
0.133795	0.328073	1.165787	2.618086	1.864574	0.951119	4.311133	2.203424	2.515009	3.062662	2.481292	0.227419	0.148421	0.205215	0.413702	0.254792	0.829065	0.98732	0.475682	3.153507	0.409291	0.327371	4.271594	1.532222	0.310408	12.733994	44.075233	5.448948	1.099331	0.563286	1.01268	0.263798	0.506076	4.518163	0.361049	1.369902	0.356013	4.513558	3.70234	1.329272	2.462406	4.744286	0.51974	0.97023	0.138167	0.208646	0.627639	0.922319	1.047552	3.784485	1.518103	1.279809	0.395733	0.178039	0.524895	0.543548	1.377134	1.002259	8.311163	2.89838	0.505858	8.809777	0.210532	0.340257	3.317214	0.178743	0.305156	C00148
0.38934	1.008426	0.214276	0.808653	0.593144	0.570294	2.274854	3.281135	0.214276	0.991574	3.689274	0.214276	0.214276	4.813332	1.966279	0.214276	0.54036	0.214276	0.214276	0.214276	0.324808	1.597476	1.37994	1.051953	0.893543	0.472737	3.326472	2.299189	0.629419	0.214276	0.214276	0.819673	0.214276	0.214276	1.246146	0.487449	0.303754	30.549728	0.214276	0.798718	1.05281	0.721226	2.217583	1.960248	0.354379	1.324388	1.659185	1.090052	1.580598	0.579038	0.214276	0.48329	0.303087	1.268882	2.647401	0.867692	0.995724	3.191256	1.0459	1	0.944835	0.693083	0.768669	0.471914	3.1642	1.148851	0.770868	C00149
0.294713	0.450846	0.356109	1.210567	1.32768	4.83775	0.708838	2.646274	4.600722	1.970266	0.294713	1.187141	0.294713	0.37963	0.390643	0.298824	3.25679	1	0.667853	0.905289	0.294713	0.39319	6.437496	2.177512	0.579461	7.323438	0.541731	1.198662	1.410653	1.490884	0.294713	0.294713	1.691109	2.456465	0.332791	0.363041	0.448248	1.250554	3.609852	3.223567	10.420204	1	0.784084	0.294713	0.294713	0.794823	0.294713	0.294713	0.294713	1.244597	2.349818	1.21804	0.493695	0.405835	0.940403	0.752307	1.07567	3.706272	1.71746	7.354164	1.040937	0.467692	0.294713	0.947239	0.533217	0.974997	0.428452	C00153
6.118165	0.255665	0.255665	0.771033	0.255665	0.85724	0.255665	22.041876	0.928868	0.255665	0.255665	0.255665	0.255665	0.718857	3.596316	0.255665	0.255665	0.255665	0.255665	0.255665	0.255665	0.340546	1.147002	0.255665	0.255665	1.601329	0.255665	5.957658	1.071132	0.255665	1.118388	5.674966	0.255665	0.531881	0.424941	1.288926	0.255665	17.794184	1.800802	0.927872	17.673681	0.469808	2.259775	0.486362	0.440324	4.748209	1.209644	10.462494	8.740993	1.149829	0.695323	0.634989	0.527039	0.839531	1.072128	5.147037	0.829984	84.816498	0.520755	1.411992	2.228536	0.255665	0.418003	0.290576	1.670143	0.656059	1.108253	C00158
0.444698	0.444698	0.444698	0.444698	0.96	2.34824	0.674782	1.762656	1.039492	1.516486	0.444698	0.873983	0.444698	0.444698	0.444698	0.444698	0.444698	0.444698	0.960508	0.444698	0.444698	0.444698	2.128699	0.810456	0.444698	2.449584	0.444698	0.444698	0.444698	0.444698	0.444698	0.444698	0.444698	0.56057	0.444698	1.478177	0.444698	2.466266	3.917068	1.581703	2.907636	1.052831	0.932595	0.444698	0.444698	0.444698	0.575948	1.076835	0.444698	2.722852	2.007375	0.594435	1	0.444698	0.722519	1.195397	0.533233	0.928533	0.444698	0.690425	5.587382	0.760085	0.444698	0.714243	0.444698	1.167668	0.742578	C00167
0.400408	0.896041	0.906178	0.332473	0.633045	0.332473	1.322724	1.556732	3.608798	1.442831	6.495465	0.332473	0.824448	0.332473	0.758924	0.332473	1.814661	0.576504	0.943367	1.790667	0.61242	1.167728	1	0.332473	1.231581	1.871392	2.62471	1.009863	0.990137	0.981971	0.332473	0.513862	0.525853	0.521792	1.632235	0.332473	0.332473	3.102298	1.495047	0.663647	1.343727	1.525614	0.811511	2.172562	0.481866	0.890316	1.217477	0.667562	0.332473	0.332473	1.1291	2.134655	0.41493	0.793237	2.290203	0.33491	0.525756	1.061507	2.755942	0.474018	0.449756	3.031032	0.354407	0.371239	2.522904	1.444842	0.74656	C00170
1.909344	2.428675	1.278675	0.168104	0.166529	0.179722	1.082989	0.198267	0.403591	0.173313	10.151204	0.963217	1.372484	9.741143	2.01626	0.231679	0.762981	0.049767	0.049767	0.546603	0.049767	0.274834	0.049767	0.049767	1.974477	0.370688	37.19408	1.822748	0.049767	0.141509	0.049767	0.049767	0.049767	0.76067	10.879907	0.049767	0.049767	0.575302	0.143239	0.049767	0.049767	3.040949	6.078306	6.292488	1.686398	1.744725	7.241727	1.350952	0.067491	0.211476	0.049767	1.95202	0.333586	0.148238	0.318202	0.049767	0.89245	0.049767	2.927656	0.095734	0.049767	1	0.35015	1.224135	2.562274	0.610331	4.960602	C00178
2.346559	0.400831	2.984214	0.010808	0.010808	0.010808	1.149278	0.010808	0.068312	0.010808	40.24715	0.850722	1.515776	4.228826	0.568323	0.043229	2.349542	0.209357	0.010808	2.315784	0.010808	1.375191	0.010808	0.214755	1.922805	0.010808	46.881035	3.487655	0.010808	0.433275	0.095021	0.010808	0.010808	0.286945	6.090609	0.253128	0.010808	0.193548	0.010808	0.010808	0.010808	1.427394	0.609707	4.626209	0.376046	0.133291	11.945495	4.49415	0.294696	1.411006	0.086101	0.605356	0.689791	0.180631	2.22134	0.02175	0.165203	0.199821	2.259094	0.010808	0.010808	0.828458	1.171542	1.447964	8.753259	0.567627	5.133941	C00179
1.003587	0.619968	0.202488	2.149363	1.058977	0.72414	0.263203	2.56811	1.698011	2.296556	1.202977	0.996413	1.861014	2.304558	0.323284	0.043835	1.621731	0.150069	0.368021	0.455287	0.167678	0.830603	3.341788	1.464546	1.787634	10.753492	4.793121	1.305904	1.10984	0.051064	0.010979	0.246669	0.732248	0.061395	3.274852	0.548113	0.194372	3.714916	2.934057	1.397331	1.157046	0.380006	0.639848	1.990489	0.146769	0.233018	4.213078	0.758527	0.299607	2.860265	2.204479	1.441969	0.437852	0.163772	2.113134	0.40616	0.705712	1	0.357856	3.778345	0.61225	0.62093	1.456993	1.482353	8.858886	0.199741	0.257452	C00183
0.315298	0.550354	0.654814	6.789225	5.97368	6.908391	1.294939	11.270501	13.616566	11.859603	0.399643	4.649861	0.264885	0.551505	0.343365	0.158587	0.946547	0.382789	3.822614	0.6265	0.85568	0.304743	7.888103	6.050727	1.162767	17.220547	0.369167	0.417924	4.430068	0.231829	0.20191	1.301953	3.340493	0.417452	0.652411	1.688845	1.053453	12.45098	6.961449	5.570795	5.668187	0.660903	0.034214	0.076101	0.089378	0.623031	1.110603	2.503493	1.992627	5.280598	6.88197	0.670376	1.317603	0.418439	1	1.521649	0.463682	4.763394	0.606731	7.765775	2.185258	0.399071	0.478361	0.220543	1.55253	0.507761	0.689259	C00186
0.447267	0.478354	0.58915	1.511196	0.98652	1.685877	1.416859	5.394054	3.539009	2.967166	2.405707	3.016043	0.536102	1.508913	0.535573	0.175889	1.790027	0.371824	0.828255	0.618088	0.328574	0.799877	2.705506	3.119476	0.716502	6.778705	5.499285	2.965212	1.01348	0.394193	0.403412	0.290846	0.968185	0.641662	2.755938	0.793112	0.357306	5.279742	1.614037	1	1.734945	1.299631	2.085988	1.884089	0.488639	0.62	0.999158	1.277207	0.504913	1.754464	1.317273	1.346747	0.621938	0.660558	1.076497	0.412713	0.807793	0.932975	2.346968	1.396098	0.639215	1.149122	0.569454	0.594822	3.723073	0.301206	1.465797	C00187
0.145639	0.316046	0.111095	5.7525	4.948647	1.764863	0.352009	8.515183	2.864069	11.795407	0.442145	2.274483	0.113173	0.395307	0.22539	0.059241	0.793473	0.148958	1.057977	0.119531	0.147634	0.328005	13.548203	4.596969	0.379438	104.416161	2.329067	2.09906	1.937002	0.119518	0.059241	0.335268	1.524396	0.1646	0.942023	1.855034	0.438431	16.743221	18.283728	5.312794	4.998829	0.441444	1.881715	0.752697	0.185142	0.279376	1.002864	1.297176	0.590432	16.223255	6.228885	1	0.995745	0.396216	0.936422	0.836035	0.248208	3.408524	1.115018	9.299082	1.013467	0.65667	1.951496	0.494905	25.518259	0.734371	1.022074	C00188
1.543615	0.933155	0.753505	0.33678	1.066845	1.374321	1.13728	1.620924	2.243265	1.852127	15.809504	1.378573	0.522903	1.575576	0.381281	0.066219	1.432008	0.439158	0.628931	1.469817	0.081965	0.840906	1.334573	0.928927	2.253422	3.715764	13.565583	2.181838	0.552508	0.680327	0.287998	0.24133	0.352307	1.220768	3.374382	0.514293	0.111797	11.940435	1.576862	0.83484	0.646074	1.635887	1.833805	4.29184	0.59767	0.779199	1	2.808299	0.447544	0.510425	1.198385	1.116733	0.580161	0.384908	1.668648	0.322771	0.266789	0.985826	5.714697	1.103327	0.225364	1.111052	0.563474	0.851622	4.822668	0.775706	2.484276	C00189
0.779203	0.951709	0.783092	1.333047	1.431968	1.087789	26.517237	0.977154	2.963448	4.294938	2.561024	23.649155	0.668462	1	1.313535	0.037378	1.782301	2.381115	0.267212	1.471109	0.073216	0.037378	0.945023	3.605703	0.593436	18.221716	1.131465	0.485704	0.752357	2.028705	0.393542	0.076933	2.84031	4.173543	0.343277	3.092535	0.28336	0.414417	0.365028	1.198364	103.074532	10.501839	3.56938	1.890948	0.474327	0.800869	1.016279	11.696756	1.624826	2.287257	0.194585	2.215889	1.483405	0.983721	1.476099	0.154963	0.243386	3.510619	8.687722	5.164557	0.42688	0.365621	0.404935	0.185949	0.983091	0.145299	0.30767	C00208
0.292454	0.292454	0.885896	3.0294	1.048267	0.857212	1.065454	0.292454	0.292454	0.292454	0.292454	0.806156	0.292454	0.448426	0.292454	0.292454	0.514083	0.292454	2.412436	0.367841	0.516926	0.96868	2.983917	5.5112	0.715656	0.292454	0.761527	0.373614	4.006261	1.503937	0.292454	0.312138	1.192086	0.459077	1	0.292454	0.292454	2.530561	7.724058	1.52185	2.169276	0.692842	1.747172	1.083651	0.613211	0.375802	2.338838	0.618092	0.790711	0.549353	0.292454	0.551077	0.74679	2.179475	2.068541	4.689408	0.784502	1.969182	1.822304	4.20512	12.08454	0.553346	0.76735	1	0.962622	0.888607	3.28033	C00212
1.986224	6.425214	2.827697	0.190647	0.363958	0.190647	0.874954	1	1.154534	0.190647	0.190647	0.250265	0.514867	6.544018	1.416494	0.190647	1.331324	0.190647	0.238727	0.418581	0.190647	0.627211	0.584644	0.190647	1.419142	0.608026	1.345465	0.190647	0.190647	0.56737	0.190647	0.190647	0.190647	1	1.847437	0.190647	0.190647	1.16972	0.609249	0.190647	0.190647	3.029494	0.458222	0.611928	0.190647	7.64006	1.713048	0.68435	0.680533	0.190647	0.422191	4.919527	0.288737	1.64757	8.954346	0.190647	1.053545	0.540725	7.578957	0.190647	0.190647	0.190647	0.743945	1.032915	1.67309	0.885244	3.01196	C00213
0.187234	0.149548	0.111279	4.608482	3.46184	1.199722	3.714285	2.747798	4.015716	3.603974	1.85099	0.314626	0.10452	4.548943	2.645718	0.089425	0.36124	0.136797	0.704936	0.225005	0.143536	0.512758	1.519114	4.78791	0.294693	3.124754	1.648496	9.961392	2.354663	0.307537	0.204537	0.048661	0.57283	0.343351	1.196628	0.845391	0.169809	7.230441	1.199825	3.974535	0.867335	1.142518	1.027846	0.369082	0.261496	2.963915	0.548808	1.653069	0.176648	3.239143	2.932175	0.331746	0.184439	1.702504	2.629233	0.244333	1	3.209204	0.823101	3.131967	0.789969	0.902265	0.234251	0.208686	16.515129	0.70062	2.351735	C00219
0.267428	0.390901	1.221873	0.392463	0.267428	0.267428	0.94927	0.267428	0.267428	0.267428	1.459332	2.475858	0.267428	0.958218	1.041782	0.267428	0.267428	0.267428	0.267428	0.617761	0.267428	1.03109	0.795266	0.267428	0.327942	1.698799	1.3771	2.152209	0.267428	0.267428	0.267428	0.267428	0.267428	0.267428	1.896056	0.267428	0.267428	0.267428	0.267428	0.267428	1.163126	3.246979	0.755629	5.239318	0.349794	2.556375	0.9549	0.470817	0.315638	0.267428	0.267428	1.278389	0.346334	2.028142	2.296098	0.267428	0.805614	0.267428	0.973101	1.026899	0.267428	0.606205	0.558824	0.527435	1.335414	1.708241	1.0457	C00233
0.12416	0.338648	1.500915	3.063295	0.465887	0.74175	1.839289	0.746808	5.525871	0.871785	6.506382	4.490973	0.205784	1.006589	0.12416	0.12416	0.635719	1.442617	0.246507	0.495764	0.811569	2.771427	2.905242	3.913311	1.434405	1.100437	7.267452	1.398487	1.290205	0.365926	0.343402	0.363284	2.413312	0.923789	0.989596	1	0.614154	41.982723	6.29449	0.44716	0.974189	0.55033	0.292996	0.508183	0.135019	0.12416	2.487703	1.880278	0.814655	2.532744	2.789738	0.790509	0.759478	0.386208	2.643001	0.326932	1.43474	1.568118	2.238921	1.025811	0.586392	0.783304	0.717142	0.60704	4.088913	1.134958	1.815096	C00242
0.839468	0.958463	0.90893	1.041537	1.080776	0.897893	1.458996	2.263912	1.715405	2.615887	6.254333	2.455921	0.449334	1.522208	0.353175	0.112034	1.635341	0.547534	0.675431	0.925115	0.156348	0.683304	2.660891	1.708567	1.15373	7.947417	7.38918	3.175968	1.056233	0.464205	0.300766	0.32472	0.957933	0.745013	3.220607	0.744755	0.411573	3.526887	2.644312	0.892625	1.924943	1.213962	2.077036	0.261536	0.654636	0.275798	2.053777	0.922604	0.241994	1.572414	1.265224	1.88413	0.345208	0.410405	1.636882	0.533898	1.265841	0.53189	3.136317	1.274613	1	0.993468	0.211274	1.2421	5.544609	0.546376	0.592794	C00245
1.069466	0.960339	0.833032	1.058519	0.79699	0.789412	1.116485	0.68473	1.189413	0.885071	1.46338	1.229595	0.872423	1.341773	1.217708	0.644782	0.989053	0.888857	0.995718	1.110011	0.911963	1	0.363864	1.08579	0.801993	0.299595	1.685043	1.136102	1.006156	1.094406	1.004282	0.884892	0.84085	0.89312	1.271369	1.004287	0.861027	0.99035	1.115785	1.078471	1.081141	0.860358	1.660126	1.020117	1.04382	0.586056	0.9636	1.068129	0.529491	1.305807	1.023793	0.819753	0.786459	0.997753	1.470458	0.820288	0.891497	1.39712	1.095893	0.707155	1.082238	1.196394	0.890859	0.910132	2.532209	0.716778	1.002919	C00249
0.473191	1.856598	0.740553	0.152702	0.152702	0.152702	4.391356	1.123237	0.970022	0.152702	4.495517	3.309362	1.029978	2.81857	0.676982	0.152702	3.228199	0.152702	0.152702	0.816983	0.152702	0.98936	0.342273	0.332054	1.268082	1.264804	8.25354	0.420868	0.223271	0.73093	0.221478	0.152702	0.152702	0.22281	9.86606	0.323481	0.152702	1.224993	0.506831	0.152702	0.511107	1.817983	6.524804	0.940012	0.955995	0.63579	1.693523	1.018528	0.397872	0.973836	0.496606	1.88462	0.322594	1.954056	1.501234	0.152702	1.863297	1.01064	3.998004	0.642255	0.218938	1.494971	0.936056	1.766833	4.658088	1.452538	4.314332	C00253
0.413905	0.413905	0.413905	0.413905	0.413905	0.482937	0.413905	0.413905	0.518046	0.413905	1.950026	0.413905	0.413905	0.536223	0.413905	0.413905	1.802417	0.413905	0.661858	0.562588	0.413905	0.413905	1.023161	0.976404	0.535711	3.552611	7.892911	1	0.574082	0.413905	0.413905	0.413905	0.413905	0.413905	1.989634	0.413905	0.413905	1.671683	1.053861	0.413905	0.640944	0.799706	4.547048	1.846738	0.585909	0.413905	1.625479	0.413905	0.413905	0.875424	0.413905	0.944153	0.413905	0.413905	0.646785	0.413905	0.413905	0.413905	3.108121	1.235454	0.413905	0.413905	0.413905	0.413905	4.50402	0.413905	0.976839	C00255
0.270641	0.270641	0.270641	0.582993	0.270641	1.051656	0.270641	0.270641	1.755343	2.375242	0.270641	0.270641	0.270641	0.270641	0.270641	0.270641	0.270641	0.270641	0.840145	0.270641	0.270641	0.270641	5.339813	0.671845	0.270641	14.184803	0.270641	0.270641	2.257998	0.270641	0.270641	0.270641	0.540739	0.270641	0.270641	0.270641	0.270641	12.821006	14.746387	0.868608	4.579252	0.270641	0.270641	0.270641	0.270641	0.270641	0.270641	0.270641	0.270641	0.401253	0.430858	0.270641	0.270641	0.270641	0.270641	0.721462	0.270641	6.15617	0.270641	1	0.418693	0.270641	0.270641	0.270641	0.270641	0.270641	0.270641	C00257
0.115019	0.319037	1.255236	1.091492	0.780204	7.337727	0.115019	20.749125	7.125867	0.908508	0.592423	6.041565	0.128222	0.462111	0.363123	0.115019	1.637181	0.187873	1.179178	0.24666	0.794264	0.115019	1.822357	1.468349	1.881619	2.141828	1.598945	1.466785	1.396653	0.115019	0.395774	0.582177	0.56728	0.30663	0.48932	1.826261	0.115019	22.714159	1.342834	0.213079	0.585505	0.525411	1.338632	0.629775	0.115019	0.437239	0.401369	2.008816	0.115019	0.393937	2.182112	0.774691	0.29346	0.998326	1.025712	1	0.115019	4.889249	3.231148	2.84886	1.738697	0.115019	0.208132	0.573899	1.811373	0.800776	1.593714	C00258
0.466071	0.465444	0.174337	2.735826	1.355914	1.43312	0.812356	4.00591	7.676351	2.916648	1.502794	0.899344	0.238564	1.918328	0.841485	0.140958	0.581389	0.511294	0.151563	0.277313	0.671223	0.448124	5.341197	4.201808	0.411543	5.276072	4.985578	1.437761	2.38953	0.669581	0.140958	0.407879	2.402268	0.381	1.212719	1.090616	0.384697	18.260151	5.348931	1.580805	2.416436	0.417459	1.59641	0.922442	0.29145	0.527162	2.02568	1.07805	0.266893	2.939072	3.273072	0.483574	0.985753	0.832877	0.77363	0.790104	0.505907	2.227383	1	2.143149	1.65045	0.580356	0.410658	0.792505	11.340707	1.383767	1.992733	C00262
0.221683	0.545884	0.470016	0.221683	0.221683	0.221683	8.426674	1.016789	1.367423	0.221683	12.661538	0.221683	0.423937	6.555027	2.957511	0.221683	0.769373	0.92398	0.221683	0.983211	0.221683	3.101116	0.221683	0.221683	1.591397	0.221683	1.361364	2.640385	0.221683	0.221683	0.221683	0.221683	0.221683	4.83724	0.427235	0.351919	0.221683	1.902755	0.683901	0.221683	0.399704	2.117236	1.392831	0.749408	0.222612	7.216795	1.901623	1.056339	0.953302	1	0.742107	0.713625	0.414711	2.214049	3.189322	0.279277	2.797634	4.839882	1.629169	0.223021	0.355116	2.187947	0.482826	0.436151	3.839048	0.620848	5.068584	C00270
0.573798	1.423523	0.165991	6.31392	0.274044	0.462712	6.250672	1.172836	1.911544	4.14997	9.048921	6.052923	0.197821	7.326875	2.173157	0.008707	2.125952	0.519394	0.063411	0.520048	0.075295	0.899899	11.778145	11.778888	2.43069	16.292555	10.037372	10.011784	3.555996	0.827164	0.305972	0.055696	0.413646	0.425477	0.702482	3.033695	0.131951	1.44623	0.729164	1.047598	3.531917	1.029057	1.362578	0.635431	0.137887	0.313221	4.034793	2.821156	0.244506	4.409611	0.349306	0.627426	0.255206	1	3.395314	0.081652	0.259927	2.44122	8.663992	3.991415	0.138724	3.457031	0.263874	0.096215	20.053223	0.143922	2.591077	C00293
0.707828	0.852338	0.449842	3.609591	1.416039	3.67596	0.255367	0.272933	3.138439	4.111745	1	0.373879	0.565984	1.7291	0.99316	0.118234	0.959095	0.567179	1.617457	0.856797	1.441497	0.91621	3.692697	4.836878	0.360511	2.796065	0.751072	0.293734	2.423264	3.054622	0.118234	0.309331	1.146587	0.224603	0.378291	0.221393	1.378515	3.393739	3.409794	3.511449	2.707859	1.067464	0.907214	0.428805	0.677101	0.118234	2.347974	1.597128	0.482724	1.189006	0.526607	0.486965	1	1.39793	2.230621	0.529612	0.41735	2.925115	0.515504	3.041412	1.985813	0.287154	0.802204	0.574934	1.833141	0.618425	2.915525	C00299
0.190604	0.441197	0.296136	1.516357	1.214238	1.292876	0.778391	2.446756	2.299638	1.746581	1.000272	2.361873	0.308801	0.653521	0.561495	0.643047	0.349164	0.606093	1.212142	0.774563	1.040595	0.157662	2.556538	1.681359	0.254056	4.51768	0.057523	1.260464	0.999728	0.566983	0.801312	0.933836	1.512297	0.309348	0.285184	1.206457	1.124335	3.316206	3.731076	2.005959	1.865941	1.348651	0.066131	1.846779	0.213806	0.560058	0.681151	3.028466	1	1.712722	2.692914	0.214747	0.608113	0.582667	0.969091	1.782991	0.516733	2.370985	0.594512	1.904487	1.979092	1.674339	0.129378	0.41103	0.313039	1.267204	0.453334	C00300
0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	1	3.832475	0.548694	0.548694	0.88888	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	4.175673	0.548694	1.849308	1.064469	0.548694	0.621471	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	0.548694	1.7488	0.548694	2.21808	2.264277	0.548694	9.372893	0.548694	0.93152	0.548694	0.548694	0.548694	0.548694	2.316671	0.548694	0.6368	2.343492	0.763644	0.548694	0.548694	0.741174	0.75044	0.548694	2.755059	0.548694	5.203484	0.935531	0.548694	0.548694	0.693116	0.548694	0.548694	0.866417	C00301
0.116851	0.116851	0.116851	1.208107	3.549149	0.116851	0.116851	0.603675	1.190199	6.242998	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.582992	0.116851	0.116851	0.116851	0.772425	0.414361	0.116851	21.348047	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	1.597028	1	2.011887	3.720915	0.280787	0.116851	0.116851	0.116851	0.116851	0.159074	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	2.400214	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	0.116851	C00309
0.743102	1.075669	1.237492	1.141268	0.635197	1.040748	1.020318	1.774502	1.81786	1.527593	3.448498	0.807925	0.979905	1.361102	0.53377	0.135415	1.602524	0.469127	0.600391	1.020095	0.264722	0.573312	0.990078	1.236147	1.272571	2.17055	2.279057	0.908926	0.593059	1.031632	0.153	0.158613	0.773076	0.576121	1.916355	0.426236	0.234272	3.011328	1.284059	0.641146	0.548346	1.620727	3.195512	2.150324	0.762083	0.648476	1.879388	1.097139	0.298491	1.689429	1.094723	1.228463	0.704141	1.010394	1.076247	0.310642	0.656357	0.679089	1.829842	0.521049	0.785256	0.585318	0.58157	1.06588	2.54048	1	2.155527	C00315
