compound	Species	V1	Var	Mean	VarShare
C00047	4471525	5.46535412784165e-12	417668198.491372	-7135.60527606177	1.30853968475039e-20
C00047	4475886	0	417668198.491372	-7135.60527606177	0
C00047	4476330	0	417668198.491372	-7135.60527606177	0
C00047	4476780	0	417668198.491372	-7135.60527606177	0
C00047	4480176	-2.32013423169191e-09	417668198.491372	-7135.60527606177	-5.55496980634937e-18
C00047	4480555	0	417668198.491372	-7135.60527606177	0
C00047	4480557	3.48408445958256e-11	417668198.491372	-7135.60527606177	8.34175183115965e-20
C00047	4481359	2.12436486860742e-11	417668198.491372	-7135.60527606177	5.08624998570799e-20
C00047	4481506	3.90138032181424e-09	417668198.491372	-7135.60527606177	9.34086036692791e-18
C00047	4483570	0	417668198.491372	-7135.60527606177	0
C00047	4483585	0	417668198.491372	-7135.60527606177	0
C00047	449353	0	417668198.491372	-7135.60527606177	0
C00979	4402042	0	27856561754.7176	-133359.129446518	0
C00979	4402077	0	27856561754.7176	-133359.129446518	0
C00979	4403349	0	27856561754.7176	-133359.129446518	0
C00979	4405128	0	27856561754.7176	-133359.129446518	0
C00979	4407190	0	27856561754.7176	-133359.129446518	0
C00979	4407703	0	27856561754.7176	-133359.129446518	0
C00979	440840	0	27856561754.7176	-133359.129446518	0
C00979	4409730	0	27856561754.7176	-133359.129446518	0
C00979	4410988	0	27856561754.7176	-133359.129446518	0
C00979	441494	0	27856561754.7176	-133359.129446518	0
C00979	4416396	0	27856561754.7176	-133359.129446518	0
C00979	4416434	0	27856561754.7176	-133359.129446518	0
C00979	4416927	0	27856561754.7176	-133359.129446518	0
C00979	4417539	0	27856561754.7176	-133359.129446518	0
C00979	4418586	0	27856561754.7176	-133359.129446518	0
C00979	4420206	0	27856561754.7176	-133359.129446518	0
C00979	4420272	0	27856561754.7176	-133359.129446518	0
C00979	4421933	-7913608.70100513	27856561754.7176	-133359.129446518	-0.000284084187082598
C00979	4424239	0	27856561754.7176	-133359.129446518	0
C00979	4424327	0	27856561754.7176	-133359.129446518	0
C00979	4425571	5369365.5404261	27856561754.7176	-133359.129446518	0.000192750476089059
C00979	4426877	0	27856561754.7176	-133359.129446518	0
C00979	4428313	0	27856561754.7176	-133359.129446518	0
C00979	4430498	0	27856561754.7176	-133359.129446518	0
C00979	4432234	0	27856561754.7176	-133359.129446518	0
C00979	4432238	0	27856561754.7176	-133359.129446518	0
C00979	4432841	0	27856561754.7176	-133359.129446518	0
C00979	4433947	0	27856561754.7176	-133359.129446518	0
C00979	4435934	0	27856561754.7176	-133359.129446518	0
C00979	443620	0	27856561754.7176	-133359.129446518	0
C00979	4437875	0	27856561754.7176	-133359.129446518	0
C00979	4439360	0	27856561754.7176	-133359.129446518	0
C00979	4440360	0	27856561754.7176	-133359.129446518	0
C00979	4440624	0	27856561754.7176	-133359.129446518	0
C00979	4440970	0	27856561754.7176	-133359.129446518	0
C00979	4442899	0	27856561754.7176	-133359.129446518	0
C00979	4443094	0	27856561754.7176	-133359.129446518	0
C00979	4444771	0	27856561754.7176	-133359.129446518	0
C00979	4446898	0	27856561754.7176	-133359.129446518	0
C00979	4447176	0	27856561754.7176	-133359.129446518	0
C00979	4448052	0	27856561754.7176	-133359.129446518	0
C00979	4449236	2584252.11913756	27856561754.7176	-133359.129446518	9.27699599789953e-05
C00979	4449518	27631692423.7761	27856561754.7176	-133359.129446518	0.991927599216245
C00979	4449524	0	27856561754.7176	-133359.129446518	0
C00979	4449526	0	27856561754.7176	-133359.129446518	0
C00979	4449633	0	27856561754.7176	-133359.129446518	0
C00979	4449851	2584252.11913756	27856561754.7176	-133359.129446518	9.27699599789953e-05
C00979	4449984	0	27856561754.7176	-133359.129446518	0
C00979	4451901	0	27856561754.7176	-133359.129446518	0
C00979	4452613	-2032291.79290155	27856561754.7176	-133359.129446518	-7.29555862204484e-05
C00979	4453627	0	27856561754.7176	-133359.129446518	0
C00979	4453723	0	27856561754.7176	-133359.129446518	0
C00979	4454025	0	27856561754.7176	-133359.129446518	0
C00979	4455677	0	27856561754.7176	-133359.129446518	0
C00979	4456605	0	27856561754.7176	-133359.129446518	0
C00979	4459184	0	27856561754.7176	-133359.129446518	0
C00979	4460560	0	27856561754.7176	-133359.129446518	0
C00979	4460604	0	27856561754.7176	-133359.129446518	0
C00979	446135	0	27856561754.7176	-133359.129446518	0
C00979	4462541	0	27856561754.7176	-133359.129446518	0
C00979	4463108	0	27856561754.7176	-133359.129446518	0
C00979	4464113	0	27856561754.7176	-133359.129446518	0
C00979	4464787	0	27856561754.7176	-133359.129446518	0
C00979	4467447	0	27856561754.7176	-133359.129446518	0
C00979	4471135	0	27856561754.7176	-133359.129446518	0
C00979	4471525	0	27856561754.7176	-133359.129446518	0
C00979	4475886	-1020636.69792163	27856561754.7176	-133359.129446518	-3.66390047310408e-05
C00979	4476330	0	27856561754.7176	-133359.129446518	0
C00979	4476780	224659794.227424	27856561754.7176	-133359.129446518	0.00806487879608393
C00979	4480176	0	27856561754.7176	-133359.129446518	0
C00979	4480555	0	27856561754.7176	-133359.129446518	0
C00979	4480557	0	27856561754.7176	-133359.129446518	0
C00979	4481359	0	27856561754.7176	-133359.129446518	0
C00979	4481506	0	27856561754.7176	-133359.129446518	0
C00979	4483570	638204.127210394	27856561754.7176	-133359.129446518	2.29103696583198e-05
C00979	4483585	0	27856561754.7176	-133359.129446518	0
C00979	449353	0	27856561754.7176	-133359.129446518	0
C00078	4402042	6.15786638797831e-08	6333727393.0615	-36718.8970692429	9.72234200468457e-18
C00078	4402077	-1.18116690058115e-09	6333727393.0615	-36718.8970692429	-1.8648843363153e-19
C00078	4403349	9.8279085129157e-12	6333727393.0615	-36718.8970692429	1.5516784829865e-21
C00078	4405128	-1.10648047675497e-08	6333727393.0615	-36718.8970692429	-1.74696574084811e-18
C00078	4407190	6.51843133209089e-08	6333727393.0615	-36718.8970692429	1.02916196539051e-17
C00078	4407703	2.83027858730443e-08	6333727393.0615	-36718.8970692429	4.46858289228703e-18
C00078	440840	0	6333727393.0615	-36718.8970692429	0
C00078	4409730	15956461.690127	6333727393.0615	-36718.8970692429	0.00251928456971593
C00078	4410988	0	6333727393.0615	-36718.8970692429	0
C00078	441494	-8.2077238262777e-10	6333727393.0615	-36718.8970692429	-1.29587576428836e-19
C00078	4416396	-3.45874209190952e-09	6333727393.0615	-36718.8970692429	-5.46083195133804e-19
C00078	4416434	0	6333727393.0615	-36718.8970692429	0
C00078	4416927	1.42709184828295e-09	6333727393.0615	-36718.8970692429	2.25316272665336e-19
C00078	4417539	0	6333727393.0615	-36718.8970692429	0
C00078	4418586	-1.58479285424742e-09	6333727393.0615	-36718.8970692429	-2.50214882311408e-19
C00078	4420206	0	6333727393.0615	-36718.8970692429	0
C00078	4420272	0	6333727393.0615	-36718.8970692429	0
C00078	4421933	-1.2861494146382e-09	6333727393.0615	-36718.8970692429	-2.03063588756149e-19
C00078	4424239	-1950552.58987828	6333727393.0615	-36718.8970692429	-0.000307962826441674
C00078	4424327	0	6333727393.0615	-36718.8970692429	0
C00078	4425571	0	6333727393.0615	-36718.8970692429	0
C00078	4426877	0	6333727393.0615	-36718.8970692429	0
C00078	4428313	2984161.25502887	6333727393.0615	-36718.8970692429	0.00047115404087299
C00078	4430498	-4.23281770692103e-10	6333727393.0615	-36718.8970692429	-6.68298056458511e-20
C00078	4432234	0	6333727393.0615	-36718.8970692429	0
C00078	4432238	0	6333727393.0615	-36718.8970692429	0
C00078	4432841	5529363748.90457	6333727393.0615	-36718.8970692429	0.873003115821167
C00078	4433947	-3.21537353659549e-10	6333727393.0615	-36718.8970692429	-5.07658971890372e-20
C00078	4435934	5.8086915921712e-11	6333727393.0615	-36718.8970692429	9.17104768123511e-21
C00078	443620	0	6333727393.0615	-36718.8970692429	0
C00078	4437875	1.42709184828295e-09	6333727393.0615	-36718.8970692429	2.25316272665336e-19
C00078	4439360	-1.12538073780842e-09	6333727393.0615	-36718.8970692429	-1.7768064016163e-19
C00078	4440360	-4.34740089461207e-09	6333727393.0615	-36718.8970692429	-6.86389013106971e-19
C00078	4440624	-2.39789605971194e-10	6333727393.0615	-36718.8970692429	-3.78591611369128e-20
C00078	4440970	3.82106810633365e-09	6333727393.0615	-36718.8970692429	6.03289006489224e-19
C00078	4442899	-1950552.58987827	6333727393.0615	-36718.8970692429	-0.000307962826441673
C00078	4443094	2.22492486988462e-08	6333727393.0615	-36718.8970692429	3.51282070068565e-18
C00078	4444771	134301072.037665	6333727393.0615	-36718.8970692429	0.0212041131079923
C00078	4446898	-1.34523048315514e-10	6333727393.0615	-36718.8970692429	-2.12391598133639e-20
C00078	4447176	1.15151274888322e-09	6333727393.0615	-36718.8970692429	1.81806490463212e-19
C00078	4448052	1.57226653154744e-08	6333727393.0615	-36718.8970692429	2.48237164938584e-18
C00078	4449236	-2.69046096631028e-10	6333727393.0615	-36718.8970692429	-4.24783196267278e-20
C00078	4449518	-2.74535864070639e-07	6333727393.0615	-36718.8970692429	-4.33450710826911e-17
C00078	4449524	7.00837813538361e-09	6333727393.0615	-36718.8970692429	1.10651717392529e-18
C00078	4449526	0	6333727393.0615	-36718.8970692429	0
C00078	4449633	-3.21537353659547e-10	6333727393.0615	-36718.8970692429	-5.0765897189037e-20
C00078	4449851	0	6333727393.0615	-36718.8970692429	0
C00078	4449984	-4.00620772392668e-09	6333727393.0615	-36718.8970692429	-6.3251975895196e-19
C00078	4451901	-2.42800468116769e-10	6333727393.0615	-36718.8970692429	-3.83345308455733e-20
C00078	4452613	0	6333727393.0615	-36718.8970692429	0
C00078	4453627	-1.47645862572644e-10	6333727393.0615	-36718.8970692429	-2.33110542039412e-20
C00078	4453723	8.88999655020895e-10	6333727393.0615	-36718.8970692429	1.4035963341188e-19
C00078	4454025	-3.87208233664927e-10	6333727393.0615	-36718.8970692429	-6.11343383817099e-20
C00078	4455677	8.37405975764077e-08	6333727393.0615	-36718.8970692429	1.32213769838191e-17
C00078	4456605	-3.21537353659548e-10	6333727393.0615	-36718.8970692429	-5.07658971890371e-20
C00078	4459184	3.37563093494771e-09	6333727393.0615	-36718.8970692429	5.32961197326816e-19
C00078	4460560	0	6333727393.0615	-36718.8970692429	0
C00078	4460604	1.71053895536497e-09	6333727393.0615	-36718.8970692429	2.70068294577824e-19
C00078	446135	0	6333727393.0615	-36718.8970692429	0
C00078	4462541	4.12158623369392e-09	6333727393.0615	-36718.8970692429	6.50736284957425e-19
C00078	4463108	5614234.78912496	6333727393.0615	-36718.8970692429	0.000886402972643766
C00078	4464113	-1.86341690102457e-08	6333727393.0615	-36718.8970692429	-2.94205415766064e-18
C00078	4464787	2.99222888550459e-09	6333727393.0615	-36718.8970692429	4.72427798010778e-19
C00078	4467447	0	6333727393.0615	-36718.8970692429	0
C00078	4471135	-8.88187290328787e-09	6333727393.0615	-36718.8970692429	-1.4023137328294e-18
C00078	4471525	-2.85463816632372e-10	6333727393.0615	-36718.8970692429	-4.5070429924896e-20
C00078	4475886	0	6333727393.0615	-36718.8970692429	0
C00078	4476330	6.3720636657121e-09	6333727393.0615	-36718.8970692429	1.00605271908175e-18
C00078	4476780	9.77108559100776e-08	6333727393.0615	-36718.8970692429	1.54270700089048e-17
C00078	4480176	2.82984684103451e-08	6333727393.0615	-36718.8970692429	4.4679012300633e-18
C00078	4480555	649408819.564741	6333727393.0615	-36718.8970692429	0.102531855140491
C00078	4480557	-1.09260210652546e-09	6333727393.0615	-36718.8970692429	-1.7250538880508e-19
C00078	4481359	-7.38229312863222e-10	6333727393.0615	-36718.8970692429	-1.16555271019707e-19
C00078	4481506	6.24770937822785e-09	6333727393.0615	-36718.8970692429	9.86419053190088e-19
C00078	4483570	-7.38229312863219e-11	6333727393.0615	-36718.8970692429	-1.16555271019706e-20
C00078	4483585	0	6333727393.0615	-36718.8970692429	0
C00078	449353	-2.16600286578292e-09	6333727393.0615	-36718.8970692429	-3.41979174562477e-19
C00079	4402042	1.99604844597853e-05	2737400689123.7	-577675.966365826	7.29176570280441e-18
C00079	4402077	6.19887998978785e-07	2737400689123.7	-577675.966365826	2.26451319838465e-19
C00079	4403349	-2.78462084318649e-08	2737400689123.7	-577675.966365826	-1.0172499971416e-20
C00079	4405128	-4.80062022989461e-06	2737400689123.7	-577675.966365826	-1.75371484670422e-18
C00079	4407190	4.89948666428253e-06	2737400689123.7	-577675.966365826	1.78983174942173e-18
C00079	4407703	-1.09443448958597e-05	2737400689123.7	-577675.966365826	-3.99807925063511e-18
C00079	440840	-1.6707725059119e-07	2737400689123.7	-577675.966365826	-6.10349998284959e-20
C00079	4409730	0	2737400689123.7	-577675.966365826	0
C00079	4410988	1.90006991955707e-07	2737400689123.7	-577675.966365826	6.94114649384896e-20
C00079	441494	-6.95576802906344e-07	2737400689123.7	-577675.966365826	-2.54101201066407e-19
C00079	4416396	-1.47824530814856e-06	2737400689123.7	-577675.966365826	-5.40017876820866e-19
C00079	4416434	-5.56924168637296e-08	2737400689123.7	-577675.966365826	-2.03449999428319e-20
C00079	4416927	6.2509366999127e-07	2737400689123.7	-577675.966365826	2.28353003809382e-19
C00079	4417539	3.37505135461049e-06	2737400689123.7	-577675.966365826	1.23294020054145e-18
C00079	4418586	-3.95424422702343e-07	2737400689123.7	-577675.966365826	-1.44452518140092e-19
C00079	4420206	-2.7846208431865e-07	2737400689123.7	-577675.966365826	-1.0172499971416e-19
C00079	4420272	3.12546834995635e-07	2737400689123.7	-577675.966365826	1.14176501904691e-19
C00079	4421933	0	2737400689123.7	-577675.966365826	0
C00079	4424239	-544799900.935055	2737400689123.7	-577675.966365826	-0.000199020882510794
C00079	4424327	3.01309195984554e-07	2737400689123.7	-577675.966365826	1.10071279364297e-19
C00079	4425571	1.16962338383694e-07	2737400689123.7	-577675.966365826	4.27275184259328e-20
C00079	4426877	-5.56924168637296e-08	2737400689123.7	-577675.966365826	-2.03449999428319e-20
C00079	4428313	1818976718.42252	2737400689123.7	-577675.966365826	0.000664490487508721
C00079	4430498	-5.01562270568008e-08	2737400689123.7	-577675.966365826	-1.8322574132491e-20
C00079	4432234	4.43473592444563e-07	2737400689123.7	-577675.966365826	1.62005363046258e-19
C00079	4432238	-8.84798812725249e-07	2737400689123.7	-577675.966365826	-3.23225904136267e-19
C00079	4432841	2671674153534.25	2737400689123.7	-577675.966365826	0.97598943558004
C00079	4433947	-1.11384833727459e-07	2737400689123.7	-577675.966365826	-4.06899998856638e-20
C00079	4435934	-2.13225937265363e-07	2737400689123.7	-577675.966365826	-7.78935791579789e-20
C00079	443620	-4.47935596169554e-07	2737400689123.7	-577675.966365826	-1.63635377878475e-19
C00079	4437875	6.2509366999127e-07	2737400689123.7	-577675.966365826	2.28353003809382e-19
C00079	4439360	-9.46771086683404e-07	2737400689123.7	-577675.966365826	-3.45864999028142e-19
C00079	4440360	-2.14837216388274e-08	2737400689123.7	-577675.966365826	-7.84821956251674e-21
C00079	4440624	-3.11100815269945e-07	2737400689123.7	-577675.966365826	-1.13648256357214e-19
C00079	4440970	4.9329930070693e-07	2737400689123.7	-577675.966365826	1.8020719533933e-19
C00079	4442899	-4.2967443277655e-08	2737400689123.7	-577675.966365826	-1.56964391250335e-20
C00079	4443094	-1.15997223503919e-05	2737400689123.7	-577675.966365826	-4.23749522548165e-18
C00079	4444771	64452358771.9605	2737400689123.7	-577675.966365826	0.0235450948149622
C00079	4446898	-5.569241686373e-08	2737400689123.7	-577675.966365826	-2.0344999942832e-20
C00079	4447176	2.90278131220004e-07	2737400689123.7	-577675.966365826	1.06041520473544e-19
C00079	4448052	8.66455019633636e-06	2737400689123.7	-577675.966365826	3.16524732048272e-18
C00079	4449236	0	2737400689123.7	-577675.966365826	0
C00079	4449518	3.5537711297364e-05	2737400689123.7	-577675.966365826	1.2982283316638e-17
C00079	4449524	-4.27530192097599e-06	2737400689123.7	-577675.966365826	-1.56181078567077e-18
C00079	4449526	2.44873111833327e-07	2737400689123.7	-577675.966365826	8.9454610282763e-20
C00079	4449633	-5.569241686373e-08	2737400689123.7	-577675.966365826	-2.0344999942832e-20
C00079	4449851	-5.569241686373e-08	2737400689123.7	-577675.966365826	-2.0344999942832e-20
C00079	4449984	6.13525512185745e-07	2737400689123.7	-577675.966365826	2.24127039429565e-19
C00079	4451901	7.32099129692351e-08	2737400689123.7	-577675.966365826	2.67443174322686e-20
C00079	4452613	3.50349922110107e-08	2737400689123.7	-577675.966365826	1.27986349788734e-20
C00079	4453627	-2.46649650353463e-08	2737400689123.7	-577675.966365826	-9.01035976696641e-21
C00079	4453723	4.02324002536351e-07	2737400689123.7	-577675.966365826	1.46973004038055e-19
C00079	4454025	-1.67077250591189e-07	2737400689123.7	-577675.966365826	-6.10349998284958e-20
C00079	4455677	-2.6956451837223e-05	2737400689123.7	-577675.966365826	-9.84746293968835e-18
C00079	4456605	-5.56924168637298e-08	2737400689123.7	-577675.966365826	-2.0344999942832e-20
C00079	4459184	-2.33139694630585e-07	2737400689123.7	-577675.966365826	-8.51682749832352e-20
C00079	4460560	9.86598601413849e-08	2737400689123.7	-577675.966365826	3.60414390678655e-20
C00079	4460604	2.11353961443334e-05	2737400689123.7	-577675.966365826	7.72097275649451e-18
C00079	446135	-5.56924168637298e-08	2737400689123.7	-577675.966365826	-2.03449999428319e-20
C00079	4462541	-5.96561635060934e-06	2737400689123.7	-577675.966365826	-2.17929964521163e-18
C00079	4463108	0	2737400689123.7	-577675.966365826	0
C00079	4464113	4.97521678305939e-06	2737400689123.7	-577675.966365826	1.8174967233796e-18
C00079	4464787	-2.78094382159833e-06	2737400689123.7	-577675.966365826	-1.01590674417802e-18
C00079	4467447	2.06491616828578e-07	2737400689123.7	-577675.966365826	7.54334641797289e-20
C00079	4471135	-1.45849681018056e-06	2737400689123.7	-577675.966365826	-5.32803551915322e-19
C00079	4471525	-3.58199743478145e-08	2737400689123.7	-577675.966365826	-1.3085396847504e-20
C00079	4475886	5.80556262440009e-07	2737400689123.7	-577675.966365826	2.12083040947088e-19
C00079	4476330	2.02260976259701e-06	2737400689123.7	-577675.966365826	7.38879686351101e-19
C00079	4476780	-4.81553075900895e-05	2737400689123.7	-577675.966365826	-1.75916181293521e-17
C00079	4480176	-1.52061781759621e-05	2737400689123.7	-577675.966365826	-5.55496980634936e-18
C00079	4480555	4.39143796237357e-06	2737400689123.7	-577675.966365826	1.60423644949814e-18
C00079	4480557	-2.28347172111153e-07	2737400689123.7	-577675.966365826	-8.34175183115964e-20
C00079	4481359	-1.39231042159324e-07	2737400689123.7	-577675.966365826	-5.08624998570797e-20
C00079	4481506	-2.55696776054366e-05	2737400689123.7	-577675.966365826	-9.34086036692785e-18
C00079	4483570	2.46649650353463e-08	2737400689123.7	-577675.966365826	9.01035976696641e-21
C00079	4483585	-1.08203590330941e-07	2737400689123.7	-577675.966365826	-3.95278596812142e-20
C00079	449353	0	2737400689123.7	-577675.966365826	0
C00186	4402042	0	4622699517820.02	-159803.945750146	0
C00186	4402077	0	4622699517820.02	-159803.945750146	0
C00186	4403349	0	4622699517820.02	-159803.945750146	0
C00186	4405128	0	4622699517820.02	-159803.945750146	0
C00186	4407190	0	4622699517820.02	-159803.945750146	0
C00186	4407703	0	4622699517820.02	-159803.945750146	0
C00186	440840	0	4622699517820.02	-159803.945750146	0
C00186	4409730	0	4622699517820.02	-159803.945750146	0
C00186	4410988	0	4622699517820.02	-159803.945750146	0
C00186	441494	0	4622699517820.02	-159803.945750146	0
C00186	4416396	0	4622699517820.02	-159803.945750146	0
C00186	4416434	0	4622699517820.02	-159803.945750146	0
C00186	4416927	0	4622699517820.02	-159803.945750146	0
C00186	4417539	0	4622699517820.02	-159803.945750146	0
C00186	4418586	0	4622699517820.02	-159803.945750146	0
C00186	4420206	0	4622699517820.02	-159803.945750146	0
C00186	4420272	0	4622699517820.02	-159803.945750146	0
C00186	4421933	0	4622699517820.02	-159803.945750146	0
C00186	4424239	0	4622699517820.02	-159803.945750146	0
C00186	4424327	0	4622699517820.02	-159803.945750146	0
C00186	4425571	3720008194066.61	4622699517820.02	-159803.945750146	0.804726368159204
C00186	4426877	0	4622699517820.02	-159803.945750146	0
C00186	4428313	0	4622699517820.02	-159803.945750146	0
C00186	4430498	0	4622699517820.02	-159803.945750146	0
C00186	4432234	0	4622699517820.02	-159803.945750146	0
C00186	4432238	0	4622699517820.02	-159803.945750146	0
C00186	4432841	0	4622699517820.02	-159803.945750146	0
C00186	4433947	0	4622699517820.02	-159803.945750146	0
C00186	4435934	0	4622699517820.02	-159803.945750146	0
C00186	443620	0	4622699517820.02	-159803.945750146	0
C00186	4437875	0	4622699517820.02	-159803.945750146	0
C00186	4439360	0	4622699517820.02	-159803.945750146	0
C00186	4440360	0	4622699517820.02	-159803.945750146	0
C00186	4440624	0	4622699517820.02	-159803.945750146	0
C00186	4440970	0	4622699517820.02	-159803.945750146	0
C00186	4442899	0	4622699517820.02	-159803.945750146	0
C00186	4443094	0	4622699517820.02	-159803.945750146	0
C00186	4444771	0	4622699517820.02	-159803.945750146	0
C00186	4446898	0	4622699517820.02	-159803.945750146	0
C00186	4447176	0	4622699517820.02	-159803.945750146	0
C00186	4448052	0	4622699517820.02	-159803.945750146	0
C00186	4449236	0	4622699517820.02	-159803.945750146	0
C00186	4449518	0	4622699517820.02	-159803.945750146	0
C00186	4449524	0	4622699517820.02	-159803.945750146	0
C00186	4449526	0	4622699517820.02	-159803.945750146	0
C00186	4449633	0	4622699517820.02	-159803.945750146	0
C00186	4449851	0	4622699517820.02	-159803.945750146	0
C00186	4449984	0	4622699517820.02	-159803.945750146	0
C00186	4451901	0	4622699517820.02	-159803.945750146	0
C00186	4452613	902691323753.412	4622699517820.02	-159803.945750146	0.195273631840796
C00186	4453627	0	4622699517820.02	-159803.945750146	0
C00186	4453723	0	4622699517820.02	-159803.945750146	0
C00186	4454025	0	4622699517820.02	-159803.945750146	0
C00186	4455677	0	4622699517820.02	-159803.945750146	0
C00186	4456605	0	4622699517820.02	-159803.945750146	0
C00186	4459184	0	4622699517820.02	-159803.945750146	0
C00186	4460560	0	4622699517820.02	-159803.945750146	0
C00186	4460604	0	4622699517820.02	-159803.945750146	0
C00186	446135	0	4622699517820.02	-159803.945750146	0
C00186	4462541	0	4622699517820.02	-159803.945750146	0
C00186	4463108	0	4622699517820.02	-159803.945750146	0
C00186	4464113	0	4622699517820.02	-159803.945750146	0
C00186	4464787	0	4622699517820.02	-159803.945750146	0
C00186	4467447	0	4622699517820.02	-159803.945750146	0
C00186	4471135	0	4622699517820.02	-159803.945750146	0
C00186	4471525	0	4622699517820.02	-159803.945750146	0
C00186	4475886	0	4622699517820.02	-159803.945750146	0
C00186	4476330	0	4622699517820.02	-159803.945750146	0
C00186	4476780	0	4622699517820.02	-159803.945750146	0
C00186	4480176	0	4622699517820.02	-159803.945750146	0
C00186	4480555	0	4622699517820.02	-159803.945750146	0
C00186	4480557	0	4622699517820.02	-159803.945750146	0
C00186	4481359	0	4622699517820.02	-159803.945750146	0
C00186	4481506	0	4622699517820.02	-159803.945750146	0
C00186	4483570	0	4622699517820.02	-159803.945750146	0
C00186	4483585	0	4622699517820.02	-159803.945750146	0
C00186	449353	0	4622699517820.02	-159803.945750146	0
C00082	4402042	0	197535472145.824	-155180.683635898	0
C00082	4402077	-4.47321683823361e-08	197535472145.824	-155180.683635898	-2.26451319838465e-19
C00082	4403349	-2.00942958475704e-09	197535472145.824	-155180.683635898	-1.0172499971416e-20
C00082	4405128	2.36975548922846e-07	197535472145.824	-155180.683635898	1.1996607310504e-18
C00082	4407190	-3.53555259683608e-07	197535472145.824	-155180.683635898	-1.78983174942173e-18
C00082	4407703	-7.89762472450628e-07	197535472145.824	-155180.683635898	-3.99807925063511e-18
C00082	440840	1.20565775085422e-08	197535472145.824	-155180.683635898	6.10349998284959e-20
C00082	4409730	-6.1058038421104e-08	197535472145.824	-155180.683635898	-3.09099108923738e-19
C00082	4410988	-1.37112264989578e-08	197535472145.824	-155180.683635898	-6.94114649384896e-20
C00082	441494	0	197535472145.824	-155180.683635898	0
C00082	4416396	0	197535472145.824	-155180.683635898	0
C00082	4416434	4.01885916951406e-09	197535472145.824	-155180.683635898	2.03449999428319e-20
C00082	4416927	-2.25539092117017e-08	197535472145.824	-155180.683635898	-1.14176501904691e-19
C00082	4417539	2.43549424641523e-07	197535472145.824	-155180.683635898	1.23294020054145e-18
C00082	4418586	0	197535472145.824	-155180.683635898	0
C00082	4420206	2.00942958475704e-08	197535472145.824	-155180.683635898	1.0172499971416e-19
C00082	4420272	4.51078184234035e-08	197535472145.824	-155180.683635898	2.28353003809382e-19
C00082	4421933	0	197535472145.824	-155180.683635898	0
C00082	4424239	-39313683.9936483	197535472145.824	-155180.683635898	-0.000199020882510794
C00082	4424327	-2.17429821389213e-08	197535472145.824	-155180.683635898	-1.10071279364297e-19
C00082	4425571	-1.68804010517721e-08	197535472145.824	-155180.683635898	-8.54550368518656e-20
C00082	4426877	0	197535472145.824	-155180.683635898	0
C00082	4428313	131260442.186444	197535472145.824	-155180.683635898	0.000664490487508721
C00082	4430498	-3.61935833218846e-09	197535472145.824	-155180.683635898	-1.83225741324909e-20
C00082	4432234	0	197535472145.824	-155180.683635898	0
C00082	4432238	-9.04899210037766e-08	197535472145.824	-155180.683635898	-4.58094538772132e-19
C00082	4432841	192792533966.639	197535472145.824	-155180.683635898	0.97598943558004
C00082	4433947	-1.60754366780562e-08	197535472145.824	-155180.683635898	-8.13799997713276e-20
C00082	4435934	1.53867449360995e-08	197535472145.824	-155180.683635898	7.78935791579789e-20
C00082	443620	3.23237916289848e-08	197535472145.824	-155180.683635898	1.63635377878475e-19
C00082	4437875	-2.25539092117017e-08	197535472145.824	-155180.683635898	-1.14176501904691e-19
C00082	4439360	-7.2339465051253e-08	197535472145.824	-155180.683635898	-3.66209998970974e-19
C00082	4440360	0	197535472145.824	-155180.683635898	0
C00082	4440624	0	197535472145.824	-155180.683635898	0
C00082	4440970	5.15117572187418e-08	197535472145.824	-155180.683635898	2.60772187694547e-19
C00082	4442899	0	197535472145.824	-155180.683635898	0
C00082	4443094	-8.37055620081193e-07	197535472145.824	-155180.683635898	-4.23749522548165e-18
C00082	4444771	4650991420.99175	197535472145.824	-155180.683635898	0.0235450948149622
C00082	4446898	-8.03771833902817e-09	197535472145.824	-155180.683635898	-4.06899998856641e-20
C00082	4447176	0	197535472145.824	-155180.683635898	0
C00082	4448052	-7.56070241386346e-09	197535472145.824	-155180.683635898	-3.82751630971982e-20
C00082	4449236	0	197535472145.824	-155180.683635898	0
C00082	4449518	2.56446146448294e-06	197535472145.824	-155180.683635898	1.2982283316638e-17
C00082	4449524	-2.3158228761895e-07	197535472145.824	-155180.683635898	-1.1723579826108e-18
C00082	4449526	3.59213861095877e-07	197535472145.824	-155180.683635898	1.81847775082492e-18
C00082	4449633	-8.03771833902817e-09	197535472145.824	-155180.683635898	-4.06899998856641e-20
C00082	4449851	-8.03771833902817e-09	197535472145.824	-155180.683635898	-4.0689999885664e-20
C00082	4449984	4.42730405543648e-08	197535472145.824	-155180.683635898	2.24127039429565e-19
C00082	4451901	2.64147568560049e-09	197535472145.824	-155180.683635898	1.33721587161343e-20
C00082	4452613	1.26409220168691e-09	197535472145.824	-155180.683635898	6.39931748943669e-21
C00082	4453627	0	197535472145.824	-155180.683635898	0
C00082	4453723	0	197535472145.824	-155180.683635898	0
C00082	4454025	-2.41131550170844e-08	197535472145.824	-155180.683635898	-1.22069999656992e-19
C00082	4455677	-1.94522324122984e-06	197535472145.824	-155180.683635898	-9.84746293968835e-18
C00082	4456605	0	197535472145.824	-155180.683635898	0
C00082	4459184	0	197535472145.824	-155180.683635898	0
C00082	4460560	7.11946268308576e-09	197535472145.824	-155180.683635898	3.60414390678655e-20
