N5old_1	C4_1	A17_1	A9_1	C1_1	A24_1	A11_1	N5old_2	C4_2	A17_2	A9_2	C1_2	A24_2	A3_2	A11_2	N5old_3	C4_3	A17_3	A9_3	C1_3	A24_3	A3_3	A11_3	N5old_4	C4_4	A17_4	A9_4	C1_4	A3_4	A11_4	A3_1	N5_1	GF_1	GF_2	GF_3	Chow_1	Chow_2	Chow_3	KEGG
NA	NA	NA	NA	-0.983988497093748	1.3348085423651	NA	NA	NA	NA	NA	NA	NA	0.855369220514358	NA	NA	NA	NA	NA	-1.71146859500183	NA	0.00615245168521028	NA	NA	NA	-3.10309666268235	NA	-3.19131351166693	NA	NA	0.0619793729137186	0.480513760953631	NA	NA	NA	NA	NA	NA	C00184
-1.00582861564379	-0.681408408523385	-0.761548028608939	-0.775958419097151	4.91069697449687	-0.870954250513687	-1.26261980083414	4.46393265819551	-0.60876053189568	-0.460692495038263	-0.409860894269322	-0.632171578050688	-1.09386806839894	-0.935937958208218	4.73272726345856	-0.866905086342975	-0.881631210058451	4.12403699529702	-0.931243302819276	4.83554019340412	0.034225063230533	0.815340801539225	-0.470618306109422	-1.05610838174641	-0.870346480775353	-0.0427422941014193	-0.493035281461143	0.528012564797574	-0.943460535665324	-1.24785141175083	-0.0740779810509373	0.269622789223583	4.72831329474391	4.81879646742676	-0.804171705511294	0.303336782005609	0.0221384282981774	0.405562552001921	C02457
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.1077170577104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.36432338726013	NA	NA	NA	NA	NA	NA	1.88004416193249	1.62462275153014	1.6858845320892	C00823
0.663893872721523	0.60468869186067	0.616677283895953	0.782099161254507	0.391671014666159	0.443872497963888	0.805300135392894	0.301123329075804	0.767380281475688	0.535790922196952	1.02325595909703	0.463693783886313	0.0884888407687292	0.544678703589824	0.330607059088994	0.367600649071601	0.0538004801631828	0.650109826737157	0.046037519812554	0.254869011241457	1.13636092518989	1.17774788949499	0.537502022219414	0.499346900266179	0.769497780335392	0.863351721064667	0.770176558640959	1.6072624435938	0.880599463961744	0.753174839955143	0.773626887971886	1.02222244239024	0.708422914364256	0.0561893001181915	0.929387346013772	3.4282182324561	2.9477726149299	3.24789785864354	C13859
2.33139936450106	2.04097451809116	2.0236620019374	1.94126755401525	2.47299320486711	2.01033591665035	2.29260302250275	1.63529699742324	2.45237431385146	2.43127831138059	2.09954177215781	2.74985252926216	1.94507280612723	2.09304436201584	2.45279782449905	1.93494706991797	2.15092323863591	2.21998927920194	1.75276824217869	2.71104458786928	2.08547439251129	0.399148668866104	2.60890536840907	2.70685241238396	2.35868706660663	1.2138695216053	1.89112688204164	1.23612570163181	2.34280111782715	2.43526187306423	0.566191802283644	0.370849881016863	1.93137465699671	2.40649171201404	2.58828260025067	NA	-1.87545504049402	-2.32480517440168	C00872
-1.28874848212859	-0.34367773119989	-0.632309842951422	0.341785640015086	0.524676712504565	-0.266099405467617	-1.02972381239105	-1.08775281045627	-1.09861396004101	-1.15386426991358	0.0254804019002819	-0.370490852851042	-0.227091048134284	-0.866865333245411	-1.2470713451994	-0.488685062561458	-1.57143886247419	-0.782085186115705	-0.218723394375299	-0.319299195073661	-0.380103371655839	-0.749257364764137	-0.565556116124075	0.797248888742629	-0.0562403990874927	-1.03054219887867	-0.198589984486247	-0.508980158761769	-0.383699500600851	-0.270168893875354	-0.412745751635228	-0.651851018186782	1.01936309366838	1.09623948315033	1.26621521647922	-0.220947605760077	-1.71229041767331	-1.66555482059815	C05984
0.142995138315946	-0.0830762858128686	0.423086341752317	0.231425410775635	0.991337408985704	0.54196792734556	-0.10987476233479	0.0133952913083242	0.0886918458475705	0.0641276683071794	0.00851921177971349	0.390508255432909	0.528074457395412	0.427367570539197	0.313980528354069	0.56049292181623	-0.409093040734998	0.146591263472803	-0.224829828443813	1.13191888342224	0.77900007842128	1.39636448304347	0.0471923242103607	0.234016466608921	0.77556815781757	0.411928695171824	0.220438618519236	0.656256597380214	0.865941708649974	-0.0418187771098424	0.395200302809613	0.597877571887128	1.24402352600992	1.27672204138827	1.23745032155048	1.14387410666272	1.02291761691468	1.23216211834911	C02502
-1.17634559435009	-1.14753520114955	-1.40870193479255	-1.80475781811498	-1.91070469610563	-1.49542709836171	-1.59041885344929	-1.27028389822097	-0.825182120590224	-1.35560063119074	-1.32956955449193	-0.892919833778755	-1.48764534606063	-2.55425167561498	-1.55572265015843	-1.25844259697553	-1.42533443867459	-1.24859737686934	-1.04288709324867	-1.22629423518019	-1.32129999817532	-3.539191260285	-1.68442019388233	-1.76803917514674	-0.627541164740595	-1.6800260389426	-0.74952632706178	-5.76997179482888	-1.84483937795379	-1.97851639446705	-2.0436770220417	-1.97558105621585	-4.75638481632846	-4.68051879203723	-3.68596678597007	-3.89615496710371	-3.74564651153175	-4.13129919184574	C00233
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1.64421709891847	-2.23641403202005	-2.15471201602318	C00482
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-2.2918096064661	-1.64244597674081	-1.2805515648298	C01744
