KO	127_baseline	233_baseline	257_baseline	372_baseline	392_baseline	393_baseline	407_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	457_baseline	499_baseline	500_baseline	510_baseline	512_baseline	518_baseline	520_baseline	526_baseline	1284_baseline	1289_baseline	1294_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1314_baseline	1318_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1352_baseline	1358_baseline
K01270	1156.42155137215	5394.18145732972	21.448873456048	1415.61246660691	233.627178421472	5161.68013980059	1671.15064626825	2315.89678386883	1288.53657096421	4.0848973414271	1748.28229726808	167.073919923848	21.2995318174867	4289.16176628188	256.847944876998	845.849764490311	143.15213622999	3538.93683293782	1.75852008039545	159.7400255385	150.422465538958	20.191915447052	4377.60693674702	4151.68139914808	5065.98200269014	1990.13815550712	728.070080018207	91.152575808021	274.721646907338	190.390579873018	351.625995554522	3766.19823213396	8.02699845410232	226.752508165574	958.09485936849	3184.46075458114	3209.3326072191	2170.22049276292	2047.02246076684	4214.60983608619
K01271	92.7894519187142	1026.88587458873	452.659053093095	47.3996544663424	540.708172103358	778.404280837142	392.409749808155	269.669847839744	108.159807576475	1579.53288920868	505.918138666811	554.330933586007	193.353687298153	116.166816825925	75.6917910657887	330.14743732922	877.199158760778	719.035211901231	325.923719956136	600.307225294286	563.662190523129	458.592470772065	437.247380900312	390.603920759338	118.174602972625	34.1809801526659	229.677278210473	284.599759933663	123.036818033617	28.8327985323348	1431.06803937901	815.207035797287	134.706304170945	881.336738219245	94.6256947223001	563.305305182396	417.332845244809	690.229991705987	1044.41901613487	723.123985417353
K01273	2.44947436952621	0	0	0.510857041264401	0	0	0	0	0	0	0	0	0	5.1378689789952	0	0.21794025516628	1.92026263182126	0.87176102066512	0	0	0.825148430418767	0	0	9.93277582448352	4.68775666135726	3.73202599942612	1.79051972849083	0.995590711100507	0	1.69708440826818	0	0	3.05829633373944	0	6.43004110539277	4.7381269506662	5.9312034035721	4.70326995299287	22.2247522790688	11.9488379469091
K01274	1.67495485326218	39.1091329092626	0	0.74563389427102	2.51237915879396	11.4216498808249	4.47380336562612	2.23690168281306	1.61952489711478	0	9.17180527854586	1.12191474744798	4.49967120816699	2.98253557708408	0	1.7418477534497	0	41.1118507017351	0	0.22561025556269	0	1.49126778854204	16.7953912297723	13.6449866769036	14.7368127626076	0.488749074490555	11.0085967139456	0	1.62816151131836	0	0.7008272990936	17.2307166623207	0	0.752034185208968	0	14.5450777867645	15.2061282033749	20.43759383778	124.887241352391	7.43428995232323
K01275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.51491331035029	0	0	0	0	0	0	0	0	0	0	0	0	0
K01276	0	0	0	0	2.46794317117872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01277	300.783505373456	1252.70178339444	0	450.912358530866	7.35215869721871	1001.53131038448	473.603439683117	347.409248310617	180.088824552436	0.0602144210150135	324.507235188555	0.8814047571726	7.81835582185495	1115.21216054379	56.7419008528964	253.810071990579	0.53421940595637	1059.60506960179	1.55708446776426	1.5802718740565	4.51185366466825	4.18909263807978	1407.72645892695	1532.82787983348	1513.34604037062	332.483943683749	255.59158639849	3.66997190975966	90.0318921722348	61.7742871554186	3.66300231065646	1171.55228910713	3.73687301780299	2.65523682351373	408.421160678606	981.955241039837	592.316572764011	575.65347879359	410.881227267084	1245.66834063897
K01278	873.620998654251	2998.28531030685	0	1062.44233403866	7.68680159256304	2220.56832925938	1026.94332541843	845.374645115914	371.678586506597	3.41788917062295	638.419788879997	0.972116311532258	4.53498476702742	3419.34646890949	153.249447865253	445.990624767047	2.90493872692433	2047.29663474991	2.23870719947526	0	11.1334650516799	9.01313739847891	3488.05302760496	3212.11199361079	3633.4388288986	684.945958531298	559.899137046824	4.02104013361982	167.893194930765	129.371279754156	4.90740213279382	2583.33503451818	5.28593417056338	2.27616147297898	642.064802633223	2085.32355743153	1208.96325978531	1280.50224162653	773.997098631847	2467.33265255511
K01279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19199976295027	0	0	0	0	0	0	0	0	1.2351364471639	0	0	0	0	0	0	0	0	0	0
K01280	0.550153736746278	0.836391241783722	0	0.230875421087519	0	3.22352301877751	0	0.461750842175038	0	0	1.15874354366147	0	0	0.64907104197938	0	0	0	1.73811531549221	0	0	0	0.570119353844728	9.62769039305986	2.75076868373139	5.77661423583591	0.12890885507891	0.495597161620192	0	0	0	0.571073091777876	0	0	0	0.230875421087519	2.58815216430732	1.1152100914706	2.80980187237649	0.325090844440982	1.71633770485062
K01281	5.75471641700122	8.99010846779255	446.821931839849	0.965121367634517	419.272281278737	35.8536585103103	0	222.125066105198	58.6559766913992	1563.25995139736	1.99843270327455	578.570173386767	154.253217071722	6.29707849693585	26.2459487763646	163.355692169354	822.565574961161	18.226247067257	337.43863802548	614.606447986773	597.481939821231	399.619091145474	18.1408672739217	28.9721968876856	1.39748530580152	4.500935990458	162.929297232207	285.69128723994	60.3268298199464	6.67381946105192	1267.57977312406	188.87506655929	143.957499320518	769.997769003046	44.8917969535578	16.6921902094703	30.5575350586536	217.303372968342	543.908573986673	124.732029984087
K01282	0	0	0.836391241783722	0	0	0	0	0	0	0	0	0	1.39365310609493	0	0	0	0	0	0	0	0	0	0	0.192131540738694	0.776151840488886	0	0	0	0.192342442539725	0	0	0.853709939847452	0	0	0.278707773122451	0.242536809007534	0	0	2.09047965914239	0.467435281846245
K01283	1.11607621117	0	0	0.263891513785677	0.48951892386347	0	0	0	1.05556605514271	0	0	0	0	0	0.253574655264337	0	0	1.05556605514271	0	1.40742140685694	5.27947575723601	0	0.575448161424267	0	0	0	4.09163008258615	0.596623768132779	0	0	0	0.3872352821076	0	0	0	0	0.575448161424267	0	0	0
K01284	961.821745655755	2028.90110984535	0	811.040362957419	7.97388972038914	2416.27134778504	1131.62263009202	487.552955646758	205.943138484772	3.03119840897059	754.469694095938	1.0070218184256	13.51282079794	3504.16051762097	129.567042389822	470.143724514428	0.516884852960736	1830.87396010114	1.5131556228724	0.988569620049023	3.54867109639401	5.00788967029882	3716.5630141327	4066.5533766733	4007.10709399262	382.297477297664	572.443098315708	10.1546445425853	164.149744275577	125.656903625685	3.57400798451217	1505.53456735241	9.57302329187953	10.9460337811047	793.609294023385	1552.09742783054	936.549685252916	1366.90107875219	1270.6246351765	2101.70284318165
K01285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.481456816249	0	0	0	0	0	2.20426926947755	0	0	0	0	0	0	0	0	1.40112590494701	1.4035300759097	0	0	0
K01286	98.2965983718752	41.5450261548826	0	35.2154380361699	47.0333818028066	194.70072262652	36.7542216814469	147.614796295517	71.5194119695488	0	70.9881815277694	9.09643542688202	0.38023283577654	161.676396045015	32.3788772685033	138.427645427878	3.15821871016899	38.3317175359552	0.919810840701786	5.7720835580039	2.47375009628739	0.412291682714564	22.1658260433953	43.4895044733387	83.8286561701062	108.174458660014	28.3512306585159	1.27503057662113	10.5258229874118	4.04869617720312	5.35979187528934	20.1215830009955	0.828482104745578	5.55692328399808	2.40767522529657	74.1726727766978	68.2887302721206	51.7218694876136	25.7871245038722	38.4304256943671
K01288	0	0	1.49764072780931	0	0	8.35570100312123	0	0	0.491511823713014	0	2.37564048127957	0	0	0	0	0	0.245755911856507	0	0	0	0	0	0	0	0	0	0.56615174524617	0.640672633103068	0	0	0.245755911856507	0	0	0	0	1.98921310951754	5.42454949322083	1.37610443837976	0.998427151872873	1.39261683385354
K01289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.539577838924899	0	0	0	0	0	0	0	0	0	0	0	0	0
K01290	1.63378988488289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45068482732434	0	0	0	0	0	0	0	0	0	0	0	0	0
K01292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.45096560363412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01293	0	0	0.805627425993976	0	0	0	0	0	0	0	0	0	1.17402991727765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.93519619496546	0	0
K01295	1.88412865756656	6.10601853207421	0.924664723766175	8.51541946352707	0	20.9634705723788	10.3627076166161	6.10337421520231	0.942064328783279	0	3.76825731513312	0	3.67643531885765	67.1220834258087	0	0	3.67279169041539	60.2771516341427	0.905550207512603	0	1.66089066496388	2.7894992084406	21.0239388360294	40.8780233885411	5.51207335696377	3.77083730882654	0	8.47843123722715	3.76825731513312	3.27557898081385	1.73166279425943	3.90820165382918	1.8064326304504	0	19.3797127948595	15.3807702746017	2.43424887201949	0	35.23008353494	2.80137842187652
K01296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58215769890464	0	0	0	0	0	0
K01297	0	22.3247707673955	0	0	0	7.26535106850588	4.37326015617756	0	0	0	0	0	1.06843881191274	0	0	0	1.15278924443217	2.15503976055843	0	0	2.30557848886434	5.60178015107864	6.73961815200231	7.90737868532322	5.69476854246809	2.30557848886434	2.30557848886434	15.8673864291617	0	10.2535307999564	0	0	0	2.30557848886434	14.5420312850804	0	13.3962250179208	11.4058147120973	633.892440634647	6.71054300274726
K01298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.62314300336402	0	0	0	0	1.67278248356744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.836391241783722	0	0	1.62368642693019
K01299	885.405986054674	1176.94217558665	3.49636225765371	333.776849488659	670.620582460371	813.344800503968	473.376959686263	473.838605733699	120.693057328642	1.40883732376525	709.941557295896	1.41318840188992	1.34864824988565	1761.80232193387	418.560783882947	1170.44032431428	0.696715567211488	681.039057179955	0.640672633103068	0	0	1.40778470027486	489.256524406741	823.313234904423	708.899022431675	23.8471412452769	177.915135606102	1.40778470027486	78.9757835246236	24.6748160306961	3.45718898116038	592.685090868624	0.708351257601008	0	33.3990524567463	939.108804935805	359.23722854843	563.267727025238	439.574575564078	477.231221962151
K01300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.65461944881735	0	0
K01301	0	0	4.55535246571408	0	0	0	0	0	0	0	0	0	0.911854546923489	0	0	0	0	0	0	0.426284539444225	0	0	0	0	0	0	0	0.946517461402103	0	0	0	0	0	0	0	0	1.24716667054553	0	1.82566922829866	0
K01303	28.7084406793137	61.9218624809384	0	12.6906283456915	0	129.743321403384	6.09052438581388	81.0215182264889	55.0191827767272	0	53.7537556868449	0.895332949075611	0	59.5881807202816	0	4.69485567384734	0	74.9508983567235	0.136467262580755	0	1.57622757259691	0.265490856293469	46.4519257443447	39.8209185284813	3.48694281309078	98.2563652350702	0.401958118874224	0	3.01205209241797	0.61947866468476	0	34.6514237605676	0	0.957508006304315	5.30981712586938	37.0455795376437	83.699997251788	24.9820491387463	113.51630469805	30.7836742291802
K01304	3656.64737567684	6816.62113733067	544.871499916272	146.183781951634	7208.53361017267	6127.80560289775	915.115756073483	1967.32097578496	2465.14938429585	1906.48351158791	4753.23540704883	591.761714507769	231.087070675262	9953.97638744517	1889.97013814916	5840.15711451042	805.217464715437	6793.06379069862	489.451238728036	564.765401579131	628.323701342117	602.104841379627	4500.29308401066	5803.09178542491	732.808396361683	125.444729291621	865.109493047505	352.901227640066	1421.54220778998	794.573026713647	1691.63515783096	1634.13881742618	146.699133617042	828.479779038224	4289.35955504058	1922.03882655732	5647.14457125032	3766.72275803942	244.082933551123	3908.99266560157
K01305	44.7608297935833	18.0782552890764	1.79716887337117	22.4348809857789	6.33185263904693	270.214450041809	52.1330347795658	37.4484763428688	32.2110263905956	0	7.19128633551953	0	0.939538687151152	30.5682195079794	53.4833866684905	51.306612168557	0	89.0961831225273	1.83293679022278	0	5.3915066201135	2.69575331005675	40.9003725599883	45.9801956442505	74.5453667187217	3.58747832356153	61.6645605885471	41.2091624902741	0.917402958919844	12.5630250491019	0.898584436685584	66.8667504731877	1.79716887337117	1.79716887337117	18.7926968788046	105.877005862561	74.4975465282683	67.8156609006719	721.954628421619	53.7424223012984
K01306	0	0	0	0.626551248816888	0.674085339065607	0	0	0	0	0	0	0	0	0	0.691901145720392	0	0	0	0.172975286430098	0	0.328750403665458	0.656921521642573	0	0	0.109378255401804	0.691901145720392	0.501110052635509	1.3520164318953	0	0.651996149409077	0.49250996803814	1.0330164428091	0	1.32944945489565	0.656269532410822	0	0.657500807330917	0	0	0.345950572860196
K01307	0	0	0	0	0	0	0	2.1802106947302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.939538687151152	1.63760715096906	0	0	0	0	0	0	0	0	0	0	0	0
K01308	0.736428537551625	0.668793760128587	0	2.67517504051435	0	10.0544806068609	0	0	0	0	2.39339274704278	0	0	1.65696420949116	0	0	0	2.16006154867063	0	0	0	0	1.5649106422972	1.91752499357908	1.5649106422972	0	1.86458973617535	0	0	1.33758752025717	0	2.99455172974833	0	0	0.736428537551625	6.84114855301318	0.828482104745578	1.49727586487416	0.796472568880404	1.83167274493846
K01310	0	0	0	0	0	0	2.40594223046088	0	0	0	0	0	0	0	0	0	0	0	0	1.45414078965717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.61528306199537	0	0	0	0	1.30764153099768	0
K01312	1.41881753160882	0	0	2.77033937001881	0	0	0	0	0	1.41881753160882	2.79672196652459	0	1.43626200945647	0	3.55745679421126	0	0	2.68542475331325	0	5.26990697812065	3.20875427313416	4.10673690022536	0	0	0	0	7.49422021320574	0.993753678471085	0	8.29766783630986	0	0	0	0	0	0	0	0	0	2.75667731261599
K01313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12662118994055	0	1.12504309995158	0	0	0	0	0	0	0	0	0	0
K01314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.734691677793249	0	0	0	0
K01315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.865303531623157	0	0	0	0	0	0	0	0.599947593987886	0	0	0	0.446860362389955	0	0	0.576869021082105	0	0	0.69000174892591
K01316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.722294834478167	0	0	0	0	0	0.639368002102803	0	0	0	0	0	0
K01317	0	0.275509379172468	0	0.658187763844841	0	0.301850069170868	0	0	0.0532514709477859	0	0	0.832417886715866	1.6512214622004	0	0.832417886715866	0.832417886715866	0	1.8377261504991	0	0	0	0	0.452775103756302	1.05647524209804	0	0	0	0	0	1.6512214622004	0.0532514709477859	0	0	0	0	0	1.65974242664617	0.0599079048162591	0	0.832417886715866
K01318	0	0	0	0	0.490823431803051	0.109071873734011	0	0	0	1.8651290408516	0	0	0.526198093554623	0	3.78933221530807	0	0.521499896290743	0	0	0	0	0	0	0	0	0	0	12.2624991743433	0	0	0	0	0	0	0	0	0	4.14060677354295	0	0
K01319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.37430560904855	0	0	0	0	0	0	0	0	0	0	0	0
K01320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5249660280748	0	0	0	0	0	0	0	0	0	0	0	0	0
K01321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20366167610906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01322	20.1292242020814	822.682714814995	0	332.554310448082	3.95039090300924	14.7646354902807	86.9531790920908	235.00112609424	44.7886906751215	1.00414879744234	25.5025459528728	0	0	24.2180981305798	67.774162315919	195.050317520565	0	17.6089844577342	0	0.483376455596385	4.81432114222166	0	17.3209761345193	19.787904060023	3.51993996326533	152.273032082741	153.21067733891	1.50502605883235	5.38496782852883	0.96675291119277	2.50118775987816	381.408497253896	0	0	312.385132787963	429.356184940102	477.143107644024	178.743996501912	156.850070823209	712.891553310163
K01323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.560716688491807	1.08275126844788	0	0	0	0.383003202521725	0	0	0	0	0
K01324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.46771998361436	0	0	0	0	0	0	0	0	0	0	0	0
K01325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.1430307650886	0	0	2.83305775425807	0	0	3.1430307650886
K01326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.65537278894674	0	0	0	2.71665062253782	0	0	0	0	0	0
K01327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.28425996170645	2.62507812964329	0	0	0	0	0	0	0	0	0
K01330	0.565794882326797	0	4.88036559593152	3.72412755146479	2.05139118429754	1.5438234815303	2.30898327562682	0.565794882326797	0.565794882326797	2.18356320329649	2.1096183638571	1.85699572630576	2.72121699250353	0	3.49161600655999	3.59521466582784	3.88199222413685	2.6754132461839	1.13158976465359	6.03825799398787	0	6.16702925274389	0	0.771911740765151	0	1.15449163781341	2.41211358204594	0	0.771911740765151	0.137430560904855	2.43746389465242	0.412291682714564	0.592189568793243	5.88039544883477	0	1.27947944353238	1.27947944353238	2.20353310233333	2.82330292506269	1.27947944353238
K01331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01874398345169	0	0	0	0	0	0	0	0	0	0	0	0
K01332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.631717604868501	0	0	0	0	0	0	0	0	0	0	0	0.315858802434251	1.3806669043537	0	0.379154669761026	0.54147223274443	0.466021183919386	0	0.819508982960633	0	0	0	0.758061125842202	0	0
K01333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.19679816456399	0	0	1.41217772654942
K01334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.106583920409787	0	0	0	1.16042361028933	0	0	0	0	0	0
K01335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0743577191401187	0	0	0	0	0	0	0	0	0	0	0	0.0371788595700593	0.111086281832815	0	0.0446146314840712	0.142825219499334	0.111536578710178	0	0.0247859063800396	0	0	0	0.0892292629681424	0	0
K01336	0	0	4.35069384132609	0	0	0	0	0	0	0	0	0	1.42169545763642	0	0	0	0	0	0	0	0	0	1.03072920678641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19043437692185	0
K01337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.258824173048286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01338	1302.49248917444	4179.49604778267	3.94058187643753	1317.85885945574	269.866976063117	3530.89869564286	1280.39081095674	1782.5260870356	762.529135088574	1.34069931355365	1637.9739028779	5.69400140828319	8.83452248104445	4166.66420217635	313.25795765257	794.133198883205	21.2313349901895	3278.41401652743	2.6330422320068	5.95471897608325	9.10978162359783	12.6751011217783	2977.80725649393	3005.03391373144	3499.25765149261	745.520489678566	600.307264944102	36.9082010710333	299.300443527402	207.210253406357	20.8352087160621	2646.73472564612	6.97269075909821	8.23485128684067	1034.12917479246	2861.01685203332	2508.94167561434	2231.9717146174	1699.08934877568	3269.6088122069
K01340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79390340035819	0	0	0	0	2.51707926732702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24272315711836	0
K01341	0	0	3.7307440585722	0	0	6.6191634265822	0	0	0	0	0.0996723351272409	0	0	0	0.398689340508964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01342	0	0.461115697772869	0	0	0	0.461115697772869	0	0	0	0	0.307410465181912	0	0	0	0	0	0	0.922231395545737	0	0	0	0	0	0.922231395545737	0	0	0	0	0	0	0	0	0	0	0.649528563529524	0.461115697772869	0	1.38334709331861	0	0
K01343	0	0	0.100993639858034	0	0	0	0.100993639858034	0	0	0	0	0	0	0.0916922894577127	0.100993639858034	0	0	0	1.31631434402294	0	0	0	0.0916922894577127	0	0.641846026203989	0.320923013101995	0	0	0	0	0.21394867540133	0	0	1.29496923198871	0	0.641846026203989	0	0	0	0.641846026203989
K01344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.53417178456361	0	0	0	0	0	0	0	0
K01345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.60178814166303	1.51428118034053	0	0	0	0	0	0	2.02119407013469	0	0	0	0
K01346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30278041006461	0	0	0	0	0	0	0	0	2.60556082012921	0	0	2.08444865610337	0	0	0	0	0	2.18359831563041
K01347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.02346900209057	0	0	0.487898535943278	0	0	0	0	0	0	0	0	114.370039417543	0
K01348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63956382875798	0	0	0.819781914378988	0	0	0	0	0	0	0	0	0	0
K01349	0	0	0	1.02738884864919	0	0	0	0	0	0	0	0	0	0	0.882740378608009	0	0	0	0	0	0.458492741585309	0	0	0	0	0	0.270616162399521	0.882740378608009	0	0	0	0	0	0	0	0	0	0	0	0
K01350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7378744555264	0	0	0
K01352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67517504051434	0	0	0	0	1.34271237665662	0	0	0	0	0
K01353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33298159553284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K01354	4061.10638703084	5046.80478988018	5.50593460283045	2451.92090012581	4984.30045335041	3822.98965255364	2005.3654983863	2872.37458402764	2579.313692174	7.22511440356446	4444.74076357645	17.6194695420549	17.5129734568688	9302.91860401766	1112.61328135098	3752.5342760039	3.82002745254618	4944.45974306422	7.21018893482397	8.21741195617269	12.799275711137	16.4077114649613	2346.86841120053	5671.83980231928	6032.0161079926	23.1243236353857	412.665642159458	115.994793024529	1003.02691221946	832.826933415401	294.111013167922	7325.74500264856	10.3679026187903	14.3445693688662	5365.11360437914	3749.6215711044	1727.2984341785	1287.10856164218	513.6516564769	1060.48496784975
K01355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10044036086858	0	1.10551397573306	0	0	2.21102795146611	0	1.10551397573306	0	2.21102795146611	2.21102795146611	501.913986137931	1.10551397573306
K01356	5725.73150921435	5588.27084953764	376.808509651752	3086.35846995957	6125.76269091761	7032.76485602823	2426.42056432105	5647.46142616506	3954.15175661833	1473.53543013208	5367.47697785494	238.291049100624	139.990095862559	10982.1827469278	1864.02889391985	5914.10327678961	381.022556554402	6392.03308920367	331.694189722437	407.338694134533	196.942844028916	458.663774404718	3193.10755304357	6970.59796470162	8021.60720933359	2127.40965528728	1204.15398945407	216.19262799179	1367.85033030436	816.173851228458	688.804765824207	7068.33488998628	124.187105627833	569.97227207244	5328.05507048689	5170.50418221224	5337.76610767799	2143.31313906556	1003.20635792479	4107.06516721028
K01357	0	0	0	2.48096034177496	0.283533924196909	0	0	0	0	0	0	0.873934988297702	0	0	1.8041107376092	0	0	0	0	0.900515138867565	1.56889010610576	0.291311662765901	0	0	0	0	1.72453676088843	0	0	0	0	0.873934988297702	0	0.17478699765954	1.70216197847661	0	0	0	0	0.436967494148851
K01358	14717.7323164393	23689.6862149526	540.66882653289	11010.7166962698	12040.4340715808	18981.0335462599	7832.06670325818	16379.5528819246	8680.88344937008	1874.1537479991	14955.5860936044	924.466276283114	281.716382211449	40769.7044906356	4279.88873260691	14288.2477696791	1198.47811252054	17427.8100929165	314.771879899402	861.496151206879	850.493918813921	576.65410348273	10731.4002176197	17349.9351127222	23368.30961016	2949.38316163462	2591.46296920609	728.054867777646	3630.49517625593	1733.79330872441	2546.36842862084	23978.7744517305	220.846529454047	1299.4640704687	13678.1543355458	17282.4214669661	12972.0223995555	7108.93681799715	2426.30152345657	11875.4382096876
K01359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.923102600676729	0	0.941132219943958
K01360	0	0	0	1.12035128401157	1.1093277014802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06673532511092	0	0	0	0	0.560855879066855	0	1.10301104987126	0	0	0	0	0	0	0	0	0	0	0	0
K01361	4796.33163107336	7241.02109213968	7.05303544893526	767.719549967448	2708.83438863972	3745.49919882239	965.576208224109	1477.74734579587	3086.41276203812	8.99621006592408	5428.63161037506	5.5793496726797	16.7260943716881	8988.32595000886	327.502097854247	2779.66084602651	9.95724741593689	6043.05664112956	7.82663155299296	6.05368240137634	17.809832029531	12.5605329915063	1516.78804607871	6035.43920648579	4547.80731593299	16.4329932916303	351.917864554158	103.813300443364	600.303324718905	638.642644380658	225.961540158527	9020.19839604277	8.24892039140756	9.37181578708061	1752.13725983069	4799.02399523716	1385.19983972992	859.400499419831	59.9181650525537	391.324007480026
K01362	91.3695028028424	58.0816878728477	569.921456522418	39.793489011973	236.250543610529	254.693150557318	49.8604449704378	225.214718466641	117.928713023206	1948.53156159923	63.9089079343025	347.988221832453	203.465432920681	191.038298707607	69.3641009897519	130.899751246082	522.945853239317	176.466402572948	412.802218490238	296.655887354293	360.35372926777	601.707899690835	88.4941888602643	104.214361444442	109.668290955561	60.9651081744848	176.874032792754	154.65576316254	47.8963328175443	13.8629226907767	825.792858960987	161.650576753541	211.897990664506	456.532047757322	63.49968548445	129.897554331919	115.949118974829	197.245232539907	698.290232445549	162.936748499701
K01363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06753941184294	0	0	0	2.06753941184294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
