KO	127_baseline	233_baseline	257_baseline	372_baseline	392_baseline	393_baseline	407_baseline	428_baseline	434_baseline	439_baseline	442_baseline	450_baseline	457_baseline	499_baseline	500_baseline	510_baseline	512_baseline	518_baseline	520_baseline	526_baseline	1284_baseline	1289_baseline	1294_baseline	1299_baseline	1303_baseline	1304_baseline	1306_baseline	1314_baseline	1318_baseline	1328_baseline	1334_baseline	1336_baseline	1338_baseline	1340_baseline	1342_baseline	1346_baseline	1348_baseline	1350_baseline	1352_baseline	1358_baseline
K00016	5888.04381989403	9407.81508964935	1509.93751497386	3277.78108750717	9005.80085050124	7805.57974243891	3378.69738975576	4978.07221132986	3655.05008317011	5476.00737397317	6980.13005530712	1430.82943076645	579.847175990658	15532.1744795795	1998.09511383826	7865.1134435083	1659.22872157358	8572.49806646097	1118.73213233086	1405.00521084946	1275.11100517694	1443.34091549309	4668.37261180853	8480.04194769262	8601.38720418897	534.027549937374	1320.04858008094	909.154573524773	1812.92278740184	1052.81949938237	3784.88418521068	10305.180556362	451.154380845231	2209.06700529046	6746.08492793258	6429.72895798015	5729.65388292092	3923.89672835662	2233.47100394634	6143.16734386409
K00018	162.393734044634	260.48853402242	1.12323054585698	119.73709677612	2.72598644806418	207.811359579694	184.219558190212	72.3062004928635	57.4106659914554	0	181.179897480119	1.09858285362815	1.10203751668987	630.193337066809	3.7379973056871	44.7944516607119	10.6822933126859	368.850143150252	1.08834760965025	0	3.29992576515748	0	397.045533416636	1068.32282993696	791.580985564672	111.782262610788	25.9186276361248	6.58484528605998	27.2728405090937	33.4620454125766	1.09173810064604	417.503020301862	4.4054390289099	6.00877432386032	57.6838548839984	296.916120528312	146.134116825798	200.327824221286	327.738670144454	276.750056679262
K00019	12.4304180408173	2.7361490185384	1.35832531126891	5.49814666300887	4.17199917032594	15.2162863883932	5.57878255035423	11.1364121279617	17.948924743236	0	2.72722124752824	0	0	18.3152362044424	38.9608209372271	30.5294415280294	0	1.84549911199769	0	1.19199976295027	5.82277707091893	4.06469053781996	4.04901568406695	2.67517504051434	6.87570062756423	0	39.3903109867843	16.2952514339114	6.85742392363919	4.04715047151345	2.68542475331325	5.56820606398084	0	2.54480027229949	1.34787665502838	18.0021468069202	13.6937010508855	6.90537793709121	1.3962068936549	5.44822530541523
K00020	922.595740864656	282.556422196014	2.59503419807902	293.690302933895	518.367157411873	572.554787485754	215.450789407834	405.315308734177	106.974396618319	3.41521109726171	336.13039535036	3.62997774282498	1.20016414488828	1713.63858072255	416.749580365493	1039.08150917521	0	284.803169396868	3.26598569511226	0	1.60860895814855	2.15788823066049	199.715222203474	598.528479114648	680.181537174092	7.94399608565687	202.706735003129	5.27423142164759	68.7142533336287	36.9933724392507	4.64917094560301	102.60928591526	0.485886764257925	3.75643769778357	42.2276042026153	433.84533630208	80.0710706721021	227.554901215242	34.9647568384978	49.8230500870277
K00021	0	0	0.654029218564833	0.613127013054525	0	0	0	0	0	0	0	0.654029218564833	0	0	0	0	0	0.87176102066512	0.678186493959617	0	0.371237214308665	0	0	0	0	0	0.96213292475586	0.818803575484532	0	0	0.755608257480923	0	0	0	0	0	0.392910030209289	3.48704408266048	1.9620876556945	0
K00022	0	0	0	0	0.979277483586548	11.1833643819451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00023	0	3.97615427032036	2.84917016510064	0.706548246587458	0.709408765804411	0.569834033020128	7.20691773861415	1.45414078965717	1.41881753160882	0	0	0	0	0	0	0	0	2.8905994251544	0	0	0	4.31494022073782	4.90208482886522	0	9.35363871112418	1.41881753160882	0	4.27956988064096	0	6.78859578633866	1.41881753160882	2.83763506321764	2.86079943108065	0	2.86079943108065	2.87252401891294	12.023783608408	0	0	2.8847847921644
K00024	2084.04638283313	4266.22362079798	5.16005833838182	1906.27242509285	2021.1802497239	3044.39073873966	1502.95711294961	2120.42183062095	1542.69402951408	6.60740368600371	2302.01085910558	20.7389049729388	9.0753483967958	4106.47954877488	508.809909722016	1330.40526275099	18.8179108052449	3910.73925205513	2.52216313478796	11.463167958895	22.4061651218553	15.631727147299	2835.12745981773	3901.13632457693	5801.35213682496	517.397233402049	569.608105880568	53.2144006081148	650.960713983173	389.020059715399	133.533911663886	5080.02020785006	10.7456870476176	17.4026390509249	2459.78379923158	3115.05929379712	2254.68346252538	1451.84862494164	1428.68396983018	2975.961492447
K00025	0	0	0	0	0	0	0	0	0	0	0	0	3.03481165939834	0	1.06021757098918	0	3.50378610798048	0	0	0	2.08342049698459	0.938955311367246	0	0	0.262311325080373	0	2.07980967541471	0	0	0	0	0	0	0	0	0	0	30.0064695142974	0	0
K00026	0	0	2.07980967541471	0	0	0	0	0	0	0	0	0	4.22226422057083	0	0	0	0	0	0	0	2.09286837812323	0	0	1.00993639858034	0	1.8790773743023	2.09487617914239	0	0	0	0	0	0	0	0	0	7.51630949720922	0	6.20902245204217	0
K00027	979.662533891244	1650.17018178918	91.9804260136633	583.193966948215	243.86917052718	1886.21650810758	427.837672649215	865.316807706947	327.326743444803	22.9640308802264	696.506146338129	32.9811212397403	35.3527450626045	2567.32774910372	72.2239206048408	367.312405244545	671.154456826846	1741.15980464142	9.78988617241508	1.26694788667722	273.845605350256	7.10637442034938	758.233494668863	1166.79409168362	925.15833868218	203.538335548882	183.363792824817	18.3709878115163	241.360528506357	102.289946223446	14.3865672640421	666.728921057833	27.4168852690991	7.08883777005934	561.592798629181	1105.7655437966	548.618710854539	727.548878170506	1499.53595029279	804.99693920391
K00028	2.57505655731428	2.3760683578972	0	0.759838015163658	0.820814918172093	9.39854083718036	1.32131181949654	3.09080636877877	1.19097340044202	0	2.03226109094835	0	0	3.83266828229862	0	0.690685723827737	0	5.63710093921576	0	0	0.214341241778213	0	1.18118416941267	3.11423452190089	1.5486804118125	0.36128652609008	0.150149070397334	0	0.600596281589336	0	0	1.25420911638598	0	0	1.26264532704232	2.88174749846119	3.51296419405891	5.83203915121982	0.639718758845791	6.77681791930223
K00029	553.069896157073	1232.80598024831	0.91740295891984	519.713776799498	7.11377727657387	1274.33950814927	597.161996880342	382.876686124476	196.912160156908	0.923568444315823	413.363278279743	3.80625806887246	4.59791990996462	1814.79372837676	66.7535243054546	220.052843402574	3.02595116099972	1343.83304147782	0.65422381224249	0	14.4893094550527	14.2340611045097	2083.7626407978	2205.66140251407	2345.19809033432	426.229795695792	243.620716519105	24.1824049721915	91.0793838802538	96.9161722908646	10.5590349207244	1232.59586146263	3.67413133535733	8.3465028157114	269.810734175537	1181.34351974719	713.329969719969	635.227917352777	904.588568902049	1166.9265540554
K00030	164.129449475352	307.868318497151	5.15250979286909	237.697146229591	2.11432113160005	446.400001328909	164.060450315987	529.274797175486	250.852286253635	0	251.988335633923	1.05875507645734	2.49422030908287	526.322336873337	119.857177547457	265.107764723948	8.46525707968676	367.641931946025	0	2.94498318592651	0.947156568398323	0	141.134120397168	124.401295496609	406.035127605675	195.431771869692	90.8843494327372	0	16.5153316591155	35.9386852818694	1.04299979258149	295.6191932938	1.93051609712246	1.82820734370074	350.08333362642	224.939472776457	433.315569211099	291.543287346993	52.5609789418025	590.077868521709
K00031	74.1071780396755	15.0849374713142	3.2388059298374	27.1948466115387	0	50.7848321122037	87.7830084217836	3.52408888207817	3.41944797570215	0	17.3454962904541	0	5.36702369766655	8.8850026148724	54.3921705286788	203.375335660329	0	27.0911671586863	0.842422909392738	4.02248321645231	5.61799895405918	8.92630373516078	44.5816171835974	28.2758243976597	187.088488480025	7.82472253253584	185.327459727708	22.9841628208129	7.81253971276931	11.2053915283474	3.34575811187914	32.4946829354667	0	1.88065378149551	335.78236295357	12.53260338577	67.5220484378901	220.898774204369	943.054145326179	283.351687693168
K00033	7072.89496879643	6256.74766243866	723.673311080592	3351.71054398694	10393.8104015192	7467.34687134619	3398.66765256512	4890.11301752886	3061.88523103977	2514.94815899607	6295.52523056351	1017.88549330206	297.937140916474	20435.5621075174	3021.90676031538	9767.46484093765	1378.85716522574	6574.37476404603	547.93635914728	907.317883579	948.977695056552	710.236720360518	5873.31122302735	9236.14860082694	9456.08571071357	261.555469315416	1215.19539284446	579.919355480002	1479.06808507336	967.677691202666	2850.31863831895	8215.7223483426	250.498723569711	1410.69350460176	5037.96424840571	5492.7892975719	3767.46497977094	2830.43871976155	1298.24088831548	3960.08422331945
K00034	37.0139473362403	1.32244502002785	0	0.90907374917608	0	4.72488429570713	4.06608464030528	0	0	0	0	0	0	0	0	0	0	1.29316579449217	0	0	0	1.31747342220819	2.74861121809709	10.9944448723884	4.47985445028	0	0.646582897246087	0	0	0	0	0	0	0	0	2.64489004005569	0	1.32244502002785	5.38196035747231	1.31253906482164
K00035	0	0	0	0	0	0	0	0	1.12684221963788	0	0	0	0	0	0	0	0	0	0	0	2.25368443927575	0	2.26466017518131	0	0	1.12958615361427	2.27563591108688	0	0	1.13781795554344	0	0	0	0	0	1.11253311208692	2.25917230722853	0	0	0
K00036	4286.96897318995	5020.5982437467	553.932414262117	2608.49591652806	5714.17040226149	4824.46966680616	2413.95955430445	3359.85189479754	2700.73519941707	1960.70019273054	4607.29649190282	637.97679106075	284.426956169434	9769.39661221815	1236.81972339489	4240.71558732904	1038.82054470277	4965.52328508359	431.219803241152	660.078625301535	704.939102849504	540.26888477522	3457.44587530251	7091.35379374164	7366.15246849244	80.6737719625614	666.741920208433	403.870718073878	1084.25562293989	944.229552995128	1876.75692787982	7075.93333605972	179.989940208111	899.207830603453	4835.52062741609	3991.15963274555	3620.24092941637	1727.81650509177	1087.26634286475	3514.68376424992
K00037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.216995622481349	0	0.542489056203373	0	0	0
K00038	5.85574504726956	0	5.74504803782589	1.29316579449217	0	8.79502527798442	1.3530808119976	0	0	2.87252401891294	0	0	2.87252401891294	0	2.80358344245903	0	16.5025928074497	1.41309649317492	7.18131004728236	0	0	1.43626200945647	0.604220569495481	1.96970620049098	1.29316579449217	0	0	0	0	0	0	1.36558307898374	0	0	0	1.3530808119976	2.64624660648978	1.3530808119976	7.1581445310008	0
K00039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150536052537534	0	0	0
K00040	6.66250818074866	0	4.50002656607255	1.33250163614973	0	1.31500161466184	20.7634462768764	1.44217255270527	1.44217255270527	0	2.66500327229946	17.7128402215328	0	3.33125409037433	6.7721790973042	1.44217255270527	0	0	2.88434510541054	2.1632588290579	5.60682049074042	2.23551613427592	8.59775747373523	16.0763757538042	30.0500694607947	3.54184591274145	104.801309379066	31.6206864768579	0.721086276352634	6.7774718763927	9.28199707874609	8.74732092774229	1.51398565317809	3.60543138176317	28.4673857806839	11.7062101866336	59.7679570202478	3.56413933624107	503.860107190952	21.7080627223482
K00041	0	0	1.45113014620033	1.42169545763642	0	1.42169545763642	0	1.42169545763642	0	0	0	0	0	18.5443699776876	0	0	0	0	0	0	1.45113014620033	2.90226029240066	12.2021501441652	7.94434704716599	5.74565120767351	4.75406179486253	6.5300856579015	11.6016071012307	2.90226029240066	7.24821666262974	1.39343113442298	0.725565073100165	0	2.90226029240066	1.45113014620033	1.45113014620033	18.8646919006043	0	402.183128745363	14.3068559152267
K00042	13.3990488233854	80.7652404565173	0	17.4030225657591	3.75324059855972	106.276909719198	10.608035145796	17.8115505952301	1.37661925485502	0	25.3406006987755	0	2.4474453999733	77.5025850139915	4.37101010804153	13.1031027740616	0	74.9461079319937	6.60020888248899	0	1.08014773039946	18.0871711114966	42.1706655531057	58.0269277732379	143.062355754749	11.2195184001398	11.0738879408891	45.5416018227551	7.54728227289312	18.6550788364074	9.02607241014758	19.8444697431927	6.90295548279631	5.47767848704298	56.4826870595714	56.8982641495665	59.7435113790381	54.4790109268421	1132.6254062133	56.772183153015
K00043	0.942064328783279	2.7476876256179	0	1.94020391523223	0	6.34323314714074	1.41309649317492	8.47857895904951	2.7476876256179	0	3.29722515074148	0	0	9.34213792710085	0.942064328783279	3.68975195440118	0	5.18135380830803	0	0	0	0	3.75576309326596	1.78001912257973	4.00377339732893	3.48563801649813	0	0.917402958919844	1.88412865756656	0.366961183567938	0	0.942064328783279	0	0	2.43620543964104	1.99403616259127	1.83209316715471	1.64861257537074	0	10.4429058153153
K00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00270673939445	0	0	0	2.01987279716069	0	0	0	0	0	0	0	0	0	0
K00045	0	0	0	0	0	5.72121970923034	5.9968186349941	0	0	0	0	0	0	0	0	0	0	2.31255074414147	0	0	0	0	0	0.736235147704579	1.41025324067355	0	0	0	0	1.42458508255032	0	0	1.50084766726929	0	0	0	0	0	3.80320157083451	0
K00046	90.4330547587589	370.470088712106	0	62.8666853835254	226.29187150572	85.9233293834914	444.587878036943	203.438853106187	44.664002851652	0	12.314540218669	0	4.86163918263722	158.98643065984	3.6682547593271	58.4553960510734	0	989.819626354224	0	0	2.66500327229946	4.11775783337426	53.7011256234005	319.527382526234	409.212071219736	63.293967969275	29.8771330401405	31.9734364513872	67.402261256309	102.638519146915	5.37320311041979	796.957117986029	2.75943252210535	5.5188650442107	34.6030204421801	371.182125771153	237.467695786979	178.032808949103	1043.04342943079	843.030607543386
K00048	2000.0474186658	519.104921916998	0.896286266770787	253.342215187367	2854.9451982175	1708.22844828249	542.743099188021	367.536436649453	137.687587697981	3.66267159917536	1189.04280563099	19.7270152201871	6.35690112728023	8198.49158083759	837.656183334099	3116.6736527821	0.905646958851948	2206.49812939201	3.64130921957011	0	1.83121295585958	2.90908667682379	2306.70185993772	2367.45127827947	166.067153755656	8.21802418982636	78.089278577764	74.4128594768205	181.333576032622	91.3251152467348	54.3893652683551	551.336282379291	0	0	285.226389543616	892.30933858083	180.102659057162	429.054790231515	882.505189264976	57.9503184910614
K00049	0	1.59624316082036	0	0	0	12.4071836145728	2.15660264804541	0	1.0783013240227	0	0	0	0	0	0	0	0	1.01579110234023	1.45012164413361	0	0	0	1.52368665351034	3.79420979901447	6.94644838446511	0	0	0	0	0	0	4.31992368440249	0	0	0	1.0783013240227	5.06836161163796	4.31320529609082	0	2.09409242636293
K00050	10.1593700203006	92.2118093808749	0	15.1353234932339	13.546265548874	1134.13566695098	20.3537818824143	938.510782842943	766.936118866097	0	249.454754553224	0	0	11.5667298014173	61.0792809797491	54.8982468671673	0	6.16262090763648	0.837592569009927	0	0	2.49334585829846	12.077139111988	2.53157379298812	32.265248904827	1147.51655094369	58.9449452879568	5.00171105161095	4.18698867098778	7.5153734291253	3.41070564424184	5.89129046163532	0	3.19747185367024	13.4768494030542	139.902983019898	620.854573897847	13.5892913735086	10.1591340161595	149.69710182405
K00051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.844452844114167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00052	127.826694002017	1069.04345140966	1.90304451426098	158.242227150837	1.94982559422885	333.489443565236	125.765122451296	344.227324207108	158.777549346382	1.93751725292758	206.073193485366	1.94219815815739	6.05264512926354	574.978425027972	54.4539536251198	167.358622535195	3.91889015146984	361.295110188147	1.97449554436134	1.99421155096396	1.9303121399639	1.93057883092954	122.188642405763	95.3022435848189	404.622769286294	90.0495582142027	37.5443116511945	22.302939749902	31.1659932092497	37.1210249393766	9.80331365478123	204.329904896688	1.98554068162821	3.89210897503787	163.810513339908	128.35373504104	116.110714007815	175.090409287049	1266.75451712481	351.748422106607
K00053	416.927682195671	499.003839354077	3.2927469256475	359.121565116296	137.928861278727	1056.81965506692	246.765604588807	623.02148101884	271.547736278637	0	366.666149488554	0	8.2343066518071	1300.066721976	101.683341521977	328.710700425366	13.8099109906084	680.108222222326	3.1657053310659	0	4.83033122384537	8.53132914930798	209.261933906526	451.548869365656	731.025315127763	205.218576490041	147.252532113769	31.4642526221469	183.006116239242	95.2136733184733	5.46139987184183	479.574283928529	4.99119162158524	5.67235299474605	479.68248116795	407.305146975199	569.397855551116	509.271278343355	1584.8187541332	654.304517010264
K00054	3302.75571934952	5033.74674607439	509.265920977868	2080.79889125751	4840.03903266068	3942.29901981852	1834.93083588083	2728.08162073593	2215.09619023309	3357.4311594938	3840.1638426037	582.807802416036	230.720961531509	8416.40092695251	995.16422151159	2964.03440655043	746.481865734953	4911.14406166933	402.865175335537	519.634438475929	508.412189598221	521.882188377456	2330.95381735489	4631.17483252606	5038.14531746476	84.7275489762201	614.583369731922	278.535586587199	961.325904611338	778.747212440201	1606.38443830992	6715.41142604743	157.816360768714	685.518510765937	3900.1559838648	3952.30594052717	2441.4336907015	1812.25485491161	506.832003759026	2995.04879026605
K00055	0	1.91501601260863	0	0	0	0.957508006304315	0.957508006304315	0	0	0	0	0	0.939538687151152	0	0	0	0	0	0	0	0	0	1.91501601260863	0	0.957508006304315	0	2.0533060229383	0	0	0	0	0	0	0	0	0	0	0	0	0
K00057	5485.51458971146	7540.47625021143	575.387066781584	3260.15328320155	6651.85063732006	8904.45050904917	3249.04570146087	5742.33608727696	3849.99395984358	1793.03516689768	5509.71305640648	897.134065110161	282.349760452776	13385.5372806182	1806.03230382665	5288.64918736688	1231.85677013141	7344.16125805242	406.282274988313	904.759872315206	881.381978852529	519.147632106416	5435.8055246292	8932.848806506	9640.04396643259	2129.56285979549	1352.32225590945	522.565913607389	1364.58606899536	958.574016418437	2355.07528712625	9752.1927869325	154.060651623907	1313.61084517328	5311.75621824609	6517.47330012012	5839.00128747412	3785.51598394714	2045.12422896983	6268.99178230237
K00058	857.045656222439	2705.56753438301	7.48604210580662	1188.33270599304	22.23635873411	2549.20456948687	932.624921234037	1486.27669557719	678.374531207558	4.11203096957645	1000.59918647121	16.2053977905988	11.171207469855	3539.8273544284	246.017683809222	810.380341392158	34.7011733634716	1938.17879024685	3.44702882269553	8.06884068471221	5.87301195897574	12.7536349225655	2225.02735057714	2295.20629621308	3664.39957946698	877.846465942491	378.919358457393	29.6316282400826	166.077036930322	198.646173370652	14.4845333711693	2170.80547372677	10.1066995570574	9.48991471166542	852.934104249578	1594.74526960086	1666.73478500894	1410.15973535073	1928.30660004735	2480.37164926785
K00059	3514.2931783204	6008.03274331206	1038.45063754895	1599.84698043741	3577.2819546676	5684.69134799461	1856.17379121578	2979.10431083853	1787.09520246653	2411.47541784662	3124.78299656932	22.3541064219292	329.171577422348	15969.6367701043	1267.32853730057	6178.17450913202	444.044093757341	3440.91692928447	595.114442146974	24.3619243928332	222.707875428441	1155.8790137446	4468.01212825133	4448.60259194042	4404.3084462807	2584.97257648262	777.905340649046	208.194235100068	414.244009066483	275.435910197985	88.1754641951424	4166.53731929764	174.79705719726	31.6296939905929	847.042385729267	3597.11666053669	3341.98966709997	2274.37560323173	2883.33527960104	3495.44193192525
K00060	0	0	4.11082616196339	2.05541308098169	0	2.0554130809817	0	3.05928874517131	0	0	0	0	0	0	0	0	2.03601152634764	0	0	0	0	2.03173583309884	83.2412955198495	24.3780629535356	6.11297928879771	4.79596385562396	3.08311962147254	18.474886852534	2.05541308098169	4.10843262219454	3.08311962147254	0	0	2.05541308098169	8.20372720984845	7.14655716408619	27.40972488397	23.2446103510782	215.501446685313	8.16309354669083
K00061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.16852543606717
K00062	0	0	3.2151186266732	0	0	0	0	0	0	0	0	0	2.14341241778214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
