OTU	LBNL_CC002_M_18	LBNL_CC004_F_23	LBNL_CC004_M_24	LBNL_CC008_F_21	LBNL_CC008_M_22	LBNL_CC010_F_15	LBNL_CC010_M_16	LBNL_CC011_F_25	LBNL_CC011_M_26	LBNL_CC013_F_45	LBNL_CC013_M_46	LBNL_CC026_F_53	LBNL_CC028_F_31	LBNL_CC030_F_43	LBNL_CC030_M_44	LBNL_CC032_F_29	LBNL_CC032_M_30	LBNL_CC033_F_33	LBNL_CC033_M_34	LBNL_CC036_F_35	LBNL_CC036_M_36	LBNL_CC037_F_13	LBNL_CC037_M_14	LBNL_CC038_F_47	LBNL_CC038_M_48	LBNL_CC039_F_11	LBNL_CC050_F_41	LBNL_CC051_F_1	LBNL_CC051_M_2	LBNL_CC052_F_39	LBNL_CC055_M_6	LBNL_CC057_F_49	LBNL_CC061_F_51	LBNL_CC061_M_52	LBNL_CC065_F_9	LBNL_CC065_M_10	UNC_CC002_F_4	UNC_CC002_M_3	UNC_CC004_F_6	UNC_CC004_M_5	UNC_CC008_F_8	UNC_CC008_M_7	UNC_CC010_M_9	UNC_CC011_F_12	UNC_CC011_M_11	UNC_CC013_M_13	UNC_CC016_F_16	UNC_CC016_M_15	UNC_CC021_F_20	UNC_CC021_M_19	UNC_CC026_F_22	UNC_CC026_M_21	UNC_CC028_F_24	UNC_CC028_M_23	UNC_CC030_F_26	UNC_CC030_M_25	UNC_CC032_F_28	UNC_CC032_M_27	UNC_CC033_F_30	UNC_CC033_M_29	UNC_CC036_F_32	UNC_CC036_M_31	UNC_CC037_F_34	UNC_CC037_M_33	UNC_CC038_F_36	UNC_CC038_M_35	UNC_CC039_M_37	UNC_CC050_F_46	UNC_CC050_M_45	UNC_CC051_F_48	UNC_CC051_M_47	UNC_CC052_F_50	UNC_CC052_M_49	UNC_CC061_F_58	UNC_CC061_M_57	UNC_CC065_F_60	UNC_CC065_M_59
322585	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0.5	0	0	0	0	1	0	1	5	3	0	0	0
273631	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0
174770	6	1	6	5	11	1	10	9	4	2	0	1	1	1	3	7	0	2	1	2	10	4	2	2	4	6	3	0.5	0.5	2	0	1	1	0	5	2	2	3	2	2	0	0	2	1	1	0	1	0	2	1	0.333333333333333	0.5	0	1	2	1	0.5	0	1	1	0	0	0	0	0	1	0.5	0	0	0	0	1	0	0	0	0	1
181605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	1	21	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0.5	0	0	0	0	4	0	0	0	0.5	0	0	0	1.5	2	0	0	0	0	0	0	3	0	4	0	0
268231	3	2	5	1	4	0	0	18	3	0	0	0	1	1	5	5	0	3	0	0	5	4	3	2	0	3	0	3.5	0	0	2	0	0	0	6	6	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	3.5	0	0	1	0.5	0	0	0	0	0	0
207288	1	1	1	3	0	0	0	1	0	0	1	0	0	0	0	1	3	5	2	0	3	2	0	0	1	0	0	0	0	0	0	0	1	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.5	1.5	0	0	0	0	0	0	0	0	0	0	0	0
203970	6	4	19	7	10	3	6	22	11	2	0	0	2	7	3	20	1	2	0	0	15	14	5	3	2	18	0	0	1	7	1	0	0	1	5	7	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0.5	1	1	0	0	0	7	0	1	2.5	0	0	0	1	1	1	0	0	5	18
310653	0	0	1	1	0	0	0	0	0	3	0	0	0	2	1	1	0	1	0	0	1	0	0	0	0	2	0	0	0	0	2	0	0	1	0	1	0	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	2	1.5	0	0.5	0	0.5	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0
197706	1	4	4	3	6	4	1	2	4	1	0	0	3	2	1	3	1	3	0	0	1	3	2	3	1	1	0	0	0.5	0	0	3	3	1	0	2	6	0	5	4	3	0	1	1	0	0	2	1	2	1	2	2.5	1	1	0	1.5	0	0.5	2	14.5	1	0	2	4	0.5	1	6.5	3	1	1	3.5	10	4	0	0	10	4
337407	1	0	1	2	2	0	0	2	0	2	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1.5	0	0	0	2	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1	0
191067	2	0	0	3	5	1	1	1	4	0	0	1	0	0	2	3	0	2	0	0	2	2	0	4	1	0	3	0	0	2	1	3	0	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0.5	1	1.5	0	0	0.5	0	3.5	0	2	0	0	0	0	2	3	0	0	0	0
324522	1	2	2	2	3	1	0	2	8	2	3	4	0	1	0	0	0	2	0	1	1	3	0	1	0	2	1	0	0	0	0	1	4	3	1	0	7	0	1	1	7	0	3	0	0	0	0	0	1	0	1.66666666666667	1.5	0	1	1	0.5	0	0	2	0	0	0	0.5	1	2	1	0.5	0	0	0	0	3	0	0	0	0	2
191841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0	0	0	1	0	0	1.5	9	0	0	0	3	2	7	0	0
381666	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	26	0	0	77	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	0	1	5	0	0	6	0	111	0	0.5	0	0	0	0	0	0	0	0	12.5	14.5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
279115	2	1	0	1	0	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	16	0	6	2	0	1	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	1	0	0	0	0	0	8
344703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.5	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1
196664	14	0	3	1	3	2	4	3	0	1	0	3	2	10	3	1	1	2	0	10	3	5	7	5	5	4	1	9.5	13.5	0	12	5	0	0	7	10	2	0	3	1	3	1	2	4	2	19	74	17	1	1	0.333333333333333	1	0	4	4	2	6	0.5	0	0	0	0	0.5	7	0	1	0	0	0	1	0	0	0	0	0	0	0
186886	0	0	3	1	1	1	0	0	5	3	0	1	2	0	3	0	1	0	0	0	1	0	0	1	3	1	8	2.5	1.5	0	2	0	3	1	4	1	4	5	2	2	4	0	0	5	3	0	5	0	0	1	0	0.5	4	0	4	6	1	1.5	2	3.5	2.5	3	2.5	2.5	0	1	4	7	5	1	4.5	0	0	1	3	0	0
411486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
177917	4	0	1	0	1	3	4	0	1	0	1	0	1	2	0	0	0	0	0	2	0	4	1	0	0	0	0	7.5	10	0	7	0	1	0	5	8	0	13	0	0	0	0	6	1	0	0	0	4	0	0	0	0	0	0	6	1.5	0.5	1	0	0	0	1.5	1.5	0	0	1	1.5	6.5	2	15	11	2	0	4	5	7	7
214715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0.333333333333333	0	1	0	0	0.5	1.5	0	0	0	0.5	0.5	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
827376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
189476	1	1	0	4	0	1	0	0	1	1	0	0	0	1	0	0	1	1	0	0	1	3	1	1	0	0	1	0.5	1	0	11	0	0	1	1	0	5	3	0	0	0	1	7	0	0	1	0	0	0	0	1.33333333333333	0.5	0	4	3	1.5	0	0.5	0	0	0.5	3	1	1.5	0.5	1	6.5	10	1	5	14.5	4	0	5	2	7	33
338852	0	1	0	1	1	5	0	0	0	0	0	1	1	2	1	1	1	0	0	0	2	1	0	0	1	1	0	6	1	0	1	0	0	0	3	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2.5	0	1	1	0	0.5	1.5	0	0	0	0	11.5	3	0	0	0	0.5	0	7	7	0	0	2	3	3	6
199698	19	3	0	0	3	4	39	0	1	0	1	2	4	3	2	0	3	3	1	1	4	3	2	2	0	0	0	9.5	29.5	0	14	1	1	1	13	6	0	6	1	1	1	0	10	7	1	6	17	11	1	4	0	0	0	4	9	0	2	0.5	3	0.5	0.5	0.5	3	1.5	1.5	5	4.5	1.5	2	2	4	0	0	1	6	4	2
589071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	1	0.5	0	0	0	0	0	0
260529	2	0	2	0	3	1	0	1	2	0	0	0	0	1	1	1	0	0	2	0	2	2	2	2	0	0	0	0	0	0	2	0	2	1	1	2	0	0	1	0	1	0	4	0	0	0	0	0	1	0	0	0.5	0	0	6	0	8	0	3	10.5	0	0	0.5	0.5	56.5	0	0.5	0	1	0	0.5	3	15	0	0	2	8
337784	2	0	1	0	1	1	0	1	1	1	0	0	0	3	1	1	1	1	1	2	1	0	4	0	2	3	1	0	1	2	5	2	1	4	3	0	0	0	2	0	1	0	4	1	0	0	1	0	6	1	6.66666666666667	1	2	0	1	1	2	0.5	0	2	0	0.5	0	0	3	1	1	0	1	1	0	2	6	1	0	2	7
271647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
194710	30	1	8	2	8	11	71	2	4	10	4	2	15	12	2	3	12	1	15	14	7	8	9	4	0	4	1	24.5	21.5	1	21	11	5	1	8	12	1	15	1	1	7	0	72	5	0	1	5	7	5	0	0	0.5	1	0	11	1	0.5	1	4	2	0	0.5	0	1	2.5	5	1	8	2	3	2	0	0	7	1	6	3
267045	0	1	2	2	1	1	0	1	1	0	0	0	2	0	0	0	1	1	1	1	0	0	0	2	1	5	0	3	0	0	1	2	0	2	0	0	2	0	1	1	1	0	12	1	1	0	1	1	0	1	3.33333333333333	3.5	0	3	1	0.5	0	1	0	0.5	2	2.5	0.5	0	2	0	8	0.5	0	2	0	4	2	6	0	2	2
177087	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0.5	0	0	0	0	0	1	0	0	0	0
268487	0	2	4	1	0	3	1	0	1	3	0	11	3	0	0	1	2	1	2	0	3	3	4	2	2	3	2	0.5	0	0	0	2	0	1	0	3	6	0	3	4	1	0	6	2	1	0	1	3	1	1	37	10.5	4	5	1	0	1.5	0	4	25.5	0.5	0.5	3	6	0.5	0	5.5	0	1	0	0.5	27	33	0	0	6	21
258750	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3016478	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0	0	6	0
277329	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	7	0	1	10.5	0	0	0	0	0	3
319791	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	1
539647	2	0	0	0	1	4	0	0	2	1	0	0	0	3	4	0	1	0	0	1	0	1	4	2	0	2	0	9.5	0.5	0	10	0	1	0	9	2	1	0	1	0	0	0	2	3	0	0	2	0	0	0	2	16.5	0	0	0	0	0.5	0.5	4	0	1	1	2.5	2.5	0	1	0	0.5	2	2	1.5	0	0	0	0	2	6
306914	1	1	0	0	0	1	1	0	0	2	2	1	6	3	4	0	4	0	2	0	0	0	0	1	6	0	2	1.5	1	2	2	6	4	2	1	0	0	0	2	0	2	0	0	0	0	0	2	1	2	2	0.333333333333333	0	0	1	0	1	3	0	0	0.5	0.5	0.5	3	1.5	8.5	1	0.5	0	2	0	0	12	57	5	1	0	2
269019	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	3	2	5.33333333333333	4.5	0	0	0	1.5	0	1	0	1.5	0.5	3	0	0	0	0	0.5	0	2	0	0	6	0	0	0	0	0
320369	1	0	0	0	0	0	2	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0.5	1	0	0	0	1	0	0	0	1	3	0	0	15	0	1	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0.5	0	1	1	0	1	0	0	2	0	0	0	0	2
166718	0	1	0	0	1	0	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	0	0	2	1	0	0	0	3	1	0	0	0	0	0	0	0	0	3	0	1	1	3	2	0	0.5	1	0.5	1	3.5	2	0	0	2	0	0	0	2.5	0	0	0	2	1	4	0	0	0
199118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0	0	0	5	0	0	0	0	0	1	0.5	1	1.5	0	0	0	0	0	0.5	0	0	0	0	0	0
273494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	0	0	0	0	0.333333333333333	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184903	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
321952	0	0	0	3	0	1	0	0	2	1	0	0	1	1	3	0	0	0	0	0	0	1	0	0	0	2	0	0.5	0	0	0	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
4354103	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	2	0	0	0	0	0	0	0	0	1.5	0	2	0	0	0	0	0.5	1	0	1	0	0	0	0	1	1
170926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0.5	0	0	0.5	0	0	0	0	0	0	0	0	0
308734	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6.5	4.5	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	15	0	6.66666666666667	0	0	0	1	0	0	2	6	4.5	0.5	1	0	5	0	1	0	2.5	0	2	2	1	6	0	0	0	1
188878	0	0	0	0	1	1	0	0	0	1	0	0	39	4	2	2	12	0	0	27	4	2	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	1	2	0	0	1	1	0	10	4	0	18	0	0	0	0	69	125	8	24	0	0	19.5	10	0.5	0	3.5	0	0	8.5	15	0	0	12	7	10	1	0	0
185186	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213767	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
277574	2	3	5	0	2	0	3	3	5	0	0	0	1	1	1	4	0	1	0	0	2	3	0	0	1	2	0	0	0	2	0	4	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0.5	0	0	0	0	0	0	1	2	0	0	0	0	4	1	0	0	0	0	0	2	3	0	0	1	0
336145	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	1	1	0	0	0	2	1	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0.333333333333333	0.5	0	0	2	0	0	0	0	0	0	0	1	0.5	0	5	0.5	0	0	1	0	1	0	0	1	3	5
171232	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.33333333333333	8	0	0	0	0	1.5	1.5	0	0	2.5	0	3.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3694603	2	4	5	7	2	5	0	1	3	3	8	6	3	4	4	0	6	5	6	3	4	7	4	9	5	1	13	1	0.5	0	24	12	5	2	15	13	6	1	5	5	6	0	0	1	1	3	0	1	5	1	1.66666666666667	3.5	0	0	11	5	8.5	0	0	6	0	2.5	6.5	0.5	3	2	1.5	0.5	0	0	3.5	10	1	1	0	2	3
173830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
229452	8	3	2	16	10	10	8	1	5	7	0	8	5	1	9	2	0	7	8	0	8	4	5	11	0	2	6	4.5	9.5	0	4	2	7	14	2	0	5	5	8	5	8	0	8	2	0	0	3	1	4	10	3	1.5	1	15	7	0	0	0	2	14	2	2.5	5.5	2.5	0	2	7	6.5	11	6	5	1	2	2	1	8	1
196491	0	0	0	0	0	0	3	0	0	1	0	1	5	0	1	0	0	0	0	4	0	0	0	29	4	0	0	1	0.5	1	0	7	0	0	0	0	0	2	0	1	0	0	1	1	2	0	1	18	2	2	2.33333333333333	0	10	12	0	0	0	0.5	0	0	4	0	0	4	0	7	0.5	0	3	1	1.5	3	0	0	1	0	0
263337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
554303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
184381	1	0	0	0	0	0	0	0	2	0	4	0	1	0	2	0	0	3	4	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0.5	0.5	0.5	1	0	0	0.5	0.5	2	0.5	0	0	0	0	0	0	0	0	0	0	1	0
169901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.5	1	0	0	1.5	0	0	0	0	0	0	0	0	3	1	0	0	0
347933	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.5	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2.5	6	0	0	0	0	13	0	0	0	0	0	1	0.5	0	0	0	0	0	0
264760	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1.66666666666667	3.5	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	5	0	1	0	1	0	0	0	0	2	3
192316	5	5	2	4	5	2	0	6	4	6	1	6	2	1	1	2	1	2	2	0	4	3	2	2	5	2	2	0	0	5	0	0	8	2	0	2	1	0	3	4	3	0	0	1	0	0	3	0	0	0	0.333333333333333	0.5	1	0	0	0.5	0	0.5	0	0	1	2	1.5	0.5	4.5	1	1	0	0	0	0	1	0	1	1	0	0
215317	0	1	0	0	3	0	0	4	2	2	0	3	1	1	0	0	0	0	0	0	4	51	4	0	0	2	0	0.5	6	17	25	0	0	0	8	3	0	0	0	0	0	0	0	0	0	6	12	0	8	0	0	0	0	0	0	0	0.5	7	0	0	0	0	2.5	2.5	1.5	1	0	0	2	1	1	0	0	1	6	11	19
175272	11	15	15	8	5	9	1	14	9	5	16	14	18	12	11	11	18	18	40	3	6	8	6	17	20	10	12	0	0.5	14	0	10	12	11	9	15	10	0	6	2	3	0	0	0	2	4	0	0	2	0	0	0	1	0	0	1	1	1	9	1	0	1.5	2.5	2.5	9.5	4	1.5	0	0	0	0	1	0	4	1	0	0
4343981	0	0	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	1	3	3.5	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	2	0	0.5	0	0	1	0.5	0	1	1	1.5	0	2	0.5	1	0	1	0	2	1
196165	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	7	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0.5	0	0.5	0	1.5	0	0	0	0	0	0	0	8	2	0	1	0
179575	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	21	4.5	0	0	0	0	0	0	0	0	0	0	2.5	1	0	0	0	0	0	0	0	0	0	0	0	0	0
4402042	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	3	0	1	0	7	1	1	2	0	0	0	0	1	0	11	3	0	2	0	0	15	0	2	0	0	0	0	0	4	8	0	0.5	0	2	0	16	8	8	20	1	0	0	1	0	0
259556	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1.5	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	1	0.5	0	0	1	0	0	0	0	0	0	0	0.5	1.5	4	0	6.5	0	0	0	0.5	5	3	0	0	3	1
826302	3	2	2	5	2	0	0	3	1	0	0	1	0	2	1	1	0	1	0	3	1	3	1	1	0	0	5	2	4	0	6	0	0	1	1	1	0	4	0	0	2	0	0	0	0	0	0	1	1	3	1.66666666666667	0.5	0	0	0	2	6.5	0	1	2	0.5	1	0	0.5	2	0	0	1	2	0	1	1	0	0	0	0	1
316544	2	0	4	2	3	1	0	14	4	1	0	0	0	4	2	5	0	0	0	0	5	8	0	0	1	6	0	4.5	1	0	3	0	0	0	2	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
320490	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0.5	4.5	0	0	0	1	0	0.5	0	0	3	0	5	0	5	11	0	0	1	0	0	0
196349	4	1	0	2	1	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	4	2.5	0	0	0	2	0	0	0	0	1	5	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.5	1	0	0	0	0.5	2	5.5	0	0	2.5	0	1	4.5	0	0	1	0	0	0
182984	3	15	4	14	6	12	0	1	1	2	0	13	1	2	11	2	9	17	0	0	14	6	21	4	1	0	13	0	0	0	0	10	16	11	3	9	1	0	6	22	10	0	0	0	0	0	3	0	27	7	0	0	0	0	4	4	0.5	2	0	0	0.5	2.5	7	2.5	1.5	5	2	1	0	0	0	0	0	1	0	0	0
