C4_1	A17_1	A9_1	C1_1	A24_1	A3_1	N5_1	A11_1	N5old_2	C4_2	A17_2	A9_2	C1_2	A24_2	A3_2	N5_2	A11_2	N5old_3	C4_3	A17_3	A9_3	C1_3	A3_3	N5_3	A11_3	N5old_4	C4_4	A17_4	A9_4	C1_4	A24_4	A3_4	A11_4	KEGG
2.15541137965947	3.53067905285637	3.61897719730257	2.400210663868	2.84525582500461	3.37828841485825	2.592045026528	3.50889599670472	4.01393013559795	3.52046107236376	2.33822934191746	2.4585338107702	3.51952271015366	2.86403742008813	2.29238229525829	3.47608306403525	2.25182516634171	2.45397563332431	3.63427210011799	3.37356303451073	2.32980289247529	3.57509799303063	1.74613207790168	2.6081924833668	3.66847668139152	3.99945029109466	2.42867217361692	3.92326332447307	2.42048279021102	2.71295768264211	3.4978521079034	2.65340839759191	3.7246287279692	C02502
0.401898498768546	0.851051285603237	-0.460498522909877	0.314387665678691	-1.05714950929622	-0.285634868440713	-3.18335593134854	-0.987257608077741	-0.339553026961543	0.205024480993114	0.997817475912655	0.625368742624314	1.18886651017137	-0.638938133172179	0.279898045858388	-0.631335958676576	0.0125021960271781	-0.902790312942933	0.572434289885205	0.388325525758706	-0.404199322446793	1.12945836591012	-0.0288918878127014	-1.65668152787357	-0.948846404922438	-0.0804693754268726	0.0650650679284368	1.48607798379213	-0.705348151759807	0.713818033570096	-2.15616958384761	-1.88241424166441	-1.06359088573894	C00230
0.397475104165423	NA	0.90361653083442	-0.434032724212219	0.331924692091743	-2.45203312195247	0.769769781162299	0.637639750260941	-1.83210026424823	0.939251919613326	-3.66794109179224	1.16932212994027	-0.240633292336891	0.845776415976861	-1.70421568483019	1.37039651106724	0.387346561481788	-1.31981229768233	-0.692976444194354	NA	0.865549215190857	0.057044618671064	-3.41490180287686	0.68573568754945	0.232932071047156	-1.21418348516406	NA	NA	0.803093799158862	-0.473079261419791	0.15173439163193	0.102891208970807	0.493364593280859	C11457
1.29096134830823	-1.13431883475478	3.00617021845099	0.62462278618964	0.901671124925514	-1.9841198802708	1.85222939838483	2.31744280187119	-1.83994713679526	1.64562434064836	-0.875803626565645	3.44586985388187	1.59148837344215	1.98998133483954	-0.868319614994682	2.71287297599931	2.10197966881092	-0.90855242869721	-1.18996948313147	0.404116097142751	2.96519471102162	1.61351971025094	-1.20687755602176	1.96086366776862	2.21144144521798	-1.22105833609582	-1.08965015926052	-0.964011863536754	2.85318597365118	0.95158157828083	1.16724711702527	2.09961266208636	2.33769389803217	C01744
-1.20472110050374	-1.28097405687425	-0.777232362201925	-1.30216338883297	-1.51124868643463	-1.43500891425369	-1.61735025740254	-1.14182359242088	-2.61871908420675	-1.11918123475847	-0.921985434923233	-0.272182790781436	-1.05678457916713	-1.12412249810978	-0.274594995273642	-1.34950364534952	-0.852815313851234	-1.84699787340242	-1.34636345283061	-0.55052455475596	-0.397062476184903	-0.89909378142865	-0.135845828441308	-2.34111673350182	-1.35751998951005	0.24970427897026	-1.43686522831933	-0.711816050443986	-0.0792517555160224	0.074589756090468	-1.06724859414296	-0.899490667186559	-0.201500749580983	C05145
-0.809403581372628	-1.21309565869274	-1.38486220240019	0.137243613584445	-0.74602144743	0.394855294880966	-1.05302644804614	0.3800935654989	-1.14227139454932	-1.15124733541562	-0.429851400661335	-0.281079108199801	0.519932675979653	-1.02170994015868	-0.467514119368914	-0.63751802026513	0.234583109658807	-0.830846273111099	0.158860233353028	-1.55962261646744	-0.759654308144142	0.558312008546761	-0.682411152521368	-1.4060447495687	0.160996282131627	0.157878911219619	-0.877006055577173	-0.439697582665506	-0.94634829570591	0.23500653646872	-2.11142945296552	-0.874937575282189	0.502611268576501	C01188
0.278262984129618	-1.94877752755478	1.58473557201524	1.24342335377782	1.75930460181785	-1.7004647369084	1.35120551635864	-2.11811694846997	-1.61972731853247	-1.58008192749477	-1.69252400818757	-1.72476478425263	1.18847571761597	1.73322435227228	-1.07441446086208	-1.89057190398321	-1.51877521739261	1.51948408494737	1.057335798988	-1.71142303063703	1.31719635588545	-1.76259873469996	-0.905277567698821	1.56696663489537	-1.69363013204642	-1.39868948489243	0.563286454970228	-1.55475578616946	1.60480211901573	-3.14741306656774	1.78131630334162	1.19560847472998	-2.15924613692573	PubChem(7971)
-5.15039548267478	2.34396064229503	0.19266929433865	1.57735095651832	-0.314380827435905	-5.47570707833402	-4.12149837415975	-4.35293883261017	-4.35035695223156	-4.54181395420206	2.44101813591469	0.966359066811961	-7.18922406023852	-0.450754230493814	-4.82314751005892	NA	-5.36121278486261	-4.61837313375796	-4.27207495691149	1.83366834910712	-2.92384559629591	2.09361025388096	1.14214321957568	-4.22388580550625	-4.94396045049942	-5.01265165712706	-4.53454778022563	2.41247003150844	-4.55066619840987	NA	-0.549612745643543	-5.55136699291512	-4.5800893665306	C00156
-0.0271596729564401	0.712396492516643	0.447840517446657	1.945831255911	-0.674053860296802	1.44776101376995	-1.92660363448292	0.326280169483034	-0.12085726256603	-1.79991063849671	0.201971836375911	0.99690410672833	2.60340280124977	-1.02844770024888	1.9787519479404	0.450814854074839	-0.826577585414842	-2.23452101045432	1.82313413443663	-1.09918289944303	1.0603341580253	3.00057350406814	-1.31649594795406	-2.59083021505533	-0.610989538928333	1.91814627055511	-1.15602279994006	1.53495798473331	-0.179334663738057	2.7374338981718	-0.528332159268171	-1.50494855393798	-1.49053385726639	C00642
5.53586376435947	2.69082373962222	3.20929528617756	1.67966040593538	2.8176070679147	4.64238795482388	4.23543264279176	3.71865912022935	3.73943276209774	6.51861426145043	2.50038157810451	3.07906033786054	4.90596543823223	2.78129332178431	3.25864230809882	3.59348537942394	3.59695032648541	3.34947306225343	7.40852646480062	1.99677162830639	3.03545558545445	3.60428322422921	1.95475475339088	3.59767537605358	3.5679096381988	3.71162981418265	5.93236779188019	2.71892646886734	3.51006314144186	6.33756230814675	2.1751912629876	2.87696453436652	4.14393993201784	C00431
