Rxn	KO	Reac	Prod	Path	ReacProd	stoichReac	stoichProd
R01635	K04102	C03233	C00230	00624	C03233 => C00230	1	1
R01635	K04102	C03233	C00230	01120	C03233 <=> C00230	1	1
R01639	K00854	C00231	C00310	00040	C00310 <=> C00231	1	1
R01639	K00854	C00310	C00231	00040	C00310 <=> C00231	1	1
R01641	K00615	C00117	C00118	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C00118	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C00118	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C00117	C00118	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C00118	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C05382	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C05382	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C05382	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C00117	C05382	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C05382	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00117	C05382	01230	C05382 <=> C00117 + C00231	1	1
R01641	K00615	C00118	C00117	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C00118	C00117	00710	C05382 + C00118 => C00231 + C00117	1	1
R01641	K00615	C00118	C00117	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00118	C00117	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C00118	C00117	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00118	C00117	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00118	C00231	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C00118	C00231	00710	C05382 + C00118 => C00231 + C00117	1	1
R01641	K00615	C00118	C00231	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00118	C00231	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C00118	C00231	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00118	C00231	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C00118	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C00118	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C00118	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C00231	C00118	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C00118	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C05382	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C05382	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C05382	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C00231	C05382	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C05382	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C00231	C05382	01230	C05382 <=> C00117 + C00231	1	1
R01641	K00615	C05382	C00117	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00117	00710	C05382 + C00118 => C00231 + C00117	1	1
R01641	K00615	C05382	C00117	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00117	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C05382	C00117	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00117	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00117	01230	C05382 <=> C00117 + C00231	1	1
R01641	K00615	C05382	C00231	00030	C05382 + C00118 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00231	00710	C05382 + C00118 => C00231 + C00117	1	1
R01641	K00615	C05382	C00231	01110	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00231	01120	C00118 + C05382 <=> C00117 + C00231	1	1
R01641	K00615	C05382	C00231	01130	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00231	01200	C00118 + C05382 <=> C00231 + C00117	1	1
R01641	K00615	C05382	C00231	01230	C05382 <=> C00117 + C00231	1	1
R01644	K00043	C00232	C00989	01200	C00232 <=> C00989	1	1
R01644	K00043	C00232	C00989	00650	C00989 <=> C00232	1	1
R01644	K00043	C00989	C00232	00650	C00989 <=> C00232	1	1
R01644	K00043	C00989	C00232	01200	C00232 <=> C00989	1	1
R01644	K08318	C00232	C00989	01200	C00232 <=> C00989	1	1
R01644	K08318	C00232	C00989	00650	C00989 <=> C00232	1	1
R01644	K08318	C00989	C00232	00650	C00989 <=> C00232	1	1
R01644	K08318	C00989	C00232	01200	C00232 <=> C00989	1	1
R01644	K18120	C00232	C00989	01200	C00232 <=> C00989	1	1
R01644	K18120	C00232	C00989	00650	C00989 <=> C00232	1	1
R01644	K18120	C00989	C00232	00650	C00989 <=> C00232	1	1
R01644	K18120	C00989	C00232	01200	C00232 <=> C00989	1	1
R01647	K02510	C00022	C06201	01120	C00232 + C00022 <=> C06201	1	1
R01647	K02510	C00232	C06201	01120	C00232 + C00022 <=> C06201	1	1
R01647	K02510	C06201	C00022	01120	C00232 + C00022 <=> C06201	1	1
R01647	K02510	C06201	C00232	00350	C06201 => C00232	1	1
R01647	K02510	C06201	C00232	01120	C00232 + C00022 <=> C06201	1	1
R01648	K00823	C00232	C00334	00250	C00334 <=> C00232	1	1
R01648	K00823	C00232	C00334	00650	C00334 <=> C00232	1	1
R01648	K00823	C00232	C00334	01120	C00334 <=> C00232	1	1
R01648	K00823	C00334	C00232	00250	C00334 <=> C00232	1	1
R01648	K00823	C00334	C00232	00650	C00334 <=> C00232	1	1
R01648	K00823	C00334	C00232	01120	C00334 <=> C00232	1	1
R01648	K07250	C00232	C00334	00250	C00334 <=> C00232	1	1
R01648	K07250	C00232	C00334	00650	C00334 <=> C00232	1	1
R01648	K07250	C00232	C00334	01120	C00334 <=> C00232	1	1
R01648	K07250	C00334	C00232	00250	C00334 <=> C00232	1	1
R01648	K07250	C00334	C00232	00650	C00334 <=> C00232	1	1
R01648	K07250	C00334	C00232	01120	C00334 <=> C00232	1	1
R01648	K13524	C00232	C00334	00250	C00334 <=> C00232	1	1
R01648	K13524	C00232	C00334	00650	C00334 <=> C00232	1	1
R01648	K13524	C00232	C00334	01120	C00334 <=> C00232	1	1
R01648	K13524	C00334	C00232	00250	C00334 <=> C00232	1	1
R01648	K13524	C00334	C00232	00650	C00334 <=> C00232	1	1
R01648	K13524	C00334	C00232	01120	C00334 <=> C00232	1	1
R01648	K14268	C00232	C00334	00250	C00334 <=> C00232	1	1
R01648	K14268	C00232	C00334	00650	C00334 <=> C00232	1	1
R01648	K14268	C00232	C00334	01120	C00334 <=> C00232	1	1
R01648	K14268	C00334	C00232	00250	C00334 <=> C00232	1	1
R01648	K14268	C00334	C00232	00650	C00334 <=> C00232	1	1
R01648	K14268	C00334	C00232	01120	C00334 <=> C00232	1	1
R01649	K18614	C00232	C01215	01120	C01215 <=> C00232	1	1
R01649	K18614	C01215	C00232	00750	C01215 => C00232	1	1
R01649	K18614	C01215	C00232	01120	C01215 <=> C00232	1	1
R01655	K00288	C00234	C00445	00720	C00234 => C00445	1	1
R01655	K00288	C00234	C00445	01200	C00234 => C00445	1	1
R01655	K00288	C00234	C00445	00670	C00445 <=> C00234	1	1
R01655	K00288	C00234	C00445	01120	C00445 <=> C00234	1	1
R01655	K00288	C00445	C00234	00670	C00445 <=> C00234	1	1
R01655	K00288	C00445	C00234	01120	C00445 <=> C00234	1	1
R01655	K01491	C00234	C00445	00720	C00234 => C00445	1	1
R01655	K01491	C00234	C00445	01200	C00234 => C00445	1	1
R01655	K01491	C00234	C00445	00670	C00445 <=> C00234	1	1
R01655	K01491	C00234	C00445	01120	C00445 <=> C00234	1	1
R01655	K01491	C00445	C00234	00670	C00445 <=> C00234	1	1
R01655	K01491	C00445	C00234	01120	C00445 <=> C00234	1	1
R01655	K13403	C00234	C00445	00720	C00234 => C00445	1	1
R01655	K13403	C00234	C00445	01200	C00234 => C00445	1	1
R01655	K13403	C00234	C00445	00670	C00445 <=> C00234	1	1
R01655	K13403	C00234	C00445	01120	C00445 <=> C00234	1	1
R01655	K13403	C00445	C00234	00670	C00445 <=> C00234	1	1
R01655	K13403	C00445	C00234	01120	C00445 <=> C00234	1	1
R01658	K00787	C00129	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K00787	C00129	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00787	C00129	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00787	C00235	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K00787	C00235	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00787	C00235	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00787	C00341	C00129	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00787	C00341	C00129	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00787	C00341	C00235	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00787	C00341	C00235	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00129	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K00795	C00129	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00129	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00235	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K00795	C00235	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00235	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00341	C00129	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00341	C00129	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00341	C00235	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00795	C00341	C00235	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00129	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K00804	C00129	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00129	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00235	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K00804	C00235	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00235	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00341	C00129	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00341	C00129	01130	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00341	C00235	01110	C00129 + C00235 <=> C00341	1	1
R01658	K00804	C00341	C00235	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00129	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K13787	C00129	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00129	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00235	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K13787	C00235	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00235	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00341	C00129	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00341	C00129	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00341	C00235	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13787	C00341	C00235	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00129	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K13789	C00129	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00129	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00235	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K13789	C00235	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00235	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00341	C00129	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00341	C00129	01130	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00341	C00235	01110	C00129 + C00235 <=> C00341	1	1
R01658	K13789	C00341	C00235	01130	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00129	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K14066	C00129	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00129	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00235	C00341	00900	C00129 + C00235 => C00341	1	1
R01658	K14066	C00235	C00341	01110	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00235	C00341	01130	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00341	C00129	01110	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00341	C00129	01130	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00341	C00235	01110	C00129 + C00235 <=> C00341	1	1
R01658	K14066	C00341	C00235	01130	C00129 + C00235 <=> C00341	1	1
R01660	K11809	C00103	C01231	00500	C00103 => C01231	1	1
R01662	K01837	C00236	C01159	00010	C00236 <=> C01159	1	1
R01662	K01837	C01159	C00236	00010	C00236 <=> C01159	1	1
R01663	K01493	C00239	C00365	00240	C00239 => C00365	1	1
R01664	K01081	C00239	C00881	00240	C00239 => C00881	1	1
R01664	K03787	C00239	C00881	00240	C00239 => C00881	1	1
R01664	K08693	C00239	C00881	00240	C00239 => C00881	1	1
R01664	K08722	C00239	C00881	00240	C00239 => C00881	1	1
R01664	K08723	C00239	C00881	00240	C00239 => C00881	1	1
R01664	K11751	C00239	C00881	00240	C00239 => C00881	1	1
R01664	K19970	C00239	C00881	00240	C00239 => C00881	1	1
R01664	K20881	C00239	C00881	00240	C00239 => C00881	1	1
R01665	K00945	C00239	C00705	00240	C00239 <=> C00705	1	1
R01665	K00945	C00705	C00239	00240	C00239 <=> C00705	1	1
R01665	K13799	C00239	C00705	00240	C00239 <=> C00705	1	1
R01665	K13799	C00705	C00239	00240	C00239 <=> C00705	1	1
R01665	K13800	C00239	C00705	00240	C00239 <=> C00705	1	1
R01665	K13800	C00705	C00239	00240	C00239 <=> C00705	1	1
R01665	K13809	C00239	C00705	00240	C00239 <=> C00705	1	1
R01665	K13809	C00705	C00239	00240	C00239 <=> C00705	1	1
R01666	K00893	C00881	C00239	00240	C00881 => C00239	1	1
R01666	K15519	C00881	C00239	00240	C00881 => C00239	1	1
R01666	K21057	C00881	C00239	00240	C00881 => C00239	1	1
R01667	K16904	C00705	C00239	00240	C00705 => C00239	1	1
R01668	K16904	C00458	C00239	00240	C00458 => C00239	1	1
R01669	K19796	C00101	C00143	00670	C00143 <=> C00101	1	1
R01669	K19796	C00143	C00101	00670	C00143 <=> C00101	1	1
R01669	K19796	C00239	C03997	00240	C00239 => C03997	1	1
R01676	K01487	C00242	C00385	00230	C00242 => C00385	1	1
R01677	K01239	C00387	C00242	00230	C00387 => C00242	1	1
R01677	K10213	C00387	C00242	00230	C00387 => C00242	1	1
R01678	K01190	C00243	C00124	00052	C00243 => C00124 + C00267	1	1
R01678	K01190	C00243	C00267	00052	C00243 => C00124 + C00267	1	1
R01678	K01229	C00243	C00124	00052	C00243 => C00124 + C00267	1	1
R01678	K01229	C00243	C00267	00052	C00243 => C00124 + C00267	1	1
R01678	K12111	C00243	C00124	00052	C00243 => C00124 + C00267	1	1
R01678	K12111	C00243	C00267	00052	C00243 => C00124 + C00267	1	1
R01678	K12112	C00243	C00124	00052	C00243 => C00124 + C00267	1	1
R01678	K12112	C00243	C00267	00052	C00243 => C00124 + C00267	1	1
R01678	K12309	C00243	C00124	00052	C00243 => C00124 + C00267	1	1
R01678	K12309	C00243	C00267	00052	C00243 => C00124 + C00267	1	1
R01682	K01580	C00506	C00245	00430	C00506 => C00245	1	1
R01682	K01594	C00506	C00245	00430	C00506 => C00245	1	1
R01684	K15372	C00026	C00025	00430	C00026 + C00245 => C00025 + C00593	1	1
R01684	K15372	C00026	C00593	00430	C00026 + C00245 => C00025 + C00593	1	1
R01684	K15372	C00245	C00025	00430	C00026 + C00245 => C00025 + C00593	1	1
R01684	K15372	C00245	C00593	00430	C00026 + C00245 => C00025 + C00593	1	1
R01685	K07255	C00245	C00593	00430	C00245 => C00593	1	1
R01685	K07256	C00245	C00593	00430	C00245 => C00593	1	1
R01687	K00681	C00245	C05844	00430	C00245 => C05844	1	1
R01687	K18592	C00245	C05844	00430	C00245 => C05844	1	1
R01688	K00929	C00246	C02527	00650	C00246 <=> C02527	1	1
R01688	K00929	C02527	C00246	00650	C00246 <=> C02527	1	1
R01706	K00665	C05764	C00249	00061	C05764 => C00249	1	1
R01706	K00665	C05764	C00249	01212	C05764 => C00249	1	1
R01706	K10781	C05764	C00249	00061	C05764 => C00249	1	1
R01706	K10781	C05764	C00249	01212	C05764 => C00249	1	1
R01707	K18609	C00250	C00971	00750	C00250 <=> C00971	1	1
R01707	K18609	C00250	C00971	01120	C00250 <=> C00971	1	1
R01707	K18609	C00971	C00250	00750	C00250 <=> C00971	1	1
R01707	K18609	C00971	C00250	01120	C00250 <=> C00971	1	1
R01708	K05275	C00250	C00314	00750	C00314 <=> C00250	1	1
R01708	K05275	C00250	C00314	01120	C00314 <=> C00250	1	1
R01708	K05275	C00314	C00250	00750	C00314 <=> C00250	1	1
R01708	K05275	C00314	C00250	01120	C00314 <=> C00250	1	1
R01709	K00157	C00250	C00847	00750	C00250 => C00847	1	1
R01709	K00157	C00250	C00847	01120	C00250 <=> C00847	1	1
R01709	K00157	C00847	C00250	01120	C00250 <=> C00847	1	1
R01710	K00275	C00250	C00534	00750	C00534 <=> C00250	1	1
R01710	K00275	C00250	C00534	01120	C00534 <=> C00250	1	1
R01710	K00275	C00534	C00250	00750	C00534 <=> C00250	1	1
R01710	K00275	C00534	C00250	01120	C00534 <=> C00250	1	1
R01711	K00275	C00250	C00314	00750	C00314 <=> C00250	1	1
R01711	K00275	C00250	C00314	01120	C00314 <=> C00250	1	1
R01711	K00275	C00314	C00250	00750	C00314 <=> C00250	1	1
R01711	K00275	C00314	C00250	01120	C00314 <=> C00250	1	1
R01711	K18607	C00250	C00314	00750	C00314 <=> C00250	1	1
R01711	K18607	C00250	C00314	01120	C00314 <=> C00250	1	1
R01711	K18607	C00314	C00250	00750	C00314 <=> C00250	1	1
R01711	K18607	C00314	C00250	01120	C00314 <=> C00250	1	1
R01712	K18608	C00250	C00534	00750	C00534 <=> C00250	1	1
R01712	K18608	C00250	C00534	01120	C00534 <=> C00250	1	1
R01712	K18608	C00534	C00250	00750	C00534 <=> C00250	1	1
R01712	K18608	C00534	C00250	01120	C00534 <=> C00250	1	1
R01714	K01736	C00251	C01269	01110	C01269 <=> C00251	1	1
R01714	K01736	C00251	C01269	01130	C01269 <=> C00251	1	1
R01714	K01736	C01269	C00251	00400	C01269 => C00251	1	1
R01714	K01736	C01269	C00251	01110	C01269 <=> C00251	1	1
R01714	K01736	C01269	C00251	01130	C01269 <=> C00251	1	1
R01714	K01736	C01269	C00251	01230	C01269 => C00251	1	1
R01715	K01850	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K01850	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K01850	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K01850	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K01850	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K01850	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K01850	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K04092	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K04092	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K04092	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K04092	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K04092	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K04092	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K04092	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K04093	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K04093	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K04093	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K04093	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K04093	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K04093	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K04093	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K04516	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K04516	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K04516	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K04516	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K04516	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K04516	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K04516	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K06208	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K06208	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K06208	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K06208	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K06208	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K06208	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K06208	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K06209	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K06209	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K06209	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K06209	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K06209	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K06209	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K06209	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K13853	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K13853	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K13853	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K13853	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K13853	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K13853	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K13853	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K14170	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K14170	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K14170	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K14170	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K14170	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K14170	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K14170	C00254	C00251	01130	C00251 <=> C00254	1	1
R01715	K14187	C00251	C00254	00400	C00251 <=> C00254	1	1
R01715	K14187	C00251	C00254	01110	C00251 <=> C00254	1	1
R01715	K14187	C00251	C00254	01130	C00251 <=> C00254	1	1
R01715	K14187	C00251	C00254	01230	C00251 => C00254	1	1
R01715	K14187	C00254	C00251	00400	C00251 <=> C00254	1	1
R01715	K14187	C00254	C00251	01110	C00251 <=> C00254	1	1
R01715	K14187	C00254	C00251	01130	C00251 <=> C00254	1	1
R01716	K01664	C00251	C11355	00790	C00251 => C11355	1	1
R01716	K01665	C00251	C11355	00790	C00251 => C11355	1	1
R01716	K03342	C00251	C11355	00790	C00251 => C11355	1	1
R01716	K13950	C00251	C11355	00790	C00251 => C11355	1	1
R01717	K01851	C00251	C00885	00130	C00251 <=> C00885	1	1
R01717	K01851	C00251	C00885	01053	C00251 => C00885	1	1
R01717	K01851	C00251	C00885	01110	C00251 <=> C00885	1	1
R01717	K01851	C00251	C00885	01130	C00251 <=> C00885	1	1
R01717	K01851	C00885	C00251	00130	C00251 <=> C00885	1	1
R01717	K01851	C00885	C00251	01110	C00251 <=> C00885	1	1
R01717	K01851	C00885	C00251	01130	C00251 <=> C00885	1	1
R01717	K02361	C00251	C00885	00130	C00251 <=> C00885	1	1
R01717	K02361	C00251	C00885	01053	C00251 => C00885	1	1
R01717	K02361	C00251	C00885	01110	C00251 <=> C00885	1	1
R01717	K02361	C00251	C00885	01130	C00251 <=> C00885	1	1
R01717	K02361	C00885	C00251	00130	C00251 <=> C00885	1	1
R01717	K02361	C00885	C00251	01110	C00251 <=> C00885	1	1
R01717	K02361	C00885	C00251	01130	C00251 <=> C00885	1	1
R01717	K02552	C00251	C00885	00130	C00251 <=> C00885	1	1
R01717	K02552	C00251	C00885	01053	C00251 => C00885	1	1
R01717	K02552	C00251	C00885	01110	C00251 <=> C00885	1	1
R01717	K02552	C00251	C00885	01130	C00251 <=> C00885	1	1
R01717	K02552	C00885	C00251	00130	C00251 <=> C00885	1	1
R01717	K02552	C00885	C00251	01110	C00251 <=> C00885	1	1
R01717	K02552	C00885	C00251	01130	C00251 <=> C00885	1	1
R01717	K14759	C00251	C00885	00130	C00251 <=> C00885	1	1
R01717	K14759	C00251	C00885	01053	C00251 => C00885	1	1
R01717	K14759	C00251	C00885	01110	C00251 <=> C00885	1	1
R01717	K14759	C00251	C00885	01130	C00251 <=> C00885	1	1
R01717	K14759	C00885	C00251	00130	C00251 <=> C00885	1	1
R01717	K14759	C00885	C00251	01110	C00251 <=> C00885	1	1
R01717	K14759	C00885	C00251	01130	C00251 <=> C00885	1	1
R01718	K01182	C00252	C00031	00500	C00252 => C00031	1	1
R01718	K01203	C00252	C00031	00500	C00252 => C00031	1	1
R01720	K20445	C00253	C01020	00760	C00253 => C01020	1	1
R01720	K20445	C00253	C01020	01120	C00253 <=> C01020	1	1
R01720	K20445	C01020	C00253	01120	C00253 <=> C01020	1	1
R01720	K20446	C00253	C01020	00760	C00253 => C01020	1	1
R01720	K20446	C00253	C01020	01120	C00253 <=> C01020	1	1
R01720	K20446	C01020	C00253	01120	C00253 <=> C01020	1	1
R01720	K20447	C00253	C01020	00760	C00253 => C01020	1	1
R01720	K20447	C00253	C01020	01120	C00253 <=> C01020	1	1
R01720	K20447	C01020	C00253	01120	C00253 <=> C01020	1	1
R01720	K20448	C00253	C01020	00760	C00253 => C01020	1	1
R01720	K20448	C00253	C01020	01120	C00253 <=> C01020	1	1
R01720	K20448	C01020	C00253	01120	C00253 <=> C01020	1	1
R01724	K00763	C00253	C01185	00760	C01185 <=> C00253	1	1
R01724	K00763	C01185	C00253	00760	C01185 <=> C00253	1	1
R01728	K00210	C00254	C01179	00400	C00254 <=> C01179	1	1
R01728	K00210	C00254	C01179	00401	C00254 => C01179	1	1
R01728	K00210	C00254	C01179	01110	C00254 <=> C01179	1	1
R01728	K00210	C00254	C01179	01130	C00254 <=> C01179	1	1
R01728	K00210	C00254	C01179	01230	C00254 => C01179	1	1
R01728	K00210	C01179	C00254	00400	C00254 <=> C01179	1	1
R01728	K00210	C01179	C00254	01110	C00254 <=> C01179	1	1
R01728	K00210	C01179	C00254	01130	C00254 <=> C01179	1	1
R01728	K00220	C00254	C01179	00400	C00254 <=> C01179	1	1
R01728	K00220	C00254	C01179	00401	C00254 => C01179	1	1
R01728	K00220	C00254	C01179	01110	C00254 <=> C01179	1	1
R01728	K00220	C00254	C01179	01130	C00254 <=> C01179	1	1
R01728	K00220	C00254	C01179	01230	C00254 => C01179	1	1
R01728	K00220	C01179	C00254	00400	C00254 <=> C01179	1	1
R01728	K00220	C01179	C00254	01110	C00254 <=> C01179	1	1
