Rxn	KO	Reac	Prod	Path	ReacProd	stoichReac	stoichProd
R00005	K01457	C00011	C01010	01120	C01010 <=> C00011	2	1
R00005	K01457	C01010	C00011	00220	C01010 => C00011	1	2
R00005	K01457	C01010	C00011	00791	C01010 => C00011	1	2
R00005	K01457	C01010	C00011	01120	C01010 <=> C00011	1	2
R00005	K14541	C00011	C01010	01120	C01010 <=> C00011	2	1
R00005	K14541	C01010	C00011	00220	C01010 => C00011	1	2
R00005	K14541	C01010	C00011	00791	C01010 => C00011	1	2
R00005	K14541	C01010	C00011	01120	C01010 <=> C00011	1	2
R00006	K01652	C00022	C00900	00770	C00022 => C00900	2	1
R00006	K01653	C00022	C00900	00770	C00022 => C00900	2	1
R00006	K11258	C00022	C00900	00770	C00022 => C00900	2	1
R00008	K10218	C00022	C06033	00660	C00022 => C06033	2	1
R00008	K10218	C00022	C06033	01120	C06033 <=> C00022	2	1
R00008	K10218	C06033	C00022	00362	C06033 => C00022	1	2
R00008	K10218	C06033	C00022	01120	C06033 <=> C00022	1	2
R00009	K03781	C00007	C00027	01110	C00027 <=> C00007	1	2
R00009	K03781	C00007	C00027	01130	C00027 <=> C00007	1	2
R00009	K03781	C00027	C00007	00630	C00027 => C00007	2	1
R00009	K03781	C00027	C00007	01110	C00027 <=> C00007	2	1
R00009	K03781	C00027	C00007	01130	C00027 <=> C00007	2	1
R00010	K01194	C01083	C00031	00500	C01083 => C00031	1	2
R00013	K01608	C00048	C01146	00630	C00048 => C01146	2	1
R00014	K00161	C00022	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K00161	C00022	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K00161	C00022	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K00161	C00022	C05125	01110	C00022 <=> C05125	1	1
R00014	K00161	C00068	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K00161	C00068	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K00161	C00068	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K00161	C05125	C00022	01110	C00022 <=> C05125	1	1
R00014	K00162	C00022	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K00162	C00022	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K00162	C00022	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K00162	C00022	C05125	01110	C00022 <=> C05125	1	1
R00014	K00162	C00068	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K00162	C00068	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K00162	C00068	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K00162	C05125	C00022	01110	C00022 <=> C05125	1	1
R00014	K00163	C00022	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K00163	C00022	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K00163	C00022	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K00163	C00022	C05125	01110	C00022 <=> C05125	1	1
R00014	K00163	C00068	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K00163	C00068	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K00163	C00068	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K00163	C05125	C00022	01110	C00022 <=> C05125	1	1
R00014	K01568	C00022	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K01568	C00022	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K01568	C00022	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K01568	C00022	C05125	01110	C00022 <=> C05125	1	1
R00014	K01568	C00068	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K01568	C00068	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K01568	C00068	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K01568	C05125	C00022	01110	C00022 <=> C05125	1	1
R00014	K01652	C00022	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K01652	C00022	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K01652	C00022	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K01652	C00022	C05125	01110	C00022 <=> C05125	1	1
R00014	K01652	C00068	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K01652	C00068	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K01652	C00068	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K01652	C05125	C00022	01110	C00022 <=> C05125	1	1
R00014	K01653	C00022	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K01653	C00022	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K01653	C00022	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K01653	C00022	C05125	01110	C00022 <=> C05125	1	1
R00014	K01653	C00068	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K01653	C00068	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K01653	C00068	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K01653	C05125	C00022	01110	C00022 <=> C05125	1	1
R00014	K11258	C00022	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K11258	C00022	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K11258	C00022	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K11258	C00022	C05125	01110	C00022 <=> C05125	1	1
R00014	K11258	C00068	C05125	00010	C00022 + C00068 => C05125	1	1
R00014	K11258	C00068	C05125	00020	C00068 + C00022 => C05125	1	1
R00014	K11258	C00068	C05125	00620	C00068 + C00022 => C05125	1	1
R00014	K11258	C05125	C00022	01110	C00022 <=> C05125	1	1
R00018	K00808	C00134	C06366	00960	C00134 => C06366	2	1
R00018	K00808	C00134	C06366	01110	C00134 <=> C06366	2	1
R00018	K00808	C06366	C00134	01110	C00134 <=> C06366	1	2
R00021	K00284	C00025	C00064	01120	C00025 <=> C00064	2	1
R00021	K00284	C00026	C00025	00630	C00026 + C00064 => C00025	1	2
R00021	K00284	C00064	C00025	00630	C00026 + C00064 => C00025	1	2
R00021	K00284	C00064	C00025	00910	C00025 <= C00064	1	2
R00021	K00284	C00064	C00025	01120	C00025 <=> C00064	1	2
R00022	K01207	C01674	C00140	00520	C01674 => C00140	1	2
R00022	K12373	C01674	C00140	00520	C01674 => C00140	1	2
R00024	K01601	C00001	C00197	00710	C00001 + C01182 + C00011 => C00197	1	2
R00024	K01601	C00001	C00197	01120	C00001 + C01182 + C00011 <=> C00197	1	2
R00024	K01601	C00011	C00197	00710	C00001 + C01182 + C00011 => C00197	1	2
R00024	K01601	C00011	C00197	01120	C00001 + C01182 + C00011 <=> C00197	1	2
R00024	K01601	C00197	C00001	01120	C00001 + C01182 + C00011 <=> C00197	2	1
R00024	K01601	C00197	C00011	01120	C00001 + C01182 + C00011 <=> C00197	2	1
R00024	K01601	C00197	C01182	01120	C00001 + C01182 + C00011 <=> C00197	2	1
R00024	K01601	C01182	C00197	00710	C00001 + C01182 + C00011 => C00197	1	2
R00024	K01601	C01182	C00197	01120	C00001 + C01182 + C00011 <=> C00197	1	2
R00024	K01601	C01182	C00197	01200	C01182 => C00197	1	2
R00024	K01602	C00001	C00197	00710	C00001 + C01182 + C00011 => C00197	1	2
R00024	K01602	C00001	C00197	01120	C00001 + C01182 + C00011 <=> C00197	1	2
R00024	K01602	C00011	C00197	00710	C00001 + C01182 + C00011 => C00197	1	2
R00024	K01602	C00011	C00197	01120	C00001 + C01182 + C00011 <=> C00197	1	2
R00024	K01602	C00197	C00001	01120	C00001 + C01182 + C00011 <=> C00197	2	1
R00024	K01602	C00197	C00011	01120	C00001 + C01182 + C00011 <=> C00197	2	1
R00024	K01602	C00197	C01182	01120	C00001 + C01182 + C00011 <=> C00197	2	1
R00024	K01602	C01182	C00197	00710	C00001 + C01182 + C00011 => C00197	1	2
R00024	K01602	C01182	C00197	01120	C00001 + C01182 + C00011 <=> C00197	1	2
R00024	K01602	C01182	C00197	01200	C01182 => C00197	1	2
R00025	K00459	C18091	C00088	00910	C18091 => C00088	1	1
R00028	K01187	C00208	C00031	00500	C00208 => C00031	1	2
R00028	K12047	C00208	C00031	00500	C00208 => C00031	1	2
R00028	K12316	C00208	C00031	00500	C00208 => C00031	1	2
R00028	K12317	C00208	C00031	00500	C00208 => C00031	1	2
R00031	K00422	C00082	C00355	00350	C00082 => C00355	2	2
R00031	K00422	C00082	C00355	00950	C00082 => C00355	2	2
R00031	K00422	C00082	C00355	01110	C00082 <=> C00355	2	2
R00031	K00422	C00355	C00082	01110	C00082 <=> C00355	2	2
R00032	K00515	C02094	C00376	00830	C02094 => C00376	1	2
R00036	K01698	C00430	C00931	00860	C00430 => C00931	2	1
R00036	K01698	C00430	C00931	01110	C00430 <=> C00931	2	1
R00036	K01698	C00430	C00931	01120	C00430 <=> C00931	2	1
R00036	K01698	C00931	C00430	01110	C00430 <=> C00931	1	2
R00036	K01698	C00931	C00430	01120	C00430 <=> C00931	1	2
R00045	K00422	C00355	C00822	00350	C00355 => C00822	2	2
R00048	K07518	C01089	C04546	00650	C04546 <=> C01089	2	1
R00048	K07518	C04546	C01089	00650	C04546 <=> C01089	1	2
R00059	K01453	C01255	C02378	00930	C01255 => C02378	1	2
R00059	K01453	C01255	C02378	01120	C01255 <=> C02378	1	2
R00059	K01453	C02378	C01255	01120	C01255 <=> C02378	2	1
R00066	K00793	C00255	C04332	01110	C04332 <=> C00255	1	2
R00066	K00793	C04332	C00255	00740	C04332 => C04732 + C00255	2	1
R00066	K00793	C04332	C00255	01110	C04332 <=> C00255	2	1
R00066	K00793	C04332	C04732	00740	C04332 => C04732 + C00255	2	1
R00068	K00423	C00072	C05422	00053	C00072 => C05422	2	2
R00073	K00509	C05956	C00427	00590	C05956 => C00427	1	1
R00073	K11987	C05956	C00427	00590	C05956 => C00427	1	1
R00074	K20204	C01987	C02161	00380	C01987 => C02161	4	2
R00074	K20219	C01987	C02161	00380	C01987 => C02161	4	2
R00078	K03594	C14818	C14819	00860	C14818 => C14819	4	4
R00078	K13624	C14818	C14819	00860	C14818 => C14819	4	4
R00078	K14735	C14818	C14819	00860	C14818 => C14819	4	4
R00078	K19054	C14818	C14819	00860	C14818 => C14819	4	4
R00078	K22336	C14818	C14819	00860	C14818 => C14819	4	4
R00084	K01749	C00931	C01024	00860	C00931 => C01024	4	1
R00084	K01749	C00931	C01024	01110	C00931 <=> C01024	4	1
R00084	K01749	C00931	C01024	01120	C00931 <=> C01024	4	1
R00084	K01749	C01024	C00931	01110	C00931 <=> C01024	1	4
R00084	K01749	C01024	C00931	01120	C00931 <=> C01024	1	4
R00086	K01509	C00002	C00008	00230	C00002 => C00008	1	1
R00086	K01510	C00002	C00008	00230	C00002 => C00008	1	1
R00086	K01533	C00002	C00008	00230	C00002 => C00008	1	1
R00086	K04765	C00002	C00008	00230	C00002 => C00008	1	1
R00086	K06928	C00002	C00008	00230	C00002 => C00008	1	1
R00086	K14641	C00002	C00008	00230	C00002 => C00008	1	1
R00086	K14642	C00002	C00008	00230	C00002 => C00008	1	1
R00086	K17686	C00002	C00008	00230	C00002 => C00008	1	1
R00087	K01513	C00002	C00020	00230	C00002 => C00020	1	1
R00087	K04765	C00002	C00020	00230	C00002 => C00020	1	1
R00089	K01768	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K05851	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K05873	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08041	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08042	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08043	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08044	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08045	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08046	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08047	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08048	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K08049	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K11029	C00002	C00575	00230	C00002 => C00575	1	1
R00089	K11265	C00002	C00575	00230	C00002 => C00575	1	1
R00093	K00264	C00025	C00026	01110	C00025 <=> C00026	2	1
R00093	K00264	C00025	C00026	01130	C00025 <=> C00026	2	1
R00093	K00264	C00025	C00064	01120	C00025 <=> C00064	2	1
R00093	K00264	C00026	C00025	00250	C00064 + C00026 => C00025	1	2
R00093	K00264	C00026	C00025	01110	C00025 <=> C00026	1	2
R00093	K00264	C00026	C00025	01130	C00025 <=> C00026	1	2
R00093	K00264	C00064	C00025	00250	C00064 + C00026 => C00025	1	2
R00093	K00264	C00064	C00025	00910	C00025 <= C00064	1	2
R00093	K00264	C00064	C00025	01120	C00025 <=> C00064	1	2
R00093	K00265	C00025	C00026	01110	C00025 <=> C00026	2	1
R00093	K00265	C00025	C00026	01130	C00025 <=> C00026	2	1
R00093	K00265	C00025	C00064	01120	C00025 <=> C00064	2	1
R00093	K00265	C00026	C00025	00250	C00064 + C00026 => C00025	1	2
R00093	K00265	C00026	C00025	01110	C00025 <=> C00026	1	2
R00093	K00265	C00026	C00025	01130	C00025 <=> C00026	1	2
R00093	K00265	C00064	C00025	00250	C00064 + C00026 => C00025	1	2
R00093	K00265	C00064	C00025	00910	C00025 <= C00064	1	2
R00093	K00265	C00064	C00025	01120	C00025 <=> C00064	1	2
R00093	K00266	C00025	C00026	01110	C00025 <=> C00026	2	1
R00093	K00266	C00025	C00026	01130	C00025 <=> C00026	2	1
R00093	K00266	C00025	C00064	01120	C00025 <=> C00064	2	1
R00093	K00266	C00026	C00025	00250	C00064 + C00026 => C00025	1	2
R00093	K00266	C00026	C00025	01110	C00025 <=> C00026	1	2
R00093	K00266	C00026	C00025	01130	C00025 <=> C00026	1	2
R00093	K00266	C00064	C00025	00250	C00064 + C00026 => C00025	1	2
R00093	K00266	C00064	C00025	00910	C00025 <= C00064	1	2
R00093	K00266	C00064	C00025	01120	C00025 <=> C00064	1	2
R00095	K08232	C01041	C00072	00053	C01041 => C00072	2	2
R00097	K05368	C00992	C00541	00860	C00992 => C00541	2	2
R00100	K00326	C00996	C00999	00520	C00996 => C00999	2	2
R00102	K01242	C00003	C00153	00760	C00003 => C00153	1	1
R00102	K11121	C00003	C00153	00760	C00003 => C00153	1	1
R00102	K18152	C00003	C00153	00760	C00003 => C00153	1	1
R00102	K18153	C00003	C00153	00760	C00003 => C00153	1	1
R00102	K19980	C00003	C00153	00760	C00003 => C00153	1	1
R00103	K01513	C00003	C00455	00760	C00003 => C00455	1	1
R00103	K03426	C00003	C00455	00760	C00003 => C00455	1	1
R00103	K04765	C00003	C00455	00760	C00003 => C00455	1	1
R00104	K00858	C00003	C00006	00760	C00003 => C00006	1	1
R00107	K21682	C00992	C00541	00860	C00992 => C00541	2	2
R00111	K13240	C05933	C00533	00330	C05933 => C00533	2	2
R00111	K13241	C05933	C00533	00330	C05933 => C00533	2	2
R00111	K13242	C05933	C00533	00330	C05933 => C00533	2	2
R00111	K13427	C05933	C00533	00330	C05933 => C00533	2	2
R00112	K00322	C00003	C00006	00760	C00003 <=> C00006	1	1
R00112	K00322	C00006	C00003	00760	C00003 <=> C00006	1	1
R00112	K00323	C00003	C00006	00760	C00003 <=> C00006	1	1
R00112	K00323	C00006	C00003	00760	C00003 <=> C00006	1	1
R00112	K00324	C00003	C00006	00760	C00003 <=> C00006	1	1
R00112	K00324	C00006	C00003	00760	C00003 <=> C00006	1	1
R00112	K00325	C00003	C00006	00760	C00003 <=> C00006	1	1
R00112	K00325	C00006	C00003	00760	C00003 <=> C00006	1	1
R00114	K00264	C00025	C00026	01110	C00025 <=> C00026	2	1
R00114	K00264	C00025	C00026	01130	C00025 <=> C00026	2	1
R00114	K00264	C00025	C00064	01120	C00025 <=> C00064	2	1
R00114	K00264	C00026	C00025	00250	C00026 => C00025	1	2
R00114	K00264	C00026	C00025	01110	C00025 <=> C00026	1	2
R00114	K00264	C00026	C00025	01130	C00025 <=> C00026	1	2
R00114	K00264	C00064	C00025	00910	C00025 <= C00064	1	2
R00114	K00264	C00064	C00025	01230	C00064 => C00025	1	2
R00114	K00264	C00064	C00025	01120	C00025 <=> C00064	1	2
R00114	K00265	C00025	C00026	01110	C00025 <=> C00026	2	1
R00114	K00265	C00025	C00026	01130	C00025 <=> C00026	2	1
R00114	K00265	C00025	C00064	01120	C00025 <=> C00064	2	1
R00114	K00265	C00026	C00025	00250	C00026 => C00025	1	2
R00114	K00265	C00026	C00025	01110	C00025 <=> C00026	1	2
R00114	K00265	C00026	C00025	01130	C00025 <=> C00026	1	2
R00114	K00265	C00064	C00025	00910	C00025 <= C00064	1	2
R00114	K00265	C00064	C00025	01230	C00064 => C00025	1	2
R00114	K00265	C00064	C00025	01120	C00025 <=> C00064	1	2
R00114	K00266	C00025	C00026	01110	C00025 <=> C00026	2	1
R00114	K00266	C00025	C00026	01130	C00025 <=> C00026	2	1
R00114	K00266	C00025	C00064	01120	C00025 <=> C00064	2	1
R00114	K00266	C00026	C00025	00250	C00026 => C00025	1	2
R00114	K00266	C00026	C00025	01110	C00025 <=> C00026	1	2
R00114	K00266	C00026	C00025	01130	C00025 <=> C00026	1	2
R00114	K00266	C00064	C00025	00910	C00025 <= C00064	1	2
R00114	K00266	C00064	C00025	01230	C00064 => C00025	1	2
R00114	K00266	C00064	C00025	01120	C00025 <=> C00064	1	2
R00115	K00383	C00005	C00006	00480	C00127 + C00005 => C00006 + C00051	1	1
R00115	K00383	C00005	C00051	00480	C00127 + C00005 => C00006 + C00051	1	2
R00115	K00383	C00127	C00006	00480	C00127 + C00005 => C00006 + C00051	1	1
R00115	K00383	C00127	C00051	00480	C00127 + C00005 => C00006 + C00051	1	2
R00119	K01242	C00006	C00153	00760	C00006 => C00153	1	1
R00119	K18152	C00006	C00153	00760	C00006 => C00153	1	1
R00122	K01510	C00008	C00020	00230	C00008 => C00020	1	1
R00122	K14641	C00008	C00020	00230	C00008 => C00020	1	1
R00122	K14642	C00008	C00020	00230	C00008 => C00020	1	1
R00124	K00940	C00002	C00008	00230	C00008 <=> C00002	1	1
R00124	K00940	C00002	C00008	01110	C00008 <=> C00002	1	1
R00124	K00940	C00002	C00008	01130	C00008 <=> C00002	1	1
R00124	K00940	C00008	C00002	00230	C00008 <=> C00002	1	1
R00124	K00940	C00008	C00002	01110	C00008 <=> C00002	1	1
R00124	K00940	C00008	C00002	01130	C00008 <=> C00002	1	1
R00124	K18533	C00002	C00008	00230	C00008 <=> C00002	1	1
R00124	K18533	C00002	C00008	01110	C00008 <=> C00002	1	1
R00124	K18533	C00002	C00008	01130	C00008 <=> C00002	1	1
R00124	K18533	C00008	C00002	00230	C00008 <=> C00002	1	1
R00124	K18533	C00008	C00002	01110	C00008 <=> C00002	1	1
R00124	K18533	C00008	C00002	01130	C00008 <=> C00002	1	1
R00125	K01525	C01260	C00008	00230	C01260 => C00008	1	2
R00126	K00988	C00008	C01260	00230	C00008 => C01260	1	1
R00126	K19710	C00008	C01260	00230	C00008 => C01260	1	1
R00127	K00939	C00008	C00020	00230	C00020 <=> C00008	2	1
R00127	K00939	C00008	C00020	01110	C00020 <=> C00008	2	1
R00127	K00939	C00008	C00020	01130	C00020 <=> C00008	2	1
R00127	K00939	C00020	C00008	00230	C00020 <=> C00008	1	2
R00127	K00939	C00020	C00008	01110	C00020 <=> C00008	1	2
R00127	K00939	C00020	C00008	01130	C00020 <=> C00008	1	2
R00127	K18532	C00008	C00020	00230	C00020 <=> C00008	2	1
R00127	K18532	C00008	C00020	01110	C00020 <=> C00008	2	1
R00127	K18532	C00008	C00020	01130	C00020 <=> C00008	2	1
R00127	K18532	C00020	C00008	00230	C00020 <=> C00008	1	2
R00127	K18532	C00020	C00008	01110	C00020 <=> C00008	1	2
R00127	K18532	C00020	C00008	01130	C00020 <=> C00008	1	2
R00127	K18533	C00008	C00020	00230	C00020 <=> C00008	2	1
R00127	K18533	C00008	C00020	01110	C00020 <=> C00008	2	1
R00127	K18533	C00008	C00020	01130	C00020 <=> C00008	2	1
R00127	K18533	C00020	C00008	00230	C00020 <=> C00008	1	2
R00127	K18533	C00020	C00008	01110	C00020 <=> C00008	1	2
R00127	K18533	C00020	C00008	01130	C00020 <=> C00008	1	2
R00130	K00859	C00882	C00010	00770	C00882 => C00010	1	1
R00130	K02318	C00882	C00010	00770	C00882 => C00010	1	1
R00131	K01427	C00011	C00086	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01427	C00014	C00086	01120	C00086 <=> C00014 + C00011	2	1
R00131	K01427	C00086	C00011	00220	C00086 => C00011	1	1
R00131	K01427	C00086	C00011	00230	C00086 => C00011 + C00014	1	1
R00131	K01427	C00086	C00011	00791	C00086 => C00011	1	1
R00131	K01427	C00086	C00011	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01427	C00086	C00014	00230	C00086 => C00011 + C00014	1	2
R00131	K01427	C00086	C00014	01120	C00086 <=> C00014 + C00011	1	2
R00131	K01428	C00011	C00086	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01428	C00014	C00086	01120	C00086 <=> C00014 + C00011	2	1
R00131	K01428	C00086	C00011	00220	C00086 => C00011	1	1
R00131	K01428	C00086	C00011	00230	C00086 => C00011 + C00014	1	1
R00131	K01428	C00086	C00011	00791	C00086 => C00011	1	1
R00131	K01428	C00086	C00011	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01428	C00086	C00014	00230	C00086 => C00011 + C00014	1	2
R00131	K01428	C00086	C00014	01120	C00086 <=> C00014 + C00011	1	2
R00131	K01429	C00011	C00086	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01429	C00014	C00086	01120	C00086 <=> C00014 + C00011	2	1
R00131	K01429	C00086	C00011	00220	C00086 => C00011	1	1
R00131	K01429	C00086	C00011	00230	C00086 => C00011 + C00014	1	1
R00131	K01429	C00086	C00011	00791	C00086 => C00011	1	1
R00131	K01429	C00086	C00011	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01429	C00086	C00014	00230	C00086 => C00011 + C00014	1	2
R00131	K01429	C00086	C00014	01120	C00086 <=> C00014 + C00011	1	2
R00131	K01430	C00011	C00086	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01430	C00014	C00086	01120	C00086 <=> C00014 + C00011	2	1
R00131	K01430	C00086	C00011	00220	C00086 => C00011	1	1
R00131	K01430	C00086	C00011	00230	C00086 => C00011 + C00014	1	1
R00131	K01430	C00086	C00011	00791	C00086 => C00011	1	1
R00131	K01430	C00086	C00011	01120	C00086 <=> C00014 + C00011	1	1
R00131	K01430	C00086	C00014	00230	C00086 => C00011 + C00014	1	2
R00131	K01430	C00086	C00014	01120	C00086 <=> C00014 + C00011	1	2
R00131	K14048	C00011	C00086	01120	C00086 <=> C00014 + C00011	1	1
R00131	K14048	C00014	C00086	01120	C00086 <=> C00014 + C00011	2	1
R00131	K14048	C00086	C00011	00220	C00086 => C00011	1	1
R00131	K14048	C00086	C00011	00230	C00086 => C00011 + C00014	1	1
R00131	K14048	C00086	C00011	00791	C00086 => C00011	1	1
R00131	K14048	C00086	C00011	01120	C00086 <=> C00014 + C00011	1	1
R00131	K14048	C00086	C00014	00230	C00086 => C00011 + C00014	1	2
R00131	K14048	C00086	C00014	01120	C00086 <=> C00014 + C00011	1	2
R00134	K05299	C00011	C00058	00680	C00011 => C00058	1	1
R00134	K05299	C00011	C00058	00720	C00011 => C00058	1	1
R00134	K05299	C00011	C00058	01200	C00011 => C00058	1	1
R00134	K05299	C00011	C00058	01120	C00058 <=> C00011	1	1
R00134	K05299	C00058	C00011	01120	C00058 <=> C00011	1	1
R00134	K15022	C00011	C00058	00680	C00011 => C00058	1	1
R00134	K15022	C00011	C00058	00720	C00011 => C00058	1	1
R00134	K15022	C00011	C00058	01200	C00011 => C00058	1	1
R00134	K15022	C00011	C00058	01120	C00058 <=> C00011	1	1
R00134	K15022	C00058	C00011	01120	C00058 <=> C00011	1	1
R00135	K01259	C00012	C00148	00330	C00012 => C00148	1	1
R00135	K11142	C00012	C00148	00330	C00012 => C00148	1	1
R00137	K00952	C00003	C00455	00760	C00455 <=> C00003	1	1
R00137	K00952	C00455	C00003	00760	C00455 <=> C00003	1	1
R00137	K00969	C00003	C00455	00760	C00455 <=> C00003	1	1
R00137	K00969	C00455	C00003	00760	C00455 <=> C00003	1	1
R00137	K06210	C00003	C00455	00760	C00455 <=> C00003	1	1
R00137	K06210	C00455	C00003	00760	C00455 <=> C00003	1	1
R00137	K06211	C00003	C00455	00760	C00455 <=> C00003	1	1
R00137	K06211	C00455	C00003	00760	C00455 <=> C00003	1	1
R00137	K13522	C00003	C00455	00760	C00455 <=> C00003	1	1
R00137	K13522	C00455	C00003	00760	C00455 <=> C00003	1	1
R00137	K19785	C00003	C00455	00760	C00455 <=> C00003	1	1
R00137	K19785	C00455	C00003	00760	C00455 <=> C00003	1	1
R00139	K00940	C11038	C11039	00240	C11038 => C11039	1	1
R00140	K19797	C03997	C11038	00240	C03997 => C11038	1	1
R00143	K05601	C00192	C00014	00910	C00192 => C00014	1	1
R00143	K15864	C00192	C00014	00910	C00192 => C00014	1	1
R00148	K10944	C00014	C00192	00910	C00014 => C00192	1	1
R00148	K10944	C00014	C00192	01120	C00014 <=> C00192	1	1
R00148	K10944	C00192	C00014	01120	C00014 <=> C00192	1	1
R00148	K10945	C00014	C00192	00910	C00014 => C00192	1	1
R00148	K10945	C00014	C00192	01120	C00014 <=> C00192	1	1
R00148	K10945	C00192	C00014	01120	C00014 <=> C00192	1	1
R00148	K10946	C00014	C00192	00910	C00014 => C00192	1	1
R00148	K10946	C00014	C00192	01120	C00014 <=> C00192	1	1
R00148	K10946	C00192	C00014	01120	C00014 <=> C00192	1	1
R00149	K01948	C00011	C00169	01230	C00011 + C00014 => C00169	1	1
R00149	K01948	C00011	C00169	01120	C00169 <=> C00014 + C00011	1	1
R00149	K01948	C00014	C00169	00220	C00014 => C00169	1	1
R00149	K01948	C00014	C00169	00250	C00014 => C00169	1	1
R00149	K01948	C00014	C00169	00910	C00014 => C00169	1	1
R00149	K01948	C00014	C00169	01200	C00014 => C00169	1	1
R00149	K01948	C00014	C00169	01230	C00011 + C00014 => C00169	1	1
R00149	K01948	C00014	C00169	01120	C00169 <=> C00014 + C00011	1	1
R00149	K01948	C00169	C00011	01120	C00169 <=> C00014 + C00011	1	1
R00149	K01948	C00169	C00014	01120	C00169 <=> C00014 + C00011	1	1
R00150	K00926	C00011	C00169	01120	C00169 <=> C00014 + C00011	1	1
R00150	K00926	C00014	C00169	00220	C00014 <=> C00169	1	1
R00150	K00926	C00014	C00169	01200	C00014 => C00169	1	1
R00150	K00926	C00014	C00169	01120	C00169 <=> C00014 + C00011	1	1
R00150	K00926	C00169	C00011	00230	C00169 => C00014 + C00011	1	1
R00150	K00926	C00169	C00011	01120	C00169 <=> C00014 + C00011	1	1
R00150	K00926	C00169	C00014	00230	C00169 => C00014 + C00011	1	1
R00150	K00926	C00169	C00014	01120	C00169 <=> C00014 + C00011	1	1
R00150	K00926	C00169	C00014	00220	C00014 <=> C00169	1	1
R00152	K18282	C01326	C00014	00460	C01326 => C00014	1	1
R00155	K01510	C00015	C00105	00240	C00015 => C00105	1	1
R00155	K01511	C00015	C00105	00240	C00015 => C00105	1	1
R00155	K12304	C00015	C00105	00240	C00015 => C00105	1	1
R00155	K12305	C00015	C00105	00240	C00015 => C00105	1	1
R00155	K14641	C00015	C00105	00240	C00015 => C00105	1	1
R00155	K14642	C00015	C00105	00240	C00015 => C00105	1	1
R00156	K00940	C00015	C00075	00240	C00015 <=> C00075	1	1
R00156	K00940	C00075	C00015	00240	C00015 <=> C00075	1	1
R00156	K18533	C00015	C00075	00240	C00015 <=> C00075	1	1
R00156	K18533	C00075	C00015	00240	C00015 <=> C00075	1	1
