noiseLevel	SimRun	TimePoint	Species	Code	value
5	1	577	BcaccaeAGORA	Bc	0.00308004036344034
5	2	577	BcaccaeAGORA	Bc	0.00312828385738774
5	3	577	BcaccaeAGORA	Bc	0.00252682008317383
5	4	577	BcaccaeAGORA	Bc	0.0023290289801324
5	5	577	BcaccaeAGORA	Bc	0.00229615363454849
5	6	577	BcaccaeAGORA	Bc	0.00218061960054403
5	7	577	BcaccaeAGORA	Bc	0.00186500837498086
5	8	577	BcaccaeAGORA	Bc	0.00265484991541897
5	9	577	BcaccaeAGORA	Bc	0.00257792506191222
5	10	577	BcaccaeAGORA	Bc	0.00217607359165588
5	11	577	BcaccaeAGORA	Bc	0.00207378451389111
5	12	577	BcaccaeAGORA	Bc	0.00168538780375653
5	13	577	BcaccaeAGORA	Bc	0.00155651115404223
5	14	577	BcaccaeAGORA	Bc	0.00313331894425123
5	15	577	BcaccaeAGORA	Bc	0.00289799983129645
5	16	577	BcaccaeAGORA	Bc	0.00272734186707588
5	17	577	BcaccaeAGORA	Bc	0.00248408220005909
5	18	577	BcaccaeAGORA	Bc	0.00277245626965969
5	19	577	BcaccaeAGORA	Bc	0.0021720860750703
5	20	577	BcaccaeAGORA	Bc	0.00283627981219458
5	21	577	BcaccaeAGORA	Bc	0.00289287922590215
5	22	577	BcaccaeAGORA	Bc	0.00254208445612806
5	23	577	BcaccaeAGORA	Bc	0.0026751524324835
5	24	577	BcaccaeAGORA	Bc	0.00248392632237039
5	25	577	BcaccaeAGORA	Bc	0.00197806908544922
5	26	577	BcaccaeAGORA	Bc	0.00272815570807054
5	27	577	BcaccaeAGORA	Bc	0.00277897572594741
5	28	577	BcaccaeAGORA	Bc	0.00250347951856611
5	29	577	BcaccaeAGORA	Bc	0.00232416631306066
5	30	577	BcaccaeAGORA	Bc	0.00215350298946653
5	31	577	BcaccaeAGORA	Bc	0.00177625371039507
5	32	577	BcaccaeAGORA	Bc	0.00272119996268731
5	33	577	BcaccaeAGORA	Bc	0.00239118721802408
5	34	577	BcaccaeAGORA	Bc	0.00212192974686981
5	35	577	BcaccaeAGORA	Bc	0.00193267579216061
5	36	577	BcaccaeAGORA	Bc	0.00176852475022548
5	37	577	BcaccaeAGORA	Bc	0.00134927038669349
5	38	577	BcaccaeAGORA	Bc	0.00248180340048237
5	39	577	BcaccaeAGORA	Bc	0.00266915426393158
5	40	577	BcaccaeAGORA	Bc	0.00205982436676694
5	41	577	BcaccaeAGORA	Bc	0.00203837161289311
5	42	577	BcaccaeAGORA	Bc	0.00175856247642147
5	43	577	BcaccaeAGORA	Bc	0.00151297472981479
5	44	577	BcaccaeAGORA	Bc	0.00296994507364833
5	45	577	BcaccaeAGORA	Bc	0.00272613076153325
5	46	577	BcaccaeAGORA	Bc	0.00223732943306286
5	47	577	BcaccaeAGORA	Bc	0.00233529149873886
5	48	577	BcaccaeAGORA	Bc	0.00219263412767097
5	49	577	BcaccaeAGORA	Bc	0.00176321092291678
5	50	577	BcaccaeAGORA	Bc	0.00258631859441831
5	51	577	BcaccaeAGORA	Bc	0.0023814379981818
5	52	577	BcaccaeAGORA	Bc	0.00194726500715827
5	53	577	BcaccaeAGORA	Bc	0.00170337531014392
5	54	577	BcaccaeAGORA	Bc	0.00159715178749708
5	55	577	BcaccaeAGORA	Bc	0.00138645620220166
5	56	577	BcaccaeAGORA	Bc	0.00520551686861203
5	57	577	BcaccaeAGORA	Bc	0.00683960970673063
5	58	577	BcaccaeAGORA	Bc	0.00856256846860258
5	59	577	BcaccaeAGORA	Bc	0.0104220637735456
5	60	577	BcaccaeAGORA	Bc	0.0137821246006994
5	61	577	BcaccaeAGORA	Bc	0.015306421747916
5	1	577	BhydrogenotrophicaAGORA	Bh	0.0081060597876857
5	2	577	BhydrogenotrophicaAGORA	Bh	0.00806101193968651
5	3	577	BhydrogenotrophicaAGORA	Bh	0.00726278430438065
5	4	577	BhydrogenotrophicaAGORA	Bh	0.0066229955068805
5	5	577	BhydrogenotrophicaAGORA	Bh	0.00587154960404149
5	6	577	BhydrogenotrophicaAGORA	Bh	0.00610331485122161
5	7	577	BhydrogenotrophicaAGORA	Bh	0.00511770452284626
5	8	577	BhydrogenotrophicaAGORA	Bh	0.00752145689409997
5	9	577	BhydrogenotrophicaAGORA	Bh	0.00835448724368794
5	10	577	BhydrogenotrophicaAGORA	Bh	0.00766057294050365
5	11	577	BhydrogenotrophicaAGORA	Bh	0.00771671637485493
5	12	577	BhydrogenotrophicaAGORA	Bh	0.00804718028678939
5	13	577	BhydrogenotrophicaAGORA	Bh	0.0069097085742277
5	14	577	BhydrogenotrophicaAGORA	Bh	0.00854137778284221
5	15	577	BhydrogenotrophicaAGORA	Bh	0.00653233894146963
5	16	577	BhydrogenotrophicaAGORA	Bh	0.00609053360219704
5	17	577	BhydrogenotrophicaAGORA	Bh	0.00651968651874114
5	18	577	BhydrogenotrophicaAGORA	Bh	0.00565388888380786
5	19	577	BhydrogenotrophicaAGORA	Bh	0.00594760557309899
5	20	577	BhydrogenotrophicaAGORA	Bh	0.0132022943806629
5	21	577	BhydrogenotrophicaAGORA	Bh	0.0158916351633626
5	22	577	BhydrogenotrophicaAGORA	Bh	0.0182069151917612
5	23	577	BhydrogenotrophicaAGORA	Bh	0.0234799003906857
5	24	577	BhydrogenotrophicaAGORA	Bh	0.0299866469303987
5	25	577	BhydrogenotrophicaAGORA	Bh	0.0312713671973316
5	26	577	BhydrogenotrophicaAGORA	Bh	0.00742757081432428
5	27	577	BhydrogenotrophicaAGORA	Bh	0.00558386358525125
5	28	577	BhydrogenotrophicaAGORA	Bh	0.00635566928071091
5	29	577	BhydrogenotrophicaAGORA	Bh	0.00500449383933861
5	30	577	BhydrogenotrophicaAGORA	Bh	0.0044257126611605
5	31	577	BhydrogenotrophicaAGORA	Bh	0.00423316875089449
5	32	577	BhydrogenotrophicaAGORA	Bh	0.00717825558678825
5	33	577	BhydrogenotrophicaAGORA	Bh	0.00600675953544756
5	34	577	BhydrogenotrophicaAGORA	Bh	0.00644824230995207
5	35	577	BhydrogenotrophicaAGORA	Bh	0.00494297980230793
5	36	577	BhydrogenotrophicaAGORA	Bh	0.00454257528218257
5	37	577	BhydrogenotrophicaAGORA	Bh	0.00391428355083427
5	38	577	BhydrogenotrophicaAGORA	Bh	0.00631954584346218
5	39	577	BhydrogenotrophicaAGORA	Bh	0.0052750377528573
5	40	577	BhydrogenotrophicaAGORA	Bh	0.00489992545062315
5	41	577	BhydrogenotrophicaAGORA	Bh	0.00427711121586606
5	42	577	BhydrogenotrophicaAGORA	Bh	0.00360064272177669
5	43	577	BhydrogenotrophicaAGORA	Bh	0.00271255070585463
5	44	577	BhydrogenotrophicaAGORA	Bh	0.00647176719975086
5	45	577	BhydrogenotrophicaAGORA	Bh	0.00581368992893721
5	46	577	BhydrogenotrophicaAGORA	Bh	0.00553331768698489
5	47	577	BhydrogenotrophicaAGORA	Bh	0.00506210045796008
5	48	577	BhydrogenotrophicaAGORA	Bh	0.00367795103285079
5	49	577	BhydrogenotrophicaAGORA	Bh	0.00355432697686863
5	50	577	BhydrogenotrophicaAGORA	Bh	0.00683530369712084
5	51	577	BhydrogenotrophicaAGORA	Bh	0.00749133014859743
5	52	577	BhydrogenotrophicaAGORA	Bh	0.0056892803857075
5	53	577	BhydrogenotrophicaAGORA	Bh	0.00596357679629448
5	54	577	BhydrogenotrophicaAGORA	Bh	0.00481518383568201
5	55	577	BhydrogenotrophicaAGORA	Bh	0.00486583022622588
5	56	577	BhydrogenotrophicaAGORA	Bh	0.00698043577236607
5	57	577	BhydrogenotrophicaAGORA	Bh	0.00719380994740027
5	58	577	BhydrogenotrophicaAGORA	Bh	0.00782789053320972
5	59	577	BhydrogenotrophicaAGORA	Bh	0.00646869686281281
5	60	577	BhydrogenotrophicaAGORA	Bh	0.00623532668076936
5	61	577	BhydrogenotrophicaAGORA	Bh	0.00588048014907974
5	1	577	BovatusAGORA	Bo	0.092369624176342
5	2	577	BovatusAGORA	Bo	0.077793677157148
5	3	577	BovatusAGORA	Bo	0.0719621915780188
5	4	577	BovatusAGORA	Bo	0.059880933645694
5	5	577	BovatusAGORA	Bo	0.0535837752712889
5	6	577	BovatusAGORA	Bo	0.0468064699460102
5	7	577	BovatusAGORA	Bo	0.0401354675854512
5	8	577	BovatusAGORA	Bo	0.089504456235939
5	9	577	BovatusAGORA	Bo	0.0891147735867314
5	10	577	BovatusAGORA	Bo	0.0882567467106636
5	11	577	BovatusAGORA	Bo	0.0863091099823003
5	12	577	BovatusAGORA	Bo	0.0852998067630666
5	13	577	BovatusAGORA	Bo	0.0805959302729722
5	14	577	BovatusAGORA	Bo	0.0922861878457581
5	15	577	BovatusAGORA	Bo	0.0900569377678428
5	16	577	BovatusAGORA	Bo	0.0899183503453533
5	17	577	BovatusAGORA	Bo	0.0944200359891355
5	18	577	BovatusAGORA	Bo	0.0927631072575808
5	19	577	BovatusAGORA	Bo	0.0921226276015037
5	20	577	BovatusAGORA	Bo	0.0901697716779713
5	21	577	BovatusAGORA	Bo	0.0912530103669826
5	22	577	BovatusAGORA	Bo	0.0831744870549541
5	23	577	BovatusAGORA	Bo	0.087567108723268
5	24	577	BovatusAGORA	Bo	0.0820152186109649
5	25	577	BovatusAGORA	Bo	0.0858308909957705
5	26	577	BovatusAGORA	Bo	0.0881553778242695
5	27	577	BovatusAGORA	Bo	0.0894647809971928
5	28	577	BovatusAGORA	Bo	0.0912913930339302
5	29	577	BovatusAGORA	Bo	0.0928788927155803
5	30	577	BovatusAGORA	Bo	0.0884906546524131
5	31	577	BovatusAGORA	Bo	0.0941862441951078
5	32	577	BovatusAGORA	Bo	0.0902298675002439
