noiseLevel	SimRun	TimePoint	compound	Species	totFlux	cumulFlux
1	1	577	cu2[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154225
1	1	577	cys_L[env]	BovatusAGORA	0	0
1	1	577	etoh[env]	BovatusAGORA	0	0
1	1	577	fe2[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154225
1	1	577	fe3[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154225
1	1	577	fol[env]	BovatusAGORA	0	0
1	1	577	for[env]	BovatusAGORA	0.000051624929478681	0.00427059390692535
1	1	577	fru[env]	BovatusAGORA	-0.00203724977581028	-0.167230146789504
1	1	577	gal[env]	BovatusAGORA	-0.0025552368572481	-0.208117471333494
1	1	577	glc_D[env]	BovatusAGORA	-0.00209147676149175	-0.17168143542536
1	1	577	gln_L[env]	BovatusAGORA	0	0
1	1	577	glu_L[env]	BovatusAGORA	0	0
1	1	577	gly[env]	BovatusAGORA	-0.00443736520392291	-0.370916963477092
1	1	577	glyc[env]	BovatusAGORA	0	0
1	1	577	gua[env]	BovatusAGORA	0	0
1	1	577	h2[env]	BovatusAGORA	0	0
1	1	577	h2o[env]	BovatusAGORA	0.0138201942347561	1.14015648625684
1	1	577	h2s[env]	BovatusAGORA	-0.000115243716409175	-0.0095333614607978
1	1	577	h[env]	BovatusAGORA	0.0304717820070021	2.5204041783028
1	1	577	his_L[env]	BovatusAGORA	0	0
1	1	577	ile_L[env]	BovatusAGORA	0	0
1	1	577	indole[env]	BovatusAGORA	0.000809548265193131	0.0674421713215769
1	1	577	isobut[env]	BovatusAGORA	0	0
1	1	577	k[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154224
1	1	577	leu_L[env]	BovatusAGORA	-0.000483301994287187	-0.0399804236606285
1	1	577	lys_L[env]	BovatusAGORA	-0.000367495053559685	-0.0304004703232632
1	1	577	malttr[env]	BovatusAGORA	-0.000886369412902542	-0.0730550009853504
1	1	577	met_L[env]	BovatusAGORA	-0.000173142338989274	-0.0143229371039383
1	1	577	mg2[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154225
1	1	577	mn2[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154224
1	1	577	mqn7[env]	BovatusAGORA	0	0
1	1	577	nac[env]	BovatusAGORA	-0.0000172083098262253	-0.00142353130230843
1	1	577	nh4[env]	BovatusAGORA	0.00698968750851379	0.571963280852759
1	1	577	ocdca[env]	BovatusAGORA	0	0
1	1	577	orn[env]	BovatusAGORA	0	0
1	1	577	pac[env]	BovatusAGORA	0.000927589206090562	0.0806350431621051
1	1	577	phe_L[env]	BovatusAGORA	-0.00112652461868459	-0.0970916731173394
1	1	577	pheme[env]	BovatusAGORA	0	0
1	1	577	pi[env]	BovatusAGORA	-0.00127833278329742	-0.105748138554412
1	1	577	pnto_R[env]	BovatusAGORA	0	0
1	1	577	ppa[env]	BovatusAGORA	0.0246270947711163	2.03983658650416
1	1	577	pro_L[env]	BovatusAGORA	-0.000237354098001388	-0.0196347573729294
1	1	577	ptrc[env]	BovatusAGORA	0	0
1	1	577	pydx[env]	BovatusAGORA	0.00126900586575614	0.104966613432485
1	1	577	pydxn[env]	BovatusAGORA	-0.00127761002066925	-0.105678379083639
1	1	577	q8[env]	BovatusAGORA	0	0
1	1	577	ribflv[env]	BovatusAGORA	0	0
1	1	577	ser_L[env]	BovatusAGORA	-0.00294722946924454	-0.237534316627975
1	1	577	sheme[env]	BovatusAGORA	0	0
1	1	577	so4[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154224
1	1	577	succ[env]	BovatusAGORA	-0.000109920743984104	-0.0119669448427186
1	1	577	sucr[env]	BovatusAGORA	-0.00153022565086897	-0.125551532589396
1	1	577	thm[env]	BovatusAGORA	0	0
1	1	577	thr_L[env]	BovatusAGORA	-0.00122556485804311	-0.100595712926242
1	1	577	trp_L[env]	BovatusAGORA	-0.000870318538523041	-0.0724692999128533
1	1	577	ttdca[env]	BovatusAGORA	-0.0000320482569867909	-0.00265114339907984
1	1	577	tyr_L[env]	BovatusAGORA	0	0
1	1	577	ura[env]	BovatusAGORA	-0.000323527859413821	-0.0267633509446988
1	1	577	val_L[env]	BovatusAGORA	-0.000470696434680575	-0.0389376478816977
1	1	577	zn2[env]	BovatusAGORA	-0.00000860415491311348	-0.000711765651154224
1	1	577	26dap_M[env]	BthetaiotaomicronAGORA	0	0
1	1	577	3mop[env]	BthetaiotaomicronAGORA	0	0
1	1	577	4abut[env]	BthetaiotaomicronAGORA	0.001520849951515	0.126337805385975
1	1	577	ac[env]	BthetaiotaomicronAGORA	0.00439058999184897	0.375894906905945
1	1	577	ala_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	amylopect900[env]	BthetaiotaomicronAGORA	-0.00000285701878089996	-0.000246563030227785
1	1	577	amylose300[env]	BthetaiotaomicronAGORA	-0.00000863375781135911	-0.000745100278112611
1	1	577	arg_L[env]	BthetaiotaomicronAGORA	-0.000225648632768753	-0.0191148985557826
1	1	577	asn_L[env]	BthetaiotaomicronAGORA	-0.000183692804697806	-0.0155607826386616
1	1	577	asp_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	but[env]	BthetaiotaomicronAGORA	0	0
1	1	577	ca2[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	cgly[env]	BthetaiotaomicronAGORA	-0.0000781451307860316	-0.0066197442868362
1	1	577	cit[env]	BthetaiotaomicronAGORA	-0.00000566453985706076	-0.000479848264110099
1	1	577	cl[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	co2[env]	BthetaiotaomicronAGORA	0.0127432371594429	1.07863659607336
1	1	577	cobalt2[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	csn[env]	BthetaiotaomicronAGORA	0	0
1	1	577	cu2[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	cys_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	etoh[env]	BthetaiotaomicronAGORA	0	0
1	1	577	fe2[env]	BthetaiotaomicronAGORA	-0.00000566453985706076	-0.000479848264110099
1	1	577	fe3[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	fol[env]	BthetaiotaomicronAGORA	0	0
1	1	577	for[env]	BthetaiotaomicronAGORA	0.000031154969213834	0.00263916545260554
1	1	577	fru[env]	BthetaiotaomicronAGORA	-0.001732351359479	-0.145519802768134
1	1	577	gal[env]	BthetaiotaomicronAGORA	-0.00217281557519574	-0.181057364257826
1	1	577	glc_D[env]	BthetaiotaomicronAGORA	-0.00177846263826335	-0.149393211102632
1	1	577	gln_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	glu_L[env]	BthetaiotaomicronAGORA	-0.001520849951515	-0.126337805385975
1	1	577	gly[env]	BthetaiotaomicronAGORA	0	0
1	1	577	glyc[env]	BthetaiotaomicronAGORA	0	0
1	1	577	gua[env]	BthetaiotaomicronAGORA	0	0
1	1	577	h2[env]	BthetaiotaomicronAGORA	0	0
1	1	577	h2o[env]	BthetaiotaomicronAGORA	0.0109244978232184	0.921758472370482
1	1	577	h2s[env]	BthetaiotaomicronAGORA	-0.000122559129511891	-0.0103820940502026
1	1	577	h[env]	BthetaiotaomicronAGORA	0.0264179610303816	2.23734452505168
1	1	577	his_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	ile_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	indole[env]	BthetaiotaomicronAGORA	0.000696890955712172	0.0594332944232792
1	1	577	isobut[env]	BthetaiotaomicronAGORA	0	0
1	1	577	k[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	leu_L[env]	BthetaiotaomicronAGORA	-0.000421272368823818	-0.0356863611164613
1	1	577	lys_L[env]	BthetaiotaomicronAGORA	-0.000261082876925468	-0.0221165652361677
1	1	577	malttr[env]	BthetaiotaomicronAGORA	-0.000753713793799095	-0.0635801144785959
1	1	577	met_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	mg2[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	mn2[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	mqn7[env]	BthetaiotaomicronAGORA	0	0
1	1	577	nac[env]	BthetaiotaomicronAGORA	-0.00000566453985705955	-0.000479848264110111
1	1	577	nh4[env]	BthetaiotaomicronAGORA	0	0
1	1	577	ocdca[env]	BthetaiotaomicronAGORA	-0.000077915091746143	-0.00660025747294602
1	1	577	orn[env]	BthetaiotaomicronAGORA	0	0
1	1	577	pac[env]	BthetaiotaomicronAGORA	0.000816592422713307	0.072694402578121
1	1	577	phe_L[env]	BthetaiotaomicronAGORA	-0.000957926945353873	-0.0846669770606485
1	1	577	pheme[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	pi[env]	BthetaiotaomicronAGORA	-0.000742783254456981	-0.0629218372992717
1	1	577	pnto_R[env]	BthetaiotaomicronAGORA	0	0
1	1	577	ppa[env]	BthetaiotaomicronAGORA	0.0231874097376413	1.95885917253701
1	1	577	pro_L[env]	BthetaiotaomicronAGORA	-0.00263609126820339	-0.218908266606085
1	1	577	ptrc[env]	BthetaiotaomicronAGORA	0	0
1	1	577	pydx[env]	BthetaiotaomicronAGORA	0.00108356836664886	0.0917404708640656
1	1	577	pydxn[env]	BthetaiotaomicronAGORA	-0.00108640063657739	-0.0919803949961207
1	1	577	q8[env]	BthetaiotaomicronAGORA	-0.00000283226992853413	-0.000239924132055208
1	1	577	ribflv[env]	BthetaiotaomicronAGORA	0	0
1	1	577	ser_L[env]	BthetaiotaomicronAGORA	0.000684406147189666	0.0567532143079076
1	1	577	sheme[env]	BthetaiotaomicronAGORA	0	0
1	1	577	so4[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	succ[env]	BthetaiotaomicronAGORA	-0.000093469810396749	-0.0104961711083663
1	1	577	sucr[env]	BthetaiotaomicronAGORA	-0.0013012093647369	-0.109250335032924
1	1	577	thm[env]	BthetaiotaomicronAGORA	0	0
1	1	577	thr_L[env]	BthetaiotaomicronAGORA	-0.0010421446467536	-0.0875357997049497
1	1	577	trp_L[env]	BthetaiotaomicronAGORA	-0.000740065121759803	-0.0630906168457763
1	1	577	ttdca[env]	BthetaiotaomicronAGORA	-0.0000228767651162517	-0.00193791134081345
1	1	577	tyr_L[env]	BthetaiotaomicronAGORA	0	0
1	1	577	ura[env]	BthetaiotaomicronAGORA	-0.000189316184488087	-0.016037144196509
1	1	577	val_L[env]	BthetaiotaomicronAGORA	-0.000327838102565359	-0.0277714604177511
1	1	577	zn2[env]	BthetaiotaomicronAGORA	-0.00000283226992853038	-0.00023992413205505
1	1	577	26dap_M[env]	CaerofaciensAGORA	-0.00000184205135944833	-0.00225453291159375
1	1	577	3mop[env]	CaerofaciensAGORA	0	0
1	1	577	4abut[env]	CaerofaciensAGORA	0	0
1	1	577	ac[env]	CaerofaciensAGORA	0.00164503935205797	0.164992522789946
1	1	577	ala_L[env]	CaerofaciensAGORA	-0.0000404724228071628	-0.00399791071371207
1	1	577	amylopect900[env]	CaerofaciensAGORA	0	0
1	1	577	amylose300[env]	CaerofaciensAGORA	0	0
1	1	577	arg_L[env]	CaerofaciensAGORA	-0.000573408242341785	-0.0550117768872035
1	1	577	asn_L[env]	CaerofaciensAGORA	-0.000235770474246116	-0.0232875395546253
1	1	577	asp_L[env]	CaerofaciensAGORA	-0.000244978620741998	-0.0244898803794053
1	1	577	but[env]	CaerofaciensAGORA	0	0
1	1	577	ca2[env]	CaerofaciensAGORA	-0.00000225033472159071	-0.000222290554132419
1	1	577	cgly[env]	CaerofaciensAGORA	0	0
1	1	577	cit[env]	CaerofaciensAGORA	0	0
1	1	577	cl[env]	CaerofaciensAGORA	-0.00000225033472159071	-0.000222290554132419
1	1	577	co2[env]	CaerofaciensAGORA	0.000989959594196475	0.0985202457498607
1	1	577	cobalt2[env]	CaerofaciensAGORA	-0.00000225033472159071	-0.000222290554132419
1	1	577	csn[env]	CaerofaciensAGORA	0	0
1	1	577	cu2[env]	CaerofaciensAGORA	-0.00000225033472159071	-0.000222290554132419
1	1	577	cys_L[env]	CaerofaciensAGORA	-0.0000119395630821274	-0.00117940325417411
1	1	577	etoh[env]	CaerofaciensAGORA	0.00153173274438229	0.154533628286172
1	1	577	fe2[env]	CaerofaciensAGORA	-0.00000225033472159071	-0.000222290554132419
1	1	577	fe3[env]	CaerofaciensAGORA	-0.00000225033472159071	-0.000222290554132419
1	1	577	fol[env]	CaerofaciensAGORA	0	0
1	1	577	for[env]	CaerofaciensAGORA	0.00305536048914079	0.307202481146143
1	1	577	fru[env]	CaerofaciensAGORA	-0.00024944708720865	-0.0251927845485865
1	1	577	gal[env]	CaerofaciensAGORA	-0.000312871008129188	-0.0312609233380054
1	1	577	glc_D[env]	CaerofaciensAGORA	-0.000256086805021832	-0.0258633595478888
1	1	577	gln_L[env]	CaerofaciensAGORA	0	0
1	1	577	glu_L[env]	CaerofaciensAGORA	-0.000116316479750715	-0.0114898705914477
1	1	577	gly[env]	CaerofaciensAGORA	0.0000453988202045502	0.00481504270116213
1	1	577	glyc[env]	CaerofaciensAGORA	-0.000291588909463393	-0.0294431529490199
1	1	577	gua[env]	CaerofaciensAGORA	0	0
1	1	577	h2[env]	CaerofaciensAGORA	0	0
1	1	577	h2o[env]	CaerofaciensAGORA	-0.00223087307122226	-0.220289978964674
1	1	577	h2s[env]	CaerofaciensAGORA	0	0
1	1	577	h[env]	CaerofaciensAGORA	0.00154430789488779	0.159817094216774
1	1	577	his_L[env]	CaerofaciensAGORA	-0.0000107034748079176	-0.00105730108653016
1	1	577	ile_L[env]	CaerofaciensAGORA	-0.0000353216242007571	-0.00348910912723828
1	1	577	indole[env]	CaerofaciensAGORA	0	0
1	1	577	isobut[env]	CaerofaciensAGORA	0	0
