noiseLevel	SimRun	TimePoint	compound	Species	totFlux	cumulFlux
1	14	577	csn[env]	ErectaleAGORA	0	0
1	14	577	cu2[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	cys_L[env]	ErectaleAGORA	-0.0000939008121414983	-0.0077360931619918
1	14	577	etoh[env]	ErectaleAGORA	-0.000543752763611276	-0.0526560673279084
1	14	577	fe2[env]	ErectaleAGORA	-0.0000276903181192661	-0.00228128890230513
1	14	577	fe3[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	fol[env]	ErectaleAGORA	-0.0000276903181192661	-0.00228128890230512
1	14	577	for[env]	ErectaleAGORA	-0.00081424631830601	-0.0670813132950476
1	14	577	fru[env]	ErectaleAGORA	-0.00219754683989189	-0.179618604898918
1	14	577	gal[env]	ErectaleAGORA	-0.00264378350179919	-0.214325965884071
1	14	577	glc_D[env]	ErectaleAGORA	-0.00217085895728819	-0.177437245141773
1	14	577	gln_L[env]	ErectaleAGORA	-0.000999935749475344	-0.0823805027616897
1	14	577	glu_L[env]	ErectaleAGORA	0	0
1	14	577	gly[env]	ErectaleAGORA	-0.000367570507596352	-0.0311295875712721
1	14	577	glyc[env]	ErectaleAGORA	0	0
1	14	577	gua[env]	ErectaleAGORA	0	0
1	14	577	h2[env]	ErectaleAGORA	0	0.0000586346177691562
1	14	577	h2o[env]	ErectaleAGORA	0.0370828092512871	3.05342371059516
1	14	577	h2s[env]	ErectaleAGORA	0	0
1	14	577	h[env]	ErectaleAGORA	-0.00629855505347659	-0.515460156924864
1	14	577	his_L[env]	ErectaleAGORA	-0.0000952666636958414	-0.00784861992964052
1	14	577	ile_L[env]	ErectaleAGORA	0	0
1	14	577	indole[env]	ErectaleAGORA	0	0
1	14	577	isobut[env]	ErectaleAGORA	0	0
1	14	577	k[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	leu_L[env]	ErectaleAGORA	-0.000500590116668448	-0.0412415152776738
1	14	577	lys_L[env]	ErectaleAGORA	-0.000376309599237856	-0.0310025659103899
1	14	577	malttr[env]	ErectaleAGORA	-0.000961481233918377	-0.0788026211517293
1	14	577	met_L[env]	ErectaleAGORA	-0.000150406889600353	-0.0123913913374937
1	14	577	mg2[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	mn2[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	mqn7[env]	ErectaleAGORA	-0.0000184602120795107	-0.00152085926820342
1	14	577	nac[env]	ErectaleAGORA	-0.0000184602120795108	-0.00152085926820339
1	14	577	nh4[env]	ErectaleAGORA	0.00321473528294792	0.263741563077185
1	14	577	ocdca[env]	ErectaleAGORA	-0.0000966589045857001	-0.00796332080370379
1	14	577	orn[env]	ErectaleAGORA	0	0
1	14	577	pac[env]	ErectaleAGORA	0	0
1	14	577	phe_L[env]	ErectaleAGORA	-0.000204825419492487	-0.0168747052448304
1	14	577	pheme[env]	ErectaleAGORA	0	0
1	14	577	pi[env]	ErectaleAGORA	-0.00144403664530905	-0.118968108610252
1	14	577	pnto_R[env]	ErectaleAGORA	0	0
1	14	577	ppa[env]	ErectaleAGORA	0	0
1	14	577	pro_L[env]	ErectaleAGORA	-0.000187201528468557	-0.0154227469525798
1	14	577	ptrc[env]	ErectaleAGORA	0	0
1	14	577	pydx[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	pydxn[env]	ErectaleAGORA	0	0
1	14	577	q8[env]	ErectaleAGORA	0	0
1	14	577	ribflv[env]	ErectaleAGORA	-0.0000184602120795107	-0.00152085926820342
1	14	577	ser_L[env]	ErectaleAGORA	0	0
1	14	577	sheme[env]	ErectaleAGORA	0	0
1	14	577	so4[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	succ[env]	ErectaleAGORA	0.0000553806362385321	0.00456257780461025
1	14	577	sucr[env]	ErectaleAGORA	-0.00157653820530438	-0.128658251285199
1	14	577	thm[env]	ErectaleAGORA	0	0
1	14	577	thr_L[env]	ErectaleAGORA	-0.00128541003733244	-0.105052530547789
1	14	577	trp_L[env]	ErectaleAGORA	0	0
1	14	577	ttdca[env]	ErectaleAGORA	0	0
1	14	577	tyr_L[env]	ErectaleAGORA	-0.000138316970109485	-0.0113953536955466
1	14	577	ura[env]	ErectaleAGORA	-0.0000944238324958191	-0.00777918261025519
1	14	577	val_L[env]	ErectaleAGORA	0	0
1	14	577	zn2[env]	ErectaleAGORA	-0.00000923010603975536	-0.000760429634101708
1	14	577	26dap_M[env]	MformatexigensAGORA	-0.0000397827106812113	-0.00427228710994173
1	14	577	3mop[env]	MformatexigensAGORA	0	0
1	14	577	4abut[env]	MformatexigensAGORA	0	0
1	14	577	ac[env]	MformatexigensAGORA	0.00335369161434077	0.360392515643048
1	14	577	ala_L[env]	MformatexigensAGORA	-0.0000364926909145842	-0.00391897008353174
1	14	577	amylopect900[env]	MformatexigensAGORA	0	0
1	14	577	amylose300[env]	MformatexigensAGORA	0	0
1	14	577	arg_L[env]	MformatexigensAGORA	-0.000022776202505383	-0.00244594887354235
1	14	577	asn_L[env]	MformatexigensAGORA	-0.000232535015483982	-0.0244383163639917
1	14	577	asp_L[env]	MformatexigensAGORA	-0.000241104792318044	-0.0256097110252269
1	14	577	but[env]	MformatexigensAGORA	0	0
1	14	577	ca2[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	cgly[env]	MformatexigensAGORA	0	0
1	14	577	cit[env]	MformatexigensAGORA	0	0
1	14	577	cl[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	co2[env]	MformatexigensAGORA	0.00200272091761935	0.240556755916727
1	14	577	cobalt2[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	csn[env]	MformatexigensAGORA	0	0
1	14	577	cu2[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	cys_L[env]	MformatexigensAGORA	-0.0000107655226692813	-0.00115611538138548
1	14	577	etoh[env]	MformatexigensAGORA	-0.0000621170864028651	-0.00843343897931712
1	14	577	fe2[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	fe3[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	fol[env]	MformatexigensAGORA	0	0
1	14	577	for[env]	MformatexigensAGORA	0.00116257691683314	0.0985819028634814
1	14	577	fru[env]	MformatexigensAGORA	-0.00025104278279217	-0.0270152354012917
1	14	577	gal[env]	MformatexigensAGORA	-0.000302019850200029	-0.0321185735998444
1	14	577	glc_D[env]	MformatexigensAGORA	-0.000247994019419284	-0.0266871516408853
1	14	577	gln_L[env]	MformatexigensAGORA	0.000149488685599301	0.0149689950473489
1	14	577	glu_L[env]	MformatexigensAGORA	-0.000212627212961856	-0.0217494761149485
1	14	577	gly[env]	MformatexigensAGORA	0.000379477517405997	0.0399884878130347
1	14	577	glyc[env]	MformatexigensAGORA	0	0
1	14	577	gua[env]	MformatexigensAGORA	0	0
1	14	577	h2[env]	MformatexigensAGORA	0.00442994921046238	0.505621141473149
1	14	577	h2o[env]	MformatexigensAGORA	-0.00228659785134211	-0.247273613056953
1	14	577	h2s[env]	MformatexigensAGORA	0	0
1	14	577	h[env]	MformatexigensAGORA	0	0
1	14	577	his_L[env]	MformatexigensAGORA	-0.00000965098135435194	-0.00103642417855551
1	14	577	ile_L[env]	MformatexigensAGORA	-0.0000318483805693057	-0.00342021503248898
1	14	577	indole[env]	MformatexigensAGORA	0	0
1	14	577	isobut[env]	MformatexigensAGORA	0	0
1	14	577	k[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	leu_L[env]	MformatexigensAGORA	-0.0000409205581605588	-0.00439448117454558
1	14	577	lys_L[env]	MformatexigensAGORA	0	0
1	14	577	malttr[env]	MformatexigensAGORA	-0.000109837442453419	-0.0118751994510633
1	14	577	met_L[env]	MformatexigensAGORA	-0.0000153956468899446	-0.0016533469597935
1	14	577	mg2[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	mn2[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	mqn7[env]	MformatexigensAGORA	0	0
1	14	577	nac[env]	MformatexigensAGORA	-0.00000405810988092495	-0.000435802644870864
1	14	577	nh4[env]	MformatexigensAGORA	0.000248448899676496	0.0264155827324957
1	14	577	ocdca[env]	MformatexigensAGORA	0	0
1	14	577	orn[env]	MformatexigensAGORA	0	0
1	14	577	pac[env]	MformatexigensAGORA	0	0
1	14	577	phe_L[env]	MformatexigensAGORA	0.0000179749097067417	0.00193033540770637
1	14	577	pheme[env]	MformatexigensAGORA	0	0
1	14	577	pi[env]	MformatexigensAGORA	-0.000119970953821803	-0.0128837465020295
1	14	577	pnto_R[env]	MformatexigensAGORA	-0.00000405810988092518	-0.000435802644870867
1	14	577	ppa[env]	MformatexigensAGORA	0	0
1	14	577	pro_L[env]	MformatexigensAGORA	-0.0000189641246557923	-0.00203656774339748
1	14	577	ptrc[env]	MformatexigensAGORA	0	0
1	14	577	pydx[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	pydxn[env]	MformatexigensAGORA	0	0
1	14	577	q8[env]	MformatexigensAGORA	0	0
1	14	577	ribflv[env]	MformatexigensAGORA	-0.00000405810988092529	-0.000435802644870864
1	14	577	ser_L[env]	MformatexigensAGORA	-0.000358950781644416	-0.0377548153740837
1	14	577	sheme[env]	MformatexigensAGORA	0	0
1	14	577	so4[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	succ[env]	MformatexigensAGORA	0.0000105053448094567	0.00112817473838282
1	14	577	sucr[env]	MformatexigensAGORA	-0.000180100160348462	-0.0193378131431118
1	14	577	thm[env]	MformatexigensAGORA	0	0
1	14	577	thr_L[env]	MformatexigensAGORA	-0.000146842336619682	-0.0157987740814392
1	14	577	trp_L[env]	MformatexigensAGORA	0	0
1	14	577	ttdca[env]	MformatexigensAGORA	0	0
1	14	577	tyr_L[env]	MformatexigensAGORA	-0.0000130767848615014	-0.00140432309530027
1	14	577	ura[env]	MformatexigensAGORA	0	0
1	14	577	val_L[env]	MformatexigensAGORA	-0.0000362390590470264	-0.00389173241821483
1	14	577	zn2[env]	MformatexigensAGORA	-0.00000202905494046265	-0.000217901322435432
1	14	577	26dap_M[env]	Inflow	0.0025033263490247	0.211929395269743
1	14	577	3mop[env]	Inflow	0	0
1	14	577	4abut[env]	Inflow	0	0
1	14	577	ac[env]	Inflow	0	0
1	14	577	ala_L[env]	Inflow	0.00779340191982558	0.659782515614144
1	14	577	amylopect900[env]	Inflow	0.00000981882226094383	0.000831252810818548
1	14	577	amylose300[env]	Inflow	0.0000298469603472725	0.0025268172723472
1	14	577	arg_L[env]	Inflow	0.00387432655778385	0.32799706070626
1	14	577	asn_L[env]	Inflow	0.00594422936213915	0.503233201916963
1	14	577	asp_L[env]	Inflow	0.00581198470797792	0.492037486426266
1	14	577	but[env]	Inflow	0	0
1	14	577	ca2[env]	Inflow	0.249978790075786	21.1629833368164
1	14	577	cgly[env]	Inflow	0.00247004708414009	0.209112002130105
1	14	577	cit[env]	Inflow	0.00123315274814148	0.104397621305215
1	14	577	cl[env]	Inflow	0.250468357495643	21.2044296817065
1	14	577	co2[env]	Inflow	0	0
1	14	577	cobalt2[env]	Inflow	0.2509816714335	21.2478863858138
1	14	577	csn[env]	Inflow	0	0
1	14	577	cu2[env]	Inflow	0.248946395730658	21.0755817444
1	14	577	cys_L[env]	Inflow	0.0093634560053089	0.792701906250889
1	14	577	etoh[env]	Inflow	0	0
1	14	577	fe2[env]	Inflow	0.250886367284038	21.2398180207882
1	14	577	fe3[env]	Inflow	0.243059201270457	20.577177066851
1	14	577	fol[env]	Inflow	0.00245162577181979	0.207552470117175
1	14	577	for[env]	Inflow	0	0
1	14	577	fru[env]	Inflow	0.00998772366060998	0.845551853971833
1	14	577	gal[env]	Inflow	0.00976639298532777	0.826814194702806
1	14	577	glc_D[env]	Inflow	0.0098664287731956	0.835283136052152
1	14	577	gln_L[env]	Inflow	0.0047102759162231	0.398767794246129
1	14	577	glu_L[env]	Inflow	0.0046593676283206	0.394457943605362
1	14	577	gly[env]	Inflow	0.0118306393127669	1.00157146357924
1	14	577	glyc[env]	Inflow	0.0039343825761412	0.333081350118922
1	14	577	gua[env]	Inflow	0	0
1	14	577	h2[env]	Inflow	0	0
1	14	577	h2o[env]	Inflow	25.344286969136	2145.62492541352
1	14	577	h2s[env]	Inflow	0.251143153631863	21.2615573259448
1	14	577	h[env]	Inflow	0	0
1	14	577	his_L[env]	Inflow	0.00388316806418723	0.328745574820719
1	14	577	ile_L[env]	Inflow	0.00399559423517297	0.338263475049263
1	14	577	indole[env]	Inflow	0	0
1	14	577	isobut[env]	Inflow	0	0
1	14	577	k[env]	Inflow	0.25071825884377	21.2255861088764
1	14	577	leu_L[env]	Inflow	0.00388913897088287	0.329251066502103
1	14	577	lys_L[env]	Inflow	0.0038645847033387	0.327172323922672
1	14	577	malttr[env]	Inflow	0.00289393786360218	0.244998220715556
1	14	577	met_L[env]	Inflow	0.00472826457277742	0.400290698004466
1	14	577	mg2[env]	Inflow	0.252775231363567	21.3997275836294
1	14	577	mn2[env]	Inflow	0.253338712455847	21.4474313946724
1	14	577	mqn7[env]	Inflow	0.00248669689330958	0.210521560252649
1	14	577	nac[env]	Inflow	0.00248739674868928	0.210580809390283
1	14	577	nh4[env]	Inflow	0.0840772867257993	7.11790875315219
1	14	577	ocdca[env]	Inflow	0.00129870807705349	0.109947477486948
1	14	577	orn[env]	Inflow	0	0
1	14	577	pac[env]	Inflow	0	0
1	14	577	phe_L[env]	Inflow	0.00258535364657793	0.218873753752143
1	14	577	pheme[env]	Inflow	0.00250230302103548	0.211842761227001
1	14	577	pi[env]	Inflow	25.0489519124497	2120.62212064943
1	14	577	pnto_R[env]	Inflow	0.00252237780866033	0.213542274997213
1	14	577	ppa[env]	Inflow	0	0
1	14	577	pro_L[env]	Inflow	0.00475706715892885	0.402729099480827
1	14	577	ptrc[env]	Inflow	0	0
1	14	577	pydx[env]	Inflow	0.00249047321066795	0.210841259941192
1	14	577	pydxn[env]	Inflow	0.00251119290959315	0.212595371331863
1	14	577	q8[env]	Inflow	0.002476657555633	0.209671638801722
1	14	577	ribflv[env]	Inflow	0.00251216066808738	0.212677300910293
1	14	577	ser_L[env]	Inflow	0.00787002103694945	0.666269022323304
1	14	577	sheme[env]	Inflow	0.00250662606639012	0.212208746424293
1	14	577	so4[env]	Inflow	0.246911071745206	20.9032730154231
1	14	577	succ[env]	Inflow	0	0
1	14	577	sucr[env]	Inflow	0.0048440041435099	0.410089107725863
1	14	577	thm[env]	Inflow	0.00247308700493718	0.209369359136892
1	14	577	thr_L[env]	Inflow	0.00584244829489142	0.494616506758489
1	14	577	trp_L[env]	Inflow	0.00211104654739608	0.178719334117277
1	14	577	ttdca[env]	Inflow	0.00159290093727761	0.134853584908485
1	14	577	tyr_L[env]	Inflow	0.00262075892771533	0.221871133547921
1	14	577	ura[env]	Inflow	0.00249946901267983	0.211602836585439
1	14	577	val_L[env]	Inflow	0.00468314864186525	0.396471223184903
1	14	577	zn2[env]	Inflow	0.247524458763798	20.9552018180609
1	15	577	26dap_M[env]	BcaccaeAGORA	0	0
1	15	577	3mop[env]	BcaccaeAGORA	0	0
1	15	577	4abut[env]	BcaccaeAGORA	0	0
1	15	577	ac[env]	BcaccaeAGORA	0.000131824905437075	0.0183959702605479
1	15	577	ala_L[env]	BcaccaeAGORA	-0.0000937139382178307	-0.0134028183734827
1	15	577	amylopect900[env]	BcaccaeAGORA	0	0
1	15	577	amylose300[env]	BcaccaeAGORA	0	0
1	15	577	arg_L[env]	BcaccaeAGORA	-0.00000584471455681451	-0.000808469950250835
1	15	577	asn_L[env]	BcaccaeAGORA	-0.0000611622913035389	-0.00821291755520221
1	15	577	asp_L[env]	BcaccaeAGORA	0	0
1	15	577	but[env]	BcaccaeAGORA	0	0
1	15	577	ca2[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	cgly[env]	BcaccaeAGORA	0	0
1	15	577	cit[env]	BcaccaeAGORA	0	0
1	15	577	cl[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	co2[env]	BcaccaeAGORA	0.000375119873235325	0.0517741267169275
1	15	577	cobalt2[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	csn[env]	BcaccaeAGORA	0	0
1	15	577	cu2[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	cys_L[env]	BcaccaeAGORA	0	0
1	15	577	etoh[env]	BcaccaeAGORA	0	0
1	15	577	fe2[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	fe3[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	fol[env]	BcaccaeAGORA	0	0
1	15	577	for[env]	BcaccaeAGORA	0.000000950020061608643	0.000131411494005388
1	15	577	fru[env]	BcaccaeAGORA	-0.0000651062101854413	-0.00906809368390958
1	15	577	gal[env]	BcaccaeAGORA	-0.0000787711487952986	-0.0107973142069409
1	15	577	glc_D[env]	BcaccaeAGORA	-0.0000635381735375919	-0.0088496951136042
1	15	577	gln_L[env]	BcaccaeAGORA	0	0
1	15	577	glu_L[env]	BcaccaeAGORA	0	0
1	15	577	gly[env]	BcaccaeAGORA	0	0
1	15	577	glyc[env]	BcaccaeAGORA	0	0
1	15	577	gua[env]	BcaccaeAGORA	0	0
1	15	577	h2[env]	BcaccaeAGORA	0	0
1	15	577	h2o[env]	BcaccaeAGORA	0.000210245335441396	0.0296475969487186
1	15	577	h2s[env]	BcaccaeAGORA	-0.00000212075529533192	-0.000293353406987536
1	15	577	h[env]	BcaccaeAGORA	0.000487279567475348	0.0673943694295033
1	15	577	his_L[env]	BcaccaeAGORA	0	0
1	15	577	ile_L[env]	BcaccaeAGORA	0	0
1	15	577	indole[env]	BcaccaeAGORA	0	0
1	15	577	isobut[env]	BcaccaeAGORA	0	0
1	15	577	k[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	leu_L[env]	BcaccaeAGORA	-0.00000889389283481547	-0.00123024743600455
1	15	577	lys_L[env]	BcaccaeAGORA	-0.00000676277288800597	-0.000935460338939764
1	15	577	malttr[env]	BcaccaeAGORA	0	0
1	15	577	met_L[env]	BcaccaeAGORA	-0.00000318622605812144	-0.00044073461546449
1	15	577	mg2[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	mn2[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	mqn7[env]	BcaccaeAGORA	0	0
1	15	577	nac[env]	BcaccaeAGORA	-0.000000316673353869622	-0.0000438038313351301
1	15	577	nh4[env]	BcaccaeAGORA	0.000291560483210819	0.0397894795643442
1	15	577	ocdca[env]	BcaccaeAGORA	0	0
1	15	577	orn[env]	BcaccaeAGORA	0	0
1	15	577	pac[env]	BcaccaeAGORA	0	0
1	15	577	phe_L[env]	BcaccaeAGORA	0	0
1	15	577	pheme[env]	BcaccaeAGORA	0	0
1	15	577	pi[env]	BcaccaeAGORA	-0.0000235243283004618	-0.00325400194412976
1	15	577	pnto_R[env]	BcaccaeAGORA	0	0
1	15	577	ppa[env]	BcaccaeAGORA	0.00066028476286893	0.0914166064392868
1	15	577	pro_L[env]	BcaccaeAGORA	-0.0000960169295930783	-0.013077330827161
1	15	577	ptrc[env]	BcaccaeAGORA	0	0
1	15	577	pydx[env]	BcaccaeAGORA	0.0000395526263159665	0.00557416077897121
1	15	577	pydxn[env]	BcaccaeAGORA	-0.0000397109629929012	-0.00559606269463878
1	15	577	q8[env]	BcaccaeAGORA	0	0
1	15	577	ribflv[env]	BcaccaeAGORA	0	0
1	15	577	ser_L[env]	BcaccaeAGORA	-0.0000934929291468733	-0.0126179750517759
1	15	577	sheme[env]	BcaccaeAGORA	0	0
1	15	577	so4[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	succ[env]	BcaccaeAGORA	-0.00000325926971624134	-0.000847442518066588
1	15	577	sucr[env]	BcaccaeAGORA	-0.0000474144679255198	-0.00657748730603453
1	15	577	thm[env]	BcaccaeAGORA	0	0
1	15	577	thr_L[env]	BcaccaeAGORA	-0.0000375966845813589	-0.00523345241041632
1	15	577	trp_L[env]	BcaccaeAGORA	0	0
1	15	577	ttdca[env]	BcaccaeAGORA	-0.00000058976326717529	-0.0000815789846771994
1	15	577	tyr_L[env]	BcaccaeAGORA	0	0
1	15	577	ura[env]	BcaccaeAGORA	-0.00000595367315822402	-0.000823541645233483
1	15	577	val_L[env]	BcaccaeAGORA	0	0
1	15	577	zn2[env]	BcaccaeAGORA	-0.000000158336676934774	-0.0000219019156675647
1	15	577	26dap_M[env]	BhydrogenotrophicaAGORA	-0.00000560717771962897	-0.000645397657697997
1	15	577	3mop[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	4abut[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	ac[env]	BhydrogenotrophicaAGORA	0.00265808039887529	0.303310416685718
1	15	577	ala_L[env]	BhydrogenotrophicaAGORA	-0.0000471421059613187	-0.00542615310013735
1	15	577	amylopect900[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	amylose300[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	arg_L[env]	BhydrogenotrophicaAGORA	-0.0000174789254916247	-0.00201208587520165
1	15	577	asn_L[env]	BhydrogenotrophicaAGORA	-0.000150656036420944	-0.0169239939709064
1	15	577	asp_L[env]	BhydrogenotrophicaAGORA	-0.000158813440944074	-0.0180536207627506
1	15	577	but[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	ca2[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	cgly[env]	BhydrogenotrophicaAGORA	-0.00032697759449085	-0.0342096170734876
1	15	577	cit[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	cl[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	co2[env]	BhydrogenotrophicaAGORA	0.000495256079281174	0.0541823900521874
1	15	577	cobalt2[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	csn[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	cu2[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	cys_L[env]	BhydrogenotrophicaAGORA	0.000320635364497556	0.0334796133912564
1	15	577	etoh[env]	BhydrogenotrophicaAGORA	-0.0000401246434584375	-0.00588630454035812
1	15	577	fe2[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	fe3[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	fol[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	for[env]	BhydrogenotrophicaAGORA	0.00144197683963837	0.168715468779648
1	15	577	fru[env]	BhydrogenotrophicaAGORA	-0.00016037076708341	-0.0185247186956208
1	15	577	gal[env]	BhydrogenotrophicaAGORA	-0.000194030485269565	-0.0221265338070306
1	15	577	glc_D[env]	BhydrogenotrophicaAGORA	-0.000156508351511773	-0.0180785640550251
1	15	577	gln_L[env]	BhydrogenotrophicaAGORA	-0.00018666979480266	-0.0220255720467414
1	15	577	glu_L[env]	BhydrogenotrophicaAGORA	-0.000137058832186436	-0.0156727861419933
1	15	577	gly[env]	BhydrogenotrophicaAGORA	-0.000351301919605894	-0.0413989420558715
1	15	577	glyc[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	gua[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	h2[env]	BhydrogenotrophicaAGORA	0.000971568384029349	0.115756097714958
1	15	577	h2o[env]	BhydrogenotrophicaAGORA	-0.00210401395683059	-0.240654577322568
1	15	577	h2s[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	h[env]	BhydrogenotrophicaAGORA	0.00209464494141175	0.245369015954388
1	15	577	his_L[env]	BhydrogenotrophicaAGORA	-0.00000561609089845143	-0.000646423582864328
1	15	577	ile_L[env]	BhydrogenotrophicaAGORA	-0.0000171320998386734	-0.00197193983501199
1	15	577	indole[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	isobut[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	k[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	leu_L[env]	BhydrogenotrophicaAGORA	-0.0000265976532126438	-0.00306144444532423
1	15	577	lys_L[env]	BhydrogenotrophicaAGORA	-0.0000202244271852399	-0.0023278730559839
1	15	577	malttr[env]	BhydrogenotrophicaAGORA	-0.0000697996440201406	-0.00809681626219312
1	15	577	met_L[env]	BhydrogenotrophicaAGORA	-0.00000952857621797073	-0.0010967586689373
1	15	577	mg2[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	mn2[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	mqn7[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	nac[env]	BhydrogenotrophicaAGORA	-0.000000947028281579263	-0.000109004897876782
1	15	577	nh4[env]	BhydrogenotrophicaAGORA	0.00166474778036913	0.188557171496341
1	15	577	ocdca[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	orn[env]	BhydrogenotrophicaAGORA	-0.0000130623545959343	-0.00150327811310387
1	15	577	pac[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	phe_L[env]	BhydrogenotrophicaAGORA	-0.000010948051484236	-0.00126014318389582
1	15	577	pheme[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	pi[env]	BhydrogenotrophicaAGORA	-0.0000709827856330548	-0.00817026423544163
1	15	577	pnto_R[env]	BhydrogenotrophicaAGORA	-0.000000947028281579217	-0.000109004897876782
1	15	577	ppa[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	pro_L[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	ptrc[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	pydx[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	pydxn[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	q8[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	ribflv[env]	BhydrogenotrophicaAGORA	-0.000000947028281579447	-0.000109004897876784
1	15	577	ser_L[env]	BhydrogenotrophicaAGORA	-0.000230293434703895	-0.0259613595093415
1	15	577	sheme[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	so4[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
1	15	577	succ[env]	BhydrogenotrophicaAGORA	0.00028707569530651	0.0334797562609127
1	15	577	sucr[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	thm[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	thr_L[env]	BhydrogenotrophicaAGORA	-0.0000926088176370893	-0.0106932003709117
1	15	577	trp_L[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	ttdca[env]	BhydrogenotrophicaAGORA	0	0
1	15	577	tyr_L[env]	BhydrogenotrophicaAGORA	-0.00000814009698581458	-0.000936941861087807
1	15	577	ura[env]	BhydrogenotrophicaAGORA	-0.0000178047720681764	-0.00204914009241884
1	15	577	val_L[env]	BhydrogenotrophicaAGORA	-0.0000249569007028773	-0.00287259046572619
1	15	577	zn2[env]	BhydrogenotrophicaAGORA	-0.000000473514140789724	-0.000054502448938392
