Rxn	Species	SamplesWithNeg	SamplesWithPos	SamplesWithBoth	FracPosLastTP	FracNegLastTP	ClearPos	ClearNeg	Reversible
AIRC4	EcoliAGORA	0	61	0	1	0	1	0	0
AIRC4	ErectaleAGORA	0	61	0	1	0	1	0	0
AIRC4	MformatexigensAGORA	0	61	0	1	0	1	0	0
AKP1	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ALAALA	BcaccaeAGORA	0	61	0	1	0	1	0	0
ALAALA	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ALAALA	BovatusAGORA	0	61	0	1	0	1	0	0
ALAALA	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ALAALA	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ALAALA	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ALAALA	DpigerAGORA	0	61	0	1	0	1	0	0
ALAALA	EcoliAGORA	0	61	0	1	0	1	0	0
ALAALA	ErectaleAGORA	0	61	0	1	0	1	0	0
ALAALA	MformatexigensAGORA	0	61	0	1	0	1	0	0
ALAD_R_1	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ALAD_R_2	BovatusAGORA	0	61	0	1	0	1	0	0
ALAD_R_2	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ALAPGPL	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ALAPGPL	ErectaleAGORA	0	61	0	1	0	1	0	0
ALAR	BcaccaeAGORA	0	61	0	1	0	1	0	0
ALAR	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ALAR	BovatusAGORA	0	61	0	1	0	1	0	0
ALAR	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ALAR	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ALAR	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ALAR	DpigerAGORA	0	61	0	1	0	1	0	0
ALAR	EcoliAGORA	0	61	0	1	0	1	0	0
ALAR	ErectaleAGORA	0	61	0	1	0	1	0	0
ALAR	MformatexigensAGORA	0	61	0	1	0	1	0	0
ALAS	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ALATA_L	BcaccaeAGORA	0	61	0	1	0	1	0	0
ALATA_L	EcoliAGORA	0	61	0	1	0	1	0	0
ALATA_L	ErectaleAGORA	0	61	0	1	0	1	0	0
ALAt2r	BcaccaeAGORA	0	61	0	1	0	1	0	0
ALAt2r	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ALAt2r	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ALAt2r	DpigerAGORA	0	61	0	1	0	1	0	0
ALAt2r	EcoliAGORA	0	61	0	1	0	1	0	0
ALAt2r	ErectaleAGORA	0	61	0	1	0	1	0	0
ALAt2r	MformatexigensAGORA	0	61	0	1	0	1	0	0
ALAt4r	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ALCD19	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ALCD19	CsymbiosumAGORA	0	61	0	0.245901639344262	0	1	0	0
ALCD2x_1	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ALCD2x_1	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ALCD2x_1	DpigerAGORA	6	61	6	1	0	0	0	1
ALCD2x_1	EcoliAGORA	0	61	0	1	0	1	0	0
ALCD2x_1	ErectaleAGORA	0	61	0	1	0	1	0	0
ALCD2x_1	MformatexigensAGORA	0	61	0	1	0	1	0	0
ALCD2x_2	CaerofaciensAGORA	0	61	0	1	0	1	0	0
AMALT2	ErectaleAGORA	0	61	0	0	0	1	0	0
AMALT3	ErectaleAGORA	0	60	0	0	0	1	0	0
AMALT4	ErectaleAGORA	0	61	0	1	0	1	0	0
AMMQT7rev	CsymbiosumAGORA	0	61	0	1	0	1	0	0
AMMQT7rev	ErectaleAGORA	0	61	0	1	0	1	0	0
AMMQT8r	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
AMMQT8r	CsymbiosumAGORA	0	61	0	1	0	1	0	0
AMMQT8r	ErectaleAGORA	0	61	0	1	0	1	0	0
AMPMS2	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
AMPMS2	ErectaleAGORA	0	61	0	1	0	1	0	0
AMPSO3OX	DpigerAGORA	0	58	0	0.0517241379310345	0	1	0	0
AMPTASECG	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
AMPTASECG	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
AMPTASECG	CsymbiosumAGORA	0	61	0	0	0	1	0	0
AMPTASECG	DpigerAGORA	0	61	0	1	0	1	0	0
AMPTASECG	EcoliAGORA	0	61	0	1	0	1	0	0
AMYLOPECTe	BovatusAGORA	0	61	0	1	0	1	0	0
AMYLOPECTe	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
AMYLOPECTe	ErectaleAGORA	0	61	0	1	0	1	0	0
AMYLe	BovatusAGORA	0	61	0	1	0	1	0	0
AMYLe	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
AMYLe	ErectaleAGORA	0	61	0	1	0	1	0	0
ANPRT	BcaccaeAGORA	0	61	0	1	0	1	0	0
ANPRT	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ANPRT	ErectaleAGORA	0	61	0	1	0	1	0	0
ANPRT	MformatexigensAGORA	0	61	0	1	0	1	0	0
ANS	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ANS	ErectaleAGORA	0	61	0	0	0	1	0	0
ANS	MformatexigensAGORA	0	61	0	0.19672131147541	0	1	0	0
ANS2	BcaccaeAGORA	0	61	0	1	0	1	0	0
ANS2	BhydrogenotrophicaAGORA	0	5	0	0	0	1	0	0
ANS2	ErectaleAGORA	0	61	0	1	0	1	0	0
ANS2	MformatexigensAGORA	0	61	0	0.819672131147541	0	1	0	0
APRAUR	BcaccaeAGORA	0	61	0	1	0	1	0	0
APRAUR	BovatusAGORA	0	61	0	1	0	1	0	0
APRAUR	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
APRAUR	DpigerAGORA	0	61	0	1	0	1	0	0
APRAUR	EcoliAGORA	0	61	0	1	0	1	0	0
APSRmq	DpigerAGORA	0	58	0	0.0517241379310345	0	1	0	0
ARGDC	BthetaiotaomicronAGORA	0	13	0	0	0	1	0	0
ARGSL_1	DpigerAGORA	0	61	0	1	0	1	0	0
ARGSL_1	ErectaleAGORA	0	61	0	1	0	1	0	0
ARGSL_2	BhydrogenotrophicaAGORA	0	61	0	0	0	1	0	0
ARGSL_2	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ARGSL_2	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ARGSSr_1	DpigerAGORA	0	61	0	1	0	1	0	0
ARGSSr_1	ErectaleAGORA	0	61	0	1	0	1	0	0
ARGSSr_2	BhydrogenotrophicaAGORA	0	61	0	0	0	1	0	0
ARGSSr_2	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ARGSSr_2	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ARGabc	BcaccaeAGORA	0	61	0	1	0	1	0	0
ARGt2	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ARGt2	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ARGt2	EcoliAGORA	0	61	0	1	0	1	0	0
ARGt2r	BovatusAGORA	0	61	0	1	0	1	0	0
ARGt2r	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ARGt2r	MformatexigensAGORA	0	61	0	1	0	1	0	0
ASAD	BcaccaeAGORA	0	61	0	1	0	1	0	0
ASAD	BovatusAGORA	0	61	0	1	0	1	0	0
ASAD	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ASAD	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ASAD	DpigerAGORA	0	61	0	1	0	1	0	0
ASAD	EcoliAGORA	0	61	0	1	0	1	0	0
ASAD	ErectaleAGORA	0	61	0	1	0	1	0	0
ASNt2r	BcaccaeAGORA	0	61	0	1	0	1	0	0
ASNt2r	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ASNt2r	BovatusAGORA	0	61	0	1	0	1	0	0
ASNt2r	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ASNt2r	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ASNt2r	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ASNt2r	DpigerAGORA	0	61	0	1	0	1	0	0
ASNt2r	EcoliAGORA	0	61	0	1	0	1	0	0
ASNt2r	ErectaleAGORA	0	61	0	1	0	1	0	0
ASNt2r	MformatexigensAGORA	0	61	0	1	0	1	0	0
ASP1DC	BcaccaeAGORA	0	61	0	1	0	1	0	0
ASP1DC	BovatusAGORA	0	61	0	1	0	1	0	0
ASP1DC	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ASP1DC	ErectaleAGORA	0	61	0	1	0	1	0	0
ASPCT	BhydrogenotrophicaAGORA	0	61	0	0	0	1	0	0
ASPCT	MformatexigensAGORA	0	61	0	1	0	1	0	0
ASPK	BcaccaeAGORA	0	61	0	1	0	1	0	0
ASPK	BovatusAGORA	0	61	0	1	0	1	0	0
ASPK	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ASPK	DpigerAGORA	0	61	0	1	0	1	0	0
ASPK	EcoliAGORA	0	61	0	1	0	1	0	0
ASPK	ErectaleAGORA	0	61	0	1	0	1	0	0
ASPKi	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ASPT	BcaccaeAGORA	0	61	0	1	0	1	0	0
ASPT	BhydrogenotrophicaAGORA	0	61	0	0.114754098360656	0	1	0	0
ASPT	BovatusAGORA	0	32	0	0.15625	0	1	0	0
ASPT	BthetaiotaomicronAGORA	0	57	0	0.964912280701754	0	1	0	0
ASPT	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ASPT	DpigerAGORA	0	61	0	1	0	1	0	0
ASPT	EcoliAGORA	0	61	0	0.622950819672131	0	1	0	0
ASPT	ErectaleAGORA	0	10	0	0.8	0	1	0	0
ASPT	MformatexigensAGORA	0	61	0	0.163934426229508	0	1	0	0
ASPTA	BovatusAGORA	56	61	56	0.950819672131147	0.0163934426229508	0	0	1
ASPTA_1	BhydrogenotrophicaAGORA	0	61	0	0.885245901639344	0	1	0	0
ASPTA_1	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ASPTA_1	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ASPTA_1	DpigerAGORA	0	61	0	1	0	1	0	0
ASPTA_1	EcoliAGORA	6	61	6	0.377049180327869	0	0	0	1
ASPTA_1	ErectaleAGORA	6	61	6	1	0	0	0	1
ASPTA_1	MformatexigensAGORA	0	61	0	1	0	1	0	0
ASPTA_2	BcaccaeAGORA	0	61	0	1	0	1	0	0
ASPTA_2	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ASPt2	EcoliAGORA	0	61	0	1	0	1	0	0
ASPt2r	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
ASPt2r	CaerofaciensAGORA	0	61	0	1	0	1	0	0
ASPt2r	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ASPt2r	DpigerAGORA	0	61	0	1	0	1	0	0
ASPt2r	ErectaleAGORA	0	61	0	1	0	1	0	0
ASPt2r	MformatexigensAGORA	0	61	0	1	0	1	0	0
AST	EcoliAGORA	0	61	0	1	0	1	0	0
ATPPRT	BcaccaeAGORA	0	61	0	1	0	1	0	0
ATPPRT	BovatusAGORA	0	61	0	1	0	1	0	0
ATPPRT	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ATPS4	BcaccaeAGORA	0	61	0	1	0	1	0	0
ATPS4	BovatusAGORA	0	61	0	1	0	1	0	0
ATPS4	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
ATPS4	CaerofaciensAGORA	0	14	0	0.428571428571429	0	1	0	0
ATPS4	CsymbiosumAGORA	0	61	0	1	0	1	0	0
ATPS4	DpigerAGORA	0	58	0	1	0	1	0	0
ATPS4	ErectaleAGORA	0	61	0	1	0	1	0	0
BPNT	BcaccaeAGORA	0	61	0	1	0	1	0	0
BPNT	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
BPNT	BovatusAGORA	0	61	0	1	0	1	0	0
BPNT	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
BPNT	CaerofaciensAGORA	0	61	0	1	0	1	0	0
BPNT	CsymbiosumAGORA	0	61	0	1	0	1	0	0
BPNT	DpigerAGORA	0	61	0	1	0	1	0	0
BPNT	EcoliAGORA	0	61	0	1	0	1	0	0
BPNT	ErectaleAGORA	0	61	0	1	0	1	0	0
BPNT	MformatexigensAGORA	0	61	0	1	0	1	0	0
BTCOAACCOAT	CsymbiosumAGORA	0	61	0	1	0	1	0	0
BTCOAACCOAT	ErectaleAGORA	0	61	0	1	0	1	0	0
BTCOADH	CsymbiosumAGORA	0	61	0	1	0	1	0	0
BTCOADH	ErectaleAGORA	0	61	0	1	0	1	0	0
BTNCLi	ErectaleAGORA	0	61	0	1	0	1	0	0
BUTCT	EcoliAGORA	0	61	0	1	0	1	0	0
BUTCTr	EcoliAGORA	0	59	0	0	0	1	0	0
BUTt2r_1	EcoliAGORA	0	61	0	1	0	1	0	0
BUTt2r_2	CsymbiosumAGORA	0	61	0	1	0	1	0	0
BUTt2r_2	ErectaleAGORA	0	61	0	1	0	1	0	0
CA2abc	BcaccaeAGORA	0	61	0	1	0	1	0	0
CA2abc	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CA2abc	BovatusAGORA	0	61	0	1	0	1	0	0
CA2abc	CaerofaciensAGORA	0	61	0	1	0	1	0	0
CA2abc	DpigerAGORA	0	61	0	1	0	1	0	0
CA2abc	MformatexigensAGORA	0	61	0	1	0	1	0	0
CAt4i	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CAt4i	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CAt4i	EcoliAGORA	0	61	0	1	0	1	0	0
CAt4i	ErectaleAGORA	0	61	0	1	0	1	0	0
CBIAT	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CBIAT	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CBIAT	ErectaleAGORA	0	61	0	1	0	1	0	0
CBMK	ErectaleAGORA	0	61	0	1	0	1	0	0
CBMK	MformatexigensAGORA	0	61	0	1	0	1	0	0
CBMKr	CaerofaciensAGORA	0	61	0	1	0	1	0	0
CBPS	DpigerAGORA	0	61	0	1	0	1	0	0
CD2abc1	MformatexigensAGORA	0	61	0	0.245901639344262	0	1	0	0
CD2t6r	MformatexigensAGORA	0	61	0	0.245901639344262	0	1	0	0
CDOSKT	BcaccaeAGORA	0	61	0	1	0	1	0	0
CDOSKT	BovatusAGORA	0	61	0	1	0	1	0	0
CDOSKT	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CDPGLYCGPT	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CDPGLYCGPT	ErectaleAGORA	0	61	0	1	0	1	0	0
CDPMEK	BcaccaeAGORA	0	61	0	1	0	1	0	0
CDPMEK	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CDPMEK	BovatusAGORA	0	61	0	1	0	1	0	0
CDPMEK	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CDPMEK	CaerofaciensAGORA	0	61	0	1	0	1	0	0
CDPMEK	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CDPMEK	DpigerAGORA	0	61	0	1	0	1	0	0
CDPMEK	EcoliAGORA	0	61	0	1	0	1	0	0
CDPMEK	ErectaleAGORA	0	61	0	1	0	1	0	0
CDPMEK	MformatexigensAGORA	0	61	0	1	0	1	0	0
CGLYabc	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CGLYabc	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CGLYabc	DpigerAGORA	0	61	0	1	0	1	0	0
CGLYabc	EcoliAGORA	0	61	0	1	0	1	0	0
CGLYt3_2_	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CHORM	BcaccaeAGORA	0	61	0	1	0	1	0	0
CHORM	BovatusAGORA	0	61	0	1	0	1	0	0
CHORM	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CHORM	MformatexigensAGORA	0	61	0	1	0	1	0	0
CHORS	BcaccaeAGORA	0	61	0	1	0	1	0	0
CHORS	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CHORS	BovatusAGORA	0	61	0	1	0	1	0	0
CHORS	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CHORS	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CHORS	ErectaleAGORA	0	61	0	1	0	1	0	0
CHORS	MformatexigensAGORA	0	61	0	1	0	1	0	0
CHRPL	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CHRPL	ErectaleAGORA	0	61	0	1	0	1	0	0
CITRAMALS	BovatusAGORA	0	1	0	0	0	1	0	0
CITRAMALS	BthetaiotaomicronAGORA	0	2	0	0	0	1	0	0
CITRH	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CITt7	EcoliAGORA	0	61	0	1	0	1	0	0
CLPNS180	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CLPNS180	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CLPNS180	ErectaleAGORA	0	61	0	1	0	1	0	0
CLPNSAI17	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CLPNSAI17	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CLPNSAI17	ErectaleAGORA	0	61	0	1	0	1	0	0
CLPNSI17	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CLPNSI17	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CLPNSI17	ErectaleAGORA	0	61	0	1	0	1	0	0
CO2t	BcaccaeAGORA	0	61	0	1	0	1	0	0
CO2t	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CO2t	BovatusAGORA	0	61	0	1	0	1	0	0
CO2t	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CO2t	CaerofaciensAGORA	0	61	0	1	0	1	0	0
CO2t	CsymbiosumAGORA	61	55	55	0.0655737704918033	0.934426229508197	0	0	1
CO2t	DpigerAGORA	0	61	0	1	0	1	0	0
CO2t	EcoliAGORA	0	61	0	0	0	1	0	0
CO2t	ErectaleAGORA	0	61	0	1	0	1	0	0
CO2t	MformatexigensAGORA	0	61	0	1	0	1	0	0
COBALTt5	BcaccaeAGORA	0	61	0	1	0	1	0	0
COBALTt5	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
COBALTt5	BovatusAGORA	0	61	0	1	0	1	0	0
COBALTt5	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
COBALTt5	CsymbiosumAGORA	0	61	0	1	0	1	0	0
COBALTt5	EcoliAGORA	0	61	0	1	0	1	0	0
COBALTt5	ErectaleAGORA	0	61	0	1	0	1	0	0
CODH_ACS	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CODH_ACS	MformatexigensAGORA	0	61	0	1	0	1	0	0
CPPPGO2	ErectaleAGORA	0	61	0	1	0	1	0	0
CSND	EcoliAGORA	0	61	0	0	0	1	0	0
CSNt2	EcoliAGORA	0	61	0	0	0	1	0	0
CSNt6	CsymbiosumAGORA	61	61	61	0	0	0	0	1
CTPS1	BcaccaeAGORA	0	61	0	1	0	1	0	0
CTPS1	BhydrogenotrophicaAGORA	0	61	0	0	0	1	0	0
CTPS1	BovatusAGORA	0	61	0	1	0	1	0	0
CTPS1	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CTPS1	CaerofaciensAGORA	0	61	0	0.639344262295082	0	1	0	0
CTPS1	CsymbiosumAGORA	0	61	0	0	0	1	0	0
CTPS1	DpigerAGORA	0	61	0	1	0	1	0	0
CTPS1	EcoliAGORA	0	61	0	0.459016393442623	0	1	0	0
CTPS1	ErectaleAGORA	0	61	0	1	0	1	0	0
CTPS1	MformatexigensAGORA	0	61	0	0.819672131147541	0	1	0	0
CTPS2	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CTPS2	BthetaiotaomicronAGORA	0	4	0	0	0	1	0	0
CTPS2	CaerofaciensAGORA	0	61	0	0.360655737704918	0	1	0	0
CTPS2	CsymbiosumAGORA	0	61	0	1	0	1	0	0
CTPS2	EcoliAGORA	0	61	0	0.557377049180328	0	1	0	0
CTPS2	ErectaleAGORA	0	61	0	0	0	1	0	0
CTPS2	MformatexigensAGORA	0	59	0	0.203389830508475	0	1	0	0
CYSDS	EcoliAGORA	0	61	0	1	0	1	0	0
CYSS	BcaccaeAGORA	0	61	0	1	0	1	0	0
CYSS	BovatusAGORA	0	61	0	1	0	1	0	0
CYSS3r	CsymbiosumAGORA	0	61	0	0	0	1	0	0
CYSt2r_1	CaerofaciensAGORA	0	61	0	1	0	1	0	0
CYSt2r_1	CsymbiosumAGORA	61	61	61	1	0	0	0	1
CYSt2r_1	EcoliAGORA	0	61	0	1	0	1	0	0
CYSt2r_1	ErectaleAGORA	0	61	0	1	0	1	0	0
CYSt2r_1	MformatexigensAGORA	0	61	0	1	0	1	0	0
CYSt2r_2	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CYSt2r_2	DpigerAGORA	0	61	0	1	0	1	0	0
CYTD	CsymbiosumAGORA	0	59	0	0	0	1	0	0
CYTDK1	CsymbiosumAGORA	0	61	0	0	0	1	0	0
CYTK1	BcaccaeAGORA	0	61	0	1	0	1	0	0
CYTK1	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
CYTK1	BovatusAGORA	0	61	0	1	0	1	0	0
CYTK1	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CYTK1	CaerofaciensAGORA	0	61	0	1	0	1	0	0
CYTK1	CsymbiosumAGORA	61	61	61	1	0	0	0	1
CYTK1	DpigerAGORA	0	61	0	1	0	1	0	0
CYTK1	EcoliAGORA	0	61	0	1	0	1	0	0
CYTK1	ErectaleAGORA	0	61	0	1	0	1	0	0
CYTK1	MformatexigensAGORA	0	61	0	1	0	1	0	0
CYTK2	BcaccaeAGORA	0	61	0	1	0	1	0	0
CYTK2	BovatusAGORA	0	61	0	1	0	1	0	0
CYTK2	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
CYTK2	CsymbiosumAGORA	21	61	21	1	0	0	0	1
CYTK2	ErectaleAGORA	0	61	0	1	0	1	0	0
CYTK2	MformatexigensAGORA	0	61	0	1	0	1	0	0
Coabc	CaerofaciensAGORA	0	61	0	1	0	1	0	0
Coabc	DpigerAGORA	0	61	0	1	0	1	0	0
Coabc	MformatexigensAGORA	0	61	0	1	0	1	0	0
Cuabc	BcaccaeAGORA	0	61	0	1	0	1	0	0
Cuabc	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
Cuabc	BovatusAGORA	0	61	0	1	0	1	0	0
Cuabc	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
Cuabc	CaerofaciensAGORA	0	61	0	1	0	1	0	0
Cuabc	CsymbiosumAGORA	0	61	0	1	0	1	0	0
Cuabc	DpigerAGORA	0	61	0	1	0	1	0	0
Cuabc	EcoliAGORA	0	61	0	1	0	1	0	0
Cuabc	ErectaleAGORA	0	61	0	1	0	1	0	0
Cuabc	MformatexigensAGORA	0	61	0	1	0	1	0	0
DAPDC	CaerofaciensAGORA	0	58	0	0.0689655172413793	0	1	0	0
DAPDC	MformatexigensAGORA	0	61	0	1	0	1	0	0
DAPE	BcaccaeAGORA	0	61	0	1	0	1	0	0
DAPE	BovatusAGORA	0	61	0	1	0	1	0	0
DAPE	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DAPE	CsymbiosumAGORA	0	61	0	1	0	1	0	0
DAPE	DpigerAGORA	0	61	0	1	0	1	0	0
DAPE	EcoliAGORA	0	61	0	1	0	1	0	0
DAPE	ErectaleAGORA	0	61	0	1	0	1	0	0
DAPabc	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
DAPabc	CaerofaciensAGORA	0	61	0	1	0	1	0	0
DAPabc	MformatexigensAGORA	0	61	0	1	0	1	0	0
DASYN180	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DASYN180	CsymbiosumAGORA	0	61	0	1	0	1	0	0
DASYN180	ErectaleAGORA	0	61	0	1	0	1	0	0
DASYNAI17	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DASYNAI17	CsymbiosumAGORA	0	61	0	1	0	1	0	0
DASYNAI17	ErectaleAGORA	0	61	0	1	0	1	0	0
DASYNI17	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DASYNI17	CsymbiosumAGORA	0	61	0	1	0	1	0	0
DASYNI17	ErectaleAGORA	0	61	0	1	0	1	0	0
DB4PS	BcaccaeAGORA	0	61	0	1	0	1	0	0
DB4PS	BovatusAGORA	0	61	0	1	0	1	0	0
DB4PS	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DB4PS	DpigerAGORA	0	61	0	1	0	1	0	0
DB4PS	EcoliAGORA	0	61	0	1	0	1	0	0
DCMPDA	BcaccaeAGORA	0	61	0	1	0	1	0	0
DCMPDA	BovatusAGORA	0	61	0	1	0	1	0	0
DCMPDA	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DCMPDA	CsymbiosumAGORA	21	61	21	1	0	0	0	1
DCMPDA	ErectaleAGORA	0	61	0	1	0	1	0	0
DCMPDA	MformatexigensAGORA	0	61	0	1	0	1	0	0
DCTPD2	CsymbiosumAGORA	0	35	0	0	0	1	0	0
DDPA	BcaccaeAGORA	0	61	0	1	0	1	0	0
DDPA	BhydrogenotrophicaAGORA	0	61	0	1	0	1	0	0
DDPA	BovatusAGORA	0	61	0	1	0	1	0	0
DDPA	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DDPA	CsymbiosumAGORA	0	61	0	1	0	1	0	0
DDPA	ErectaleAGORA	0	61	0	1	0	1	0	0
DDPA	MformatexigensAGORA	0	61	0	1	0	1	0	0
DGK1	CsymbiosumAGORA	0	61	0	0	0	1	0	0
DHAD1	BcaccaeAGORA	0	61	0	1	0	1	0	0
DHAD1	DpigerAGORA	0	22	0	0	0	1	0	0
DHAD1	ErectaleAGORA	0	61	0	1	0	1	0	0
DHAD2	BcaccaeAGORA	0	61	0	1	0	1	0	0
DHAD2	BovatusAGORA	0	61	0	1	0	1	0	0
DHAD2	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DHAD2	DpigerAGORA	0	26	0	0	0	1	0	0
DHAD2	ErectaleAGORA	0	61	0	1	0	1	0	0
DHAPT	CsymbiosumAGORA	0	61	0	0.754098360655738	0	1	0	0
DHAPT	EcoliAGORA	0	61	0	0	0	1	0	0
DHDPRy	BcaccaeAGORA	0	61	0	1	0	1	0	0
DHDPRy	BovatusAGORA	0	61	0	1	0	1	0	0
DHDPRy	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DHDPRy	CsymbiosumAGORA	0	61	0	1	0	1	0	0
DHDPRy	DpigerAGORA	0	61	0	1	0	1	0	0
DHDPRy	EcoliAGORA	0	61	0	1	0	1	0	0
DHDPRy	ErectaleAGORA	0	61	0	1	0	1	0	0
DHDPS	BcaccaeAGORA	0	61	0	1	0	1	0	0
DHDPS	BovatusAGORA	0	61	0	1	0	1	0	0
DHDPS	BthetaiotaomicronAGORA	0	61	0	1	0	1	0	0
DHDPS	CsymbiosumAGORA	0	61	0	1	0	1	0	0
DHDPS	DpigerAGORA	0	61	0	1	0	1	0	0
DHDPS	EcoliAGORA	0	61	0	1	0	1	0	0
DHDPS	ErectaleAGORA	0	61	0	1	0	1	0	0
