noiseLevel	SimRun	TimePoint	Species	Code	value
0.5	1	577	BcaccaeAGORA	Bc	0.00307999490352644
0.5	2	577	BcaccaeAGORA	Bc	0.00285114764431975
0.5	3	577	BcaccaeAGORA	Bc	0.00274054630921432
0.5	4	577	BcaccaeAGORA	Bc	0.00251732424208834
0.5	5	577	BcaccaeAGORA	Bc	0.0023798406866941
0.5	6	577	BcaccaeAGORA	Bc	0.00212155340004215
0.5	7	577	BcaccaeAGORA	Bc	0.0018703004126897
0.5	8	577	BcaccaeAGORA	Bc	0.00273138533057617
0.5	9	577	BcaccaeAGORA	Bc	0.00250509594051372
0.5	10	577	BcaccaeAGORA	Bc	0.0022387930128732
0.5	11	577	BcaccaeAGORA	Bc	0.00203377232143599
0.5	12	577	BcaccaeAGORA	Bc	0.00170977030753718
0.5	13	577	BcaccaeAGORA	Bc	0.00143726341992648
0.5	14	577	BcaccaeAGORA	Bc	0.00295956044566811
0.5	15	577	BcaccaeAGORA	Bc	0.0028767368108457
0.5	16	577	BcaccaeAGORA	Bc	0.00275658660130795
0.5	17	577	BcaccaeAGORA	Bc	0.00264444543022987
0.5	18	577	BcaccaeAGORA	Bc	0.00249520715489466
0.5	19	577	BcaccaeAGORA	Bc	0.00230074855246792
0.5	20	577	BcaccaeAGORA	Bc	0.00293579731610259
0.5	21	577	BcaccaeAGORA	Bc	0.00282475801269113
0.5	22	577	BcaccaeAGORA	Bc	0.00269064962816474
0.5	23	577	BcaccaeAGORA	Bc	0.00258046417583955
0.5	24	577	BcaccaeAGORA	Bc	0.0023748092873143
0.5	25	577	BcaccaeAGORA	Bc	0.00215184313865902
0.5	26	577	BcaccaeAGORA	Bc	0.00286833459463851
0.5	27	577	BcaccaeAGORA	Bc	0.00270346417756389
0.5	28	577	BcaccaeAGORA	Bc	0.00253601301629599
0.5	29	577	BcaccaeAGORA	Bc	0.00236725314570672
0.5	30	577	BcaccaeAGORA	Bc	0.0021143257793686
0.5	31	577	BcaccaeAGORA	Bc	0.00188677443383839
0.5	32	577	BcaccaeAGORA	Bc	0.00275311507932414
0.5	33	577	BcaccaeAGORA	Bc	0.00249565584932177
0.5	34	577	BcaccaeAGORA	Bc	0.0022232287108329
0.5	35	577	BcaccaeAGORA	Bc	0.00200912699933564
0.5	36	577	BcaccaeAGORA	Bc	0.00170031641166891
0.5	37	577	BcaccaeAGORA	Bc	0.00139765671399099
0.5	38	577	BcaccaeAGORA	Bc	0.00273129912350015
0.5	39	577	BcaccaeAGORA	Bc	0.00246746786728463
0.5	40	577	BcaccaeAGORA	Bc	0.00219930601677135
0.5	41	577	BcaccaeAGORA	Bc	0.00198922911593944
0.5	42	577	BcaccaeAGORA	Bc	0.00168485224824446
0.5	43	577	BcaccaeAGORA	Bc	0.00144100797561036
0.5	44	577	BcaccaeAGORA	Bc	0.00284353299887838
0.5	45	577	BcaccaeAGORA	Bc	0.00267249082339876
0.5	46	577	BcaccaeAGORA	Bc	0.00247650864834762
0.5	47	577	BcaccaeAGORA	Bc	0.00229678522180674
0.5	48	577	BcaccaeAGORA	Bc	0.00204423376551234
0.5	49	577	BcaccaeAGORA	Bc	0.00179029011230198
0.5	50	577	BcaccaeAGORA	Bc	0.00268599762989184
0.5	51	577	BcaccaeAGORA	Bc	0.00240927958590256
0.5	52	577	BcaccaeAGORA	Bc	0.00214631517477922
0.5	53	577	BcaccaeAGORA	Bc	0.00192927311859473
0.5	54	577	BcaccaeAGORA	Bc	0.0016265884541559
0.5	55	577	BcaccaeAGORA	Bc	0.00138432852545757
0.5	56	577	BcaccaeAGORA	Bc	0.00529542225499785
0.5	57	577	BcaccaeAGORA	Bc	0.00703095537275098
0.5	58	577	BcaccaeAGORA	Bc	0.00901965064499846
0.5	59	577	BcaccaeAGORA	Bc	0.0106524220725301
0.5	60	577	BcaccaeAGORA	Bc	0.0127428341856495
0.5	61	577	BcaccaeAGORA	Bc	0.0146594026933391
0.5	1	577	BhydrogenotrophicaAGORA	Bh	0.00760303001759259
0.5	2	577	BhydrogenotrophicaAGORA	Bh	0.00719470704858175
0.5	3	577	BhydrogenotrophicaAGORA	Bh	0.00692845513620885
0.5	4	577	BhydrogenotrophicaAGORA	Bh	0.00654083593501751
0.5	5	577	BhydrogenotrophicaAGORA	Bh	0.00617911447013903
0.5	6	577	BhydrogenotrophicaAGORA	Bh	0.00557158107672263
0.5	7	577	BhydrogenotrophicaAGORA	Bh	0.00503663867045139
0.5	8	577	BhydrogenotrophicaAGORA	Bh	0.00757403712495898
0.5	9	577	BhydrogenotrophicaAGORA	Bh	0.00757726612762965
0.5	10	577	BhydrogenotrophicaAGORA	Bh	0.00756292353218996
0.5	11	577	BhydrogenotrophicaAGORA	Bh	0.00745433176068749
0.5	12	577	BhydrogenotrophicaAGORA	Bh	0.00736611670225911
0.5	13	577	BhydrogenotrophicaAGORA	Bh	0.00715412905995354
0.5	14	577	BhydrogenotrophicaAGORA	Bh	0.0073806272767528
0.5	15	577	BhydrogenotrophicaAGORA	Bh	0.00702882737420231
0.5	16	577	BhydrogenotrophicaAGORA	Bh	0.00671835669583028
0.5	17	577	BhydrogenotrophicaAGORA	Bh	0.00644796381007247
0.5	18	577	BhydrogenotrophicaAGORA	Bh	0.00610452267582636
0.5	19	577	BhydrogenotrophicaAGORA	Bh	0.00561940213322311
0.5	20	577	BhydrogenotrophicaAGORA	Bh	0.0125307355081945
0.5	21	577	BhydrogenotrophicaAGORA	Bh	0.0159937215194271
0.5	22	577	BhydrogenotrophicaAGORA	Bh	0.0200334462569095
0.5	23	577	BhydrogenotrophicaAGORA	Bh	0.0230014849529715
0.5	24	577	BhydrogenotrophicaAGORA	Bh	0.0269735558314444
0.5	25	577	BhydrogenotrophicaAGORA	Bh	0.0301423218970766
0.5	26	577	BhydrogenotrophicaAGORA	Bh	0.00687452538620223
0.5	27	577	BhydrogenotrophicaAGORA	Bh	0.00642559055917747
0.5	28	577	BhydrogenotrophicaAGORA	Bh	0.00584726526099033
0.5	29	577	BhydrogenotrophicaAGORA	Bh	0.00544034842082128
0.5	30	577	BhydrogenotrophicaAGORA	Bh	0.0048599424458332
0.5	31	577	BhydrogenotrophicaAGORA	Bh	0.00426250411334142
0.5	32	577	BhydrogenotrophicaAGORA	Bh	0.00686569123989647
0.5	33	577	BhydrogenotrophicaAGORA	Bh	0.006227844691376
0.5	34	577	BhydrogenotrophicaAGORA	Bh	0.0056819031575352
0.5	35	577	BhydrogenotrophicaAGORA	Bh	0.00516335535686659
0.5	36	577	BhydrogenotrophicaAGORA	Bh	0.0044448780524507
0.5	37	577	BhydrogenotrophicaAGORA	Bh	0.0038314456294108
0.5	38	577	BhydrogenotrophicaAGORA	Bh	0.00645524733916168
0.5	39	577	BhydrogenotrophicaAGORA	Bh	0.00574531369443061
0.5	40	577	BhydrogenotrophicaAGORA	Bh	0.00500856774306757
0.5	41	577	BhydrogenotrophicaAGORA	Bh	0.00441196925672506
0.5	42	577	BhydrogenotrophicaAGORA	Bh	0.00372777520635697
0.5	43	577	BhydrogenotrophicaAGORA	Bh	0.00309139713432058
0.5	44	577	BhydrogenotrophicaAGORA	Bh	0.00652619314348758
0.5	45	577	BhydrogenotrophicaAGORA	Bh	0.00589185184911724
0.5	46	577	BhydrogenotrophicaAGORA	Bh	0.00526586997213626
0.5	47	577	BhydrogenotrophicaAGORA	Bh	0.00476214420580741
0.5	48	577	BhydrogenotrophicaAGORA	Bh	0.0040833629986831
0.5	49	577	BhydrogenotrophicaAGORA	Bh	0.00345531726994759
0.5	50	577	BhydrogenotrophicaAGORA	Bh	0.0071776964614794
0.5	51	577	BhydrogenotrophicaAGORA	Bh	0.0068295660797987
0.5	52	577	BhydrogenotrophicaAGORA	Bh	0.00637772068347766
0.5	53	577	BhydrogenotrophicaAGORA	Bh	0.00584031578149798
0.5	54	577	BhydrogenotrophicaAGORA	Bh	0.00518100838281101
0.5	55	577	BhydrogenotrophicaAGORA	Bh	0.00452089976772189
0.5	56	577	BhydrogenotrophicaAGORA	Bh	0.00736885832553621
0.5	57	577	BhydrogenotrophicaAGORA	Bh	0.00708075618195887
0.5	58	577	BhydrogenotrophicaAGORA	Bh	0.00686826779255928
0.5	59	577	BhydrogenotrophicaAGORA	Bh	0.00665292642831411
0.5	60	577	BhydrogenotrophicaAGORA	Bh	0.00631062468012564
0.5	61	577	BhydrogenotrophicaAGORA	Bh	0.00591481650343574
0.5	1	577	BovatusAGORA	Bo	0.0914403835571785
0.5	2	577	BovatusAGORA	Bo	0.0771765402971809
0.5	3	577	BovatusAGORA	Bo	0.0683122952759874
0.5	4	577	BovatusAGORA	Bo	0.0596298309100131
0.5	5	577	BovatusAGORA	Bo	0.0544147144453202
0.5	6	577	BovatusAGORA	Bo	0.0475484651696281
0.5	7	577	BovatusAGORA	Bo	0.0420693505934449
0.5	8	577	BovatusAGORA	Bo	0.0901376648631337
0.5	9	577	BovatusAGORA	Bo	0.0892338698129924
0.5	10	577	BovatusAGORA	Bo	0.0880554754130267
0.5	11	577	BovatusAGORA	Bo	0.0865890585859985
0.5	12	577	BovatusAGORA	Bo	0.0848733437849124
0.5	13	577	BovatusAGORA	Bo	0.0830451055945485
0.5	14	577	BovatusAGORA	Bo	0.0921657958111635
0.5	15	577	BovatusAGORA	Bo	0.0925139817896392
0.5	16	577	BovatusAGORA	Bo	0.0929493928384186
0.5	17	577	BovatusAGORA	Bo	0.0929393791316656
