noiseLevel	SimRun	TimePoint	Species	Code	value
8	18	577	BovatusAGORA	Bo	0.0887210546803681
8	19	577	BovatusAGORA	Bo	0.0981336088935382
8	20	577	BovatusAGORA	Bo	0.0898720365490142
8	21	577	BovatusAGORA	Bo	0.0872285606770121
8	22	577	BovatusAGORA	Bo	0.0881393619814285
8	23	577	BovatusAGORA	Bo	0.0877822108789186
8	24	577	BovatusAGORA	Bo	0.0822301722929662
8	25	577	BovatusAGORA	Bo	0.0896334641373293
8	26	577	BovatusAGORA	Bo	0.0908346426412376
8	27	577	BovatusAGORA	Bo	0.0884042496532209
8	28	577	BovatusAGORA	Bo	0.0933105376130956
8	29	577	BovatusAGORA	Bo	0.0910130353683934
8	30	577	BovatusAGORA	Bo	0.0913847348462808
8	31	577	BovatusAGORA	Bo	0.0930726190501086
8	32	577	BovatusAGORA	Bo	0.0816089706591749
8	33	577	BovatusAGORA	Bo	0.0906953277056336
8	34	577	BovatusAGORA	Bo	0.0895440043178807
8	35	577	BovatusAGORA	Bo	0.100749417480086
8	36	577	BovatusAGORA	Bo	0.0919004047576181
8	37	577	BovatusAGORA	Bo	0.0880702007893572
8	38	577	BovatusAGORA	Bo	0.0895007718940837
8	39	577	BovatusAGORA	Bo	0.0889893894103125
8	40	577	BovatusAGORA	Bo	0.0923716314220229
8	41	577	BovatusAGORA	Bo	0.0870992595757042
8	42	577	BovatusAGORA	Bo	0.0873188311090191
8	43	577	BovatusAGORA	Bo	0.0880242320504615
8	44	577	BovatusAGORA	Bo	0.126534038656452
8	45	577	BovatusAGORA	Bo	0.152390012014809
8	46	577	BovatusAGORA	Bo	0.175581199876343
8	47	577	BovatusAGORA	Bo	0.181429067182227
8	48	577	BovatusAGORA	Bo	0.201935358718458
8	49	577	BovatusAGORA	Bo	0.213431783570323
8	50	577	BovatusAGORA	Bo	0.0748834731745724
8	51	577	BovatusAGORA	Bo	0.056320370794877
8	52	577	BovatusAGORA	Bo	0.0484115435945284
8	53	577	BovatusAGORA	Bo	0.0409549264914636
8	54	577	BovatusAGORA	Bo	0.0311909011567429
8	55	577	BovatusAGORA	Bo	0.02432341971871
8	56	577	BovatusAGORA	Bo	0.0903036357318678
8	57	577	BovatusAGORA	Bo	0.0895497196433182
8	58	577	BovatusAGORA	Bo	0.0909260733067227
8	59	577	BovatusAGORA	Bo	0.0951504690486631
8	60	577	BovatusAGORA	Bo	0.0886562809643759
8	61	577	BovatusAGORA	Bo	0.0900006761292127
8	1	577	BthetaiotaomicronAGORA	Bt	0.0781253797241367
8	2	577	BthetaiotaomicronAGORA	Bt	0.0562394292751404
8	3	577	BthetaiotaomicronAGORA	Bt	0.0500467616738756
8	4	577	BthetaiotaomicronAGORA	Bt	0.040849081623302
8	5	577	BthetaiotaomicronAGORA	Bt	0.0316343261590295
8	6	577	BthetaiotaomicronAGORA	Bt	0.027026865565476
8	7	577	BthetaiotaomicronAGORA	Bt	0.019665410866779
8	8	577	BthetaiotaomicronAGORA	Bt	0.0749898309832704
8	9	577	BthetaiotaomicronAGORA	Bt	0.07864235594369
8	10	577	BthetaiotaomicronAGORA	Bt	0.0702602852818348
8	11	577	BthetaiotaomicronAGORA	Bt	0.0753850514761396
8	12	577	BthetaiotaomicronAGORA	Bt	0.073946199119497
8	13	577	BthetaiotaomicronAGORA	Bt	0.0737180072655312
8	14	577	BthetaiotaomicronAGORA	Bt	0.0796141388745258
8	15	577	BthetaiotaomicronAGORA	Bt	0.0865445319916398
8	16	577	BthetaiotaomicronAGORA	Bt	0.0785200226696906
8	17	577	BthetaiotaomicronAGORA	Bt	0.0745665528778673
8	18	577	BthetaiotaomicronAGORA	Bt	0.0760958932856765
8	19	577	BthetaiotaomicronAGORA	Bt	0.0856363703509468
8	20	577	BthetaiotaomicronAGORA	Bt	0.0766340072533814
8	21	577	BthetaiotaomicronAGORA	Bt	0.0753594788865212
8	22	577	BthetaiotaomicronAGORA	Bt	0.0731171188869415
8	23	577	BthetaiotaomicronAGORA	Bt	0.0815296013694249
8	24	577	BthetaiotaomicronAGORA	Bt	0.0736750979652656
8	25	577	BthetaiotaomicronAGORA	Bt	0.0782611789435404
8	26	577	BthetaiotaomicronAGORA	Bt	0.0783489912289742
8	27	577	BthetaiotaomicronAGORA	Bt	0.0803359316972509
8	28	577	BthetaiotaomicronAGORA	Bt	0.08398618243997
8	29	577	BthetaiotaomicronAGORA	Bt	0.0810017440574298
8	30	577	BthetaiotaomicronAGORA	Bt	0.085277416263638
8	31	577	BthetaiotaomicronAGORA	Bt	0.0857881780293082
8	32	577	BthetaiotaomicronAGORA	Bt	0.0662469425063339
8	33	577	BthetaiotaomicronAGORA	Bt	0.0687456827616813
8	34	577	BthetaiotaomicronAGORA	Bt	0.070365301889955
8	35	577	BthetaiotaomicronAGORA	Bt	0.078253030320394
8	36	577	BthetaiotaomicronAGORA	Bt	0.0679976932379657
8	37	577	BthetaiotaomicronAGORA	Bt	0.0676606483830569
8	38	577	BthetaiotaomicronAGORA	Bt	0.0785192794980099
8	39	577	BthetaiotaomicronAGORA	Bt	0.0790199032832246
8	40	577	BthetaiotaomicronAGORA	Bt	0.0826957264144221
8	41	577	BthetaiotaomicronAGORA	Bt	0.0812650273482084
8	42	577	BthetaiotaomicronAGORA	Bt	0.0745271328076841
8	43	577	BthetaiotaomicronAGORA	Bt	0.0819414310068138
8	44	577	BthetaiotaomicronAGORA	Bt	0.0594737918381178
8	45	577	BthetaiotaomicronAGORA	Bt	0.0481367756735251
8	46	577	BthetaiotaomicronAGORA	Bt	0.0412000820917276
8	47	577	BthetaiotaomicronAGORA	Bt	0.0325351647286005
8	48	577	BthetaiotaomicronAGORA	Bt	0.0263813071927729
8	49	577	BthetaiotaomicronAGORA	Bt	0.0194598956305861
8	50	577	BthetaiotaomicronAGORA	Bt	0.127462364531966
8	51	577	BthetaiotaomicronAGORA	Bt	0.130336999498984
8	52	577	BthetaiotaomicronAGORA	Bt	0.171056644848059
8	53	577	BthetaiotaomicronAGORA	Bt	0.173730154449895
8	54	577	BthetaiotaomicronAGORA	Bt	0.199763133925922
8	55	577	BthetaiotaomicronAGORA	Bt	0.209452769946178
8	56	577	BthetaiotaomicronAGORA	Bt	0.0785447371888967
8	57	577	BthetaiotaomicronAGORA	Bt	0.0741954813199422
8	58	577	BthetaiotaomicronAGORA	Bt	0.0776088134417135
8	59	577	BthetaiotaomicronAGORA	Bt	0.0789043650807243
8	60	577	BthetaiotaomicronAGORA	Bt	0.0708589347657265
8	61	577	BthetaiotaomicronAGORA	Bt	0.0710246425000707
8	1	577	CaerofaciensAGORA	Ca	0.0102261242392963
8	2	577	CaerofaciensAGORA	Ca	0.0140155790889714
8	3	577	CaerofaciensAGORA	Ca	0.0123374835829156
8	4	577	CaerofaciensAGORA	Ca	0.0104525934480972
8	5	577	CaerofaciensAGORA	Ca	0.0118177298936687
8	6	577	CaerofaciensAGORA	Ca	0.0106995285577859
8	7	577	CaerofaciensAGORA	Ca	0.00947242717755682
8	8	577	CaerofaciensAGORA	Ca	0.0167199735367799
8	9	577	CaerofaciensAGORA	Ca	0.0155486698720579
8	10	577	CaerofaciensAGORA	Ca	0.025670786210998
8	11	577	CaerofaciensAGORA	Ca	0.0195957947154866
8	12	577	CaerofaciensAGORA	Ca	0.0224866753394757
8	13	577	CaerofaciensAGORA	Ca	0.0282181710453585
8	14	577	CaerofaciensAGORA	Ca	0.00998418738627476
8	15	577	CaerofaciensAGORA	Ca	0.0118351390305927
8	16	577	CaerofaciensAGORA	Ca	0.0124218305703065
8	17	577	CaerofaciensAGORA	Ca	0.0111987163110693
8	18	577	CaerofaciensAGORA	Ca	0.0105886871138868
8	19	577	CaerofaciensAGORA	Ca	0.00962379313920694
8	20	577	CaerofaciensAGORA	Ca	0.0104700881176775
8	21	577	CaerofaciensAGORA	Ca	0.0105207008008416
8	22	577	CaerofaciensAGORA	Ca	0.0135292347743466
8	23	577	CaerofaciensAGORA	Ca	0.0131147428366532
8	24	577	CaerofaciensAGORA	Ca	0.0138943499127508
8	25	577	CaerofaciensAGORA	Ca	0.00877482292274638
8	26	577	CaerofaciensAGORA	Ca	0.00958893577008487
8	27	577	CaerofaciensAGORA	Ca	0.0122915729892242
8	28	577	CaerofaciensAGORA	Ca	0.0104055335855394
8	29	577	CaerofaciensAGORA	Ca	0.0100179344420303
8	30	577	CaerofaciensAGORA	Ca	0.0118295935321324
8	31	577	CaerofaciensAGORA	Ca	0.00730316052729771
8	32	577	CaerofaciensAGORA	Ca	0.0118990338407817
8	33	577	CaerofaciensAGORA	Ca	0.00985360770917002
8	34	577	CaerofaciensAGORA	Ca	0.00994130526413291
8	35	577	CaerofaciensAGORA	Ca	0.0101028302588318
8	36	577	CaerofaciensAGORA	Ca	0.00804467036538923
8	37	577	CaerofaciensAGORA	Ca	0.00633564288391512
8	38	577	CaerofaciensAGORA	Ca	0.0085373781007377
8	39	577	CaerofaciensAGORA	Ca	0.00606442597235271
8	40	577	CaerofaciensAGORA	Ca	0.00445314319600376
8	41	577	CaerofaciensAGORA	Ca	0.00498370858980205
8	42	577	CaerofaciensAGORA	Ca	0.00393327890081561
8	43	577	CaerofaciensAGORA	Ca	0.00274422134121981
8	44	577	CaerofaciensAGORA	Ca	0.00974632193933874
8	45	577	CaerofaciensAGORA	Ca	0.00762501196780836
8	46	577	CaerofaciensAGORA	Ca	0.00998146428882018
8	47	577	CaerofaciensAGORA	Ca	0.00844935607417298
8	48	577	CaerofaciensAGORA	Ca	0.00523063295245045
8	49	577	CaerofaciensAGORA	Ca	0.0061085413925182
8	50	577	CaerofaciensAGORA	Ca	0.00825716316771681
8	51	577	CaerofaciensAGORA	Ca	0.012206985567465
8	52	577	CaerofaciensAGORA	Ca	0.0104388552424143
8	53	577	CaerofaciensAGORA	Ca	0.00886432521780672
8	54	577	CaerofaciensAGORA	Ca	0.0128445462469366
8	55	577	CaerofaciensAGORA	Ca	0.0114163233700522
8	56	577	CaerofaciensAGORA	Ca	0.0111818117811085
8	57	577	CaerofaciensAGORA	Ca	0.00810602250627128
8	58	577	CaerofaciensAGORA	Ca	0.0101625542859947
8	59	577	CaerofaciensAGORA	Ca	0.0117022263846825
8	60	577	CaerofaciensAGORA	Ca	0.010362148705829
8	61	577	CaerofaciensAGORA	Ca	0.00764154670221724
8	1	577	CsymbiosumAGORA	Cs	0.0897068994089973
8	2	577	CsymbiosumAGORA	Cs	0.0874327678019616
8	3	577	CsymbiosumAGORA	Cs	0.0836001555827671
8	4	577	CsymbiosumAGORA	Cs	0.0853648255551594
8	5	577	CsymbiosumAGORA	Cs	0.0813344032427288
8	6	577	CsymbiosumAGORA	Cs	0.078616502872357
8	7	577	CsymbiosumAGORA	Cs	0.0819218122106126
8	8	577	CsymbiosumAGORA	Cs	0.0869209367518632
8	9	577	CsymbiosumAGORA	Cs	0.0895823492075647
8	10	577	CsymbiosumAGORA	Cs	0.0940454734588303
8	11	577	CsymbiosumAGORA	Cs	0.0885431506400131
8	12	577	CsymbiosumAGORA	Cs	0.087531467036659
8	13	577	CsymbiosumAGORA	Cs	0.0878494558922605
8	14	577	CsymbiosumAGORA	Cs	0.0898423250623585
8	15	577	CsymbiosumAGORA	Cs	0.0926025014194127
8	16	577	CsymbiosumAGORA	Cs	0.091098504575254
8	17	577	CsymbiosumAGORA	Cs	0.0966340624683312
8	18	577	CsymbiosumAGORA	Cs	0.094427708937968
8	19	577	CsymbiosumAGORA	Cs	0.082422370942894
8	20	577	CsymbiosumAGORA	Cs	0.0857057084795594
8	21	577	CsymbiosumAGORA	Cs	0.089684691427297
8	22	577	CsymbiosumAGORA	Cs	0.0859469393510464
8	23	577	CsymbiosumAGORA	Cs	0.0831000364307121
8	24	577	CsymbiosumAGORA	Cs	0.0902469336888483
8	25	577	CsymbiosumAGORA	Cs	0.0860307752383064
8	26	577	CsymbiosumAGORA	Cs	0.0987291122946023
8	27	577	CsymbiosumAGORA	Cs	0.100608555017847
8	28	577	CsymbiosumAGORA	Cs	0.102787707874206
8	29	577	CsymbiosumAGORA	Cs	0.103946281172709
8	30	577	CsymbiosumAGORA	Cs	0.103490504796307
8	31	577	CsymbiosumAGORA	Cs	0.105156344592565
8	32	577	CsymbiosumAGORA	Cs	0.0919141094648766
8	33	577	CsymbiosumAGORA	Cs	0.0932044724272205
8	34	577	CsymbiosumAGORA	Cs	0.0900197600199399
8	35	577	CsymbiosumAGORA	Cs	0.0821598667735887
8	36	577	CsymbiosumAGORA	Cs	0.0883753907087871
8	37	577	CsymbiosumAGORA	Cs	0.0979728686678709
8	38	577	CsymbiosumAGORA	Cs	0.0937926726914906
8	39	577	CsymbiosumAGORA	Cs	0.101120787143074
8	40	577	CsymbiosumAGORA	Cs	0.0974525316256125
8	41	577	CsymbiosumAGORA	Cs	0.101285699728987
8	42	577	CsymbiosumAGORA	Cs	0.0983886099622289
8	43	577	CsymbiosumAGORA	Cs	0.0992366205024946
8	44	577	CsymbiosumAGORA	Cs	0.088879636653484
8	45	577	CsymbiosumAGORA	Cs	0.100386707724277
8	46	577	CsymbiosumAGORA	Cs	0.101311854848586
8	47	577	CsymbiosumAGORA	Cs	0.10862500498583
8	48	577	CsymbiosumAGORA	Cs	0.104604351635603
8	49	577	CsymbiosumAGORA	Cs	0.10618836055507
8	50	577	CsymbiosumAGORA	Cs	0.102831507290471
8	51	577	CsymbiosumAGORA	Cs	0.107882335498621
8	52	577	CsymbiosumAGORA	Cs	0.103997447986966
8	53	577	CsymbiosumAGORA	Cs	0.10233924703599
8	54	577	CsymbiosumAGORA	Cs	0.109353121595665
8	55	577	CsymbiosumAGORA	Cs	0.110187573774061
8	56	577	CsymbiosumAGORA	Cs	0.0952244599887178
8	57	577	CsymbiosumAGORA	Cs	0.0949837600233372
8	58	577	CsymbiosumAGORA	Cs	0.0879497991993176
8	59	577	CsymbiosumAGORA	Cs	0.0863208567373147
8	60	577	CsymbiosumAGORA	Cs	0.101540847129864
8	61	577	CsymbiosumAGORA	Cs	0.0917115493415439
8	1	577	DpigerAGORA	Dp	0.000254711588822124
8	2	577	DpigerAGORA	Dp	0.000260904386596367
8	3	577	DpigerAGORA	Dp	0.000252682411692304
8	4	577	DpigerAGORA	Dp	0.000230430578319837
8	5	577	DpigerAGORA	Dp	0.000221732689215049
8	6	577	DpigerAGORA	Dp	0.000208698620868334
8	7	577	DpigerAGORA	Dp	0.000184089943965099
8	8	577	DpigerAGORA	Dp	0.000238146582684994
8	9	577	DpigerAGORA	Dp	0.000224942495658608
8	10	577	DpigerAGORA	Dp	0.000188045232862529
8	11	577	DpigerAGORA	Dp	0.000185913468677777
8	12	577	DpigerAGORA	Dp	0.000140948163514616
8	13	577	DpigerAGORA	Dp	0.000127565857493903
8	14	577	DpigerAGORA	Dp	0.000479725068632169
8	15	577	DpigerAGORA	Dp	0.000588787797262824
8	16	577	DpigerAGORA	Dp	0.000848229300157408
8	17	577	DpigerAGORA	Dp	0.000960773415174008
8	18	577	DpigerAGORA	Dp	0.00127131636005272
8	19	577	DpigerAGORA	Dp	0.00146800248639655
8	20	577	DpigerAGORA	Dp	0.000221462744961746
8	21	577	DpigerAGORA	Dp	0.000213390901968508
8	22	577	DpigerAGORA	Dp	0.000201061608721318
8	23	577	DpigerAGORA	Dp	0.000166860590080353
8	24	577	DpigerAGORA	Dp	0.000137794245201423
8	25	577	DpigerAGORA	Dp	0.000131529775492524
8	26	577	DpigerAGORA	Dp	0.0002373731658325
8	27	577	DpigerAGORA	Dp	0.000200972701660721
8	28	577	DpigerAGORA	Dp	0.000189848155015127
8	29	577	DpigerAGORA	Dp	0.00016373035764247
8	30	577	DpigerAGORA	Dp	0.000136229603090271
8	31	577	DpigerAGORA	Dp	0.000113913233185473
8	32	577	DpigerAGORA	Dp	0.000232900568441556
8	33	577	DpigerAGORA	Dp	0.000250852621616085
8	34	577	DpigerAGORA	Dp	0.000221804446658532
8	35	577	DpigerAGORA	Dp	0.000199010116713833
8	36	577	DpigerAGORA	Dp	0.000180877916252633
8	37	577	DpigerAGORA	Dp	0.000156866454400256
8	38	577	DpigerAGORA	Dp	0.00022757213455678
8	39	577	DpigerAGORA	Dp	0.000190604054969002
8	40	577	DpigerAGORA	Dp	0.000162370144312229
8	41	577	DpigerAGORA	Dp	0.000141498940850241
8	42	577	DpigerAGORA	Dp	0.000117760091567048
8	43	577	DpigerAGORA	Dp	0.0000880523809565168
8	44	577	DpigerAGORA	Dp	0.000234212375586189
8	45	577	DpigerAGORA	Dp	0.000212172371170308
8	46	577	DpigerAGORA	Dp	0.000178844226219614
8	47	577	DpigerAGORA	Dp	0.000173617206307043
8	48	577	DpigerAGORA	Dp	0.000131354443874912
8	49	577	DpigerAGORA	Dp	0.000117143422258038
8	50	577	DpigerAGORA	Dp	0.000224386260898465
8	51	577	DpigerAGORA	Dp	0.000246658183692795
8	52	577	DpigerAGORA	Dp	0.000241662252724485
8	53	577	DpigerAGORA	Dp	0.000222255417625548
8	54	577	DpigerAGORA	Dp	0.000201058854913596
8	55	577	DpigerAGORA	Dp	0.000186063473309104
8	56	577	DpigerAGORA	Dp	0.00024030052599719
8	57	577	DpigerAGORA	Dp	0.000223084005345102
8	58	577	DpigerAGORA	Dp	0.000205993519905574
8	59	577	DpigerAGORA	Dp	0.000206165842546431
8	60	577	DpigerAGORA	Dp	0.000176443117547762
8	61	577	DpigerAGORA	Dp	0.00015610622807622
8	1	577	EcoliAGORA	Ec	0.0394110340500761
8	2	577	EcoliAGORA	Ec	0.0411119942385416
8	3	577	EcoliAGORA	Ec	0.0440220282064988
8	4	577	EcoliAGORA	Ec	0.0432548424933465
8	5	577	EcoliAGORA	Ec	0.0463758132428886
8	6	577	EcoliAGORA	Ec	0.0468223055032389
8	7	577	EcoliAGORA	Ec	0.0514833761740207
8	8	577	EcoliAGORA	Ec	0.0383629859462478
8	9	577	EcoliAGORA	Ec	0.0365849482984361
8	10	577	EcoliAGORA	Ec	0.0397697944406373
8	11	577	EcoliAGORA	Ec	0.0361679722156298
8	12	577	EcoliAGORA	Ec	0.0344423579268004
8	13	577	EcoliAGORA	Ec	0.0387234535240481
8	14	577	EcoliAGORA	Ec	0.0385023796087483
8	15	577	EcoliAGORA	Ec	0.0396478802541459
8	16	577	EcoliAGORA	Ec	0.0390143800072766
8	17	577	EcoliAGORA	Ec	0.0425578687015922
8	18	577	EcoliAGORA	Ec	0.0408757629877657
8	19	577	EcoliAGORA	Ec	0.0366062274737748
8	20	577	EcoliAGORA	Ec	0.0365784668129749
8	21	577	EcoliAGORA	Ec	0.0370496111357769
8	22	577	EcoliAGORA	Ec	0.03498551358455
8	23	577	EcoliAGORA	Ec	0.0329241310651831
8	24	577	EcoliAGORA	Ec	0.0371185864201542
8	25	577	EcoliAGORA	Ec	0.0335879231158169
8	26	577	EcoliAGORA	Ec	0.0390984997860468
