SimRun	TimePoint	Species	Code	value
51	577	ErectaleAGORA	Er	0.06710194
52	577	ErectaleAGORA	Er	0.05527607
53	577	ErectaleAGORA	Er	0.04736187
54	577	ErectaleAGORA	Er	0.03729632
55	577	ErectaleAGORA	Er	0.02949326
56	577	ErectaleAGORA	Er	0.09761406
57	577	ErectaleAGORA	Er	0.09764724
58	577	ErectaleAGORA	Er	0.0977249
59	577	ErectaleAGORA	Er	0.0978606
60	577	ErectaleAGORA	Er	0.09814825
61	577	ErectaleAGORA	Er	0.09855786
1	577	MformatexigensAGORA	Mf	0.01081903
2	577	MformatexigensAGORA	Mf	0.009331966
3	577	MformatexigensAGORA	Mf	0.008307785
4	577	MformatexigensAGORA	Mf	0.007201164
5	577	MformatexigensAGORA	Mf	0.006393731
6	577	MformatexigensAGORA	Mf	0.005307476
7	577	MformatexigensAGORA	Mf	0.00437576
8	577	MformatexigensAGORA	Mf	0.01011429
9	577	MformatexigensAGORA	Mf	0.009559438
10	577	MformatexigensAGORA	Mf	0.008893233
11	577	MformatexigensAGORA	Mf	0.008359645
12	577	MformatexigensAGORA	Mf	0.007540592
13	577	MformatexigensAGORA	Mf	0.006759975
14	577	MformatexigensAGORA	Mf	0.01056676
15	577	MformatexigensAGORA	Mf	0.01035402
16	577	MformatexigensAGORA	Mf	0.01008006
17	577	MformatexigensAGORA	Mf	0.009842647
18	577	MformatexigensAGORA	Mf	0.009447098
19	577	MformatexigensAGORA	Mf	0.009041619
20	577	MformatexigensAGORA	Mf	0.009842026
21	577	MformatexigensAGORA	Mf	0.00909095
22	577	MformatexigensAGORA	Mf	0.008222378
23	577	MformatexigensAGORA	Mf	0.007552228
24	577	MformatexigensAGORA	Mf	0.006572446
25	577	MformatexigensAGORA	Mf	0.005689132
26	577	MformatexigensAGORA	Mf	0.01042674
27	577	MformatexigensAGORA	Mf	0.01009871
28	577	MformatexigensAGORA	Mf	0.009678511
29	577	MformatexigensAGORA	Mf	0.009324695
30	577	MformatexigensAGORA	Mf	0.008754312
31	577	MformatexigensAGORA	Mf	0.008173096
32	577	MformatexigensAGORA	Mf	0.01815177
33	577	MformatexigensAGORA	Mf	0.02351441
34	577	MformatexigensAGORA	Mf	0.02936462
35	577	MformatexigensAGORA	Mf	0.03359989
36	577	MformatexigensAGORA	Mf	0.03937384
37	577	MformatexigensAGORA	Mf	0.04415245
38	577	MformatexigensAGORA	Mf	0.01032712
39	577	MformatexigensAGORA	Mf	0.009903467
40	577	MformatexigensAGORA	Mf	0.009367239
41	577	MformatexigensAGORA	Mf	0.008922288
42	577	MformatexigensAGORA	Mf	0.008222344
43	577	MformatexigensAGORA	Mf	0.007537652
44	577	MformatexigensAGORA	Mf	0.009449944
45	577	MformatexigensAGORA	Mf	0.008471331
46	577	MformatexigensAGORA	Mf	0.007380623
47	577	MformatexigensAGORA	Mf	0.006564111
48	577	MformatexigensAGORA	Mf	0.005405912
49	577	MformatexigensAGORA	Mf	0.004406185
50	577	MformatexigensAGORA	Mf	0.009854199
51	577	MformatexigensAGORA	Mf	0.00903312
52	577	MformatexigensAGORA	Mf	0.008040063
53	577	MformatexigensAGORA	Mf	0.00725898
54	577	MformatexigensAGORA	Mf	0.006110628
55	577	MformatexigensAGORA	Mf	0.005086917
56	577	MformatexigensAGORA	Mf	0.01003517
57	577	MformatexigensAGORA	Mf	0.009390738
58	577	MformatexigensAGORA	Mf	0.008610909
59	577	MformatexigensAGORA	Mf	0.007985993
60	577	MformatexigensAGORA	Mf	0.007038881
61	577	MformatexigensAGORA	Mf	0.0061547
