SimRun	TimePoint	niceLab	compound	value
10	577	ethanol	etoh[env]	0.00473722080849763
11	577	ethanol	etoh[env]	0.00518002193280138
12	577	ethanol	etoh[env]	0.00576179001778961
13	577	ethanol	etoh[env]	0.00622332529817371
14	577	ethanol	etoh[env]	0.00243900849639324
15	577	ethanol	etoh[env]	0.00241793658239231
16	577	ethanol	etoh[env]	0.00238860629032658
17	577	ethanol	etoh[env]	0.00236240277319647
18	577	ethanol	etoh[env]	0.00231826688001991
19	577	ethanol	etoh[env]	0.00227136814984659
1	577	ethanol	etoh[env]	0.00246039302517742
20	577	ethanol	etoh[env]	0.00247762745570012
21	577	ethanol	etoh[env]	0.00248449470365742
22	577	ethanol	etoh[env]	0.00248683452566048
23	577	ethanol	etoh[env]	0.0024849790790568
24	577	ethanol	etoh[env]	0.00247701878698095
25	577	ethanol	etoh[env]	0.00246492223402926
26	577	ethanol	etoh[env]	0.00247856342557166
27	577	ethanol	etoh[env]	0.00248180746927369
28	577	ethanol	etoh[env]	0.00247718527819484
29	577	ethanol	etoh[env]	0.0024654448544606
2	577	ethanol	etoh[env]	0.00220159528798015
30	577	ethanol	etoh[env]	0.00243049381737303
31	577	ethanol	etoh[env]	0.00238642524611593
32	577	ethanol	etoh[env]	0.00227060691743892
33	577	ethanol	etoh[env]	0.00212547624500051
34	577	ethanol	etoh[env]	0.00196029469592232
35	577	ethanol	etoh[env]	0.00183404942038958
36	577	ethanol	etoh[env]	0.00164773346683815
37	577	ethanol	etoh[env]	0.00146500716641203
38	577	ethanol	etoh[env]	0.00182140760626007
39	577	ethanol	etoh[env]	0.00148270429969039
3	577	ethanol	etoh[env]	0.00205517985607699
40	577	ethanol	etoh[env]	0.00118558622822251
41	577	ethanol	etoh[env]	0.00100242274135399
42	577	ethanol	etoh[env]	0.000782269333727558
43	577	ethanol	etoh[env]	0.0006181167797731
44	577	ethanol	etoh[env]	0.00242929960502067
45	577	ethanol	etoh[env]	0.002386570571885
46	577	ethanol	etoh[env]	0.00231800920843356
47	577	ethanol	etoh[env]	0.00225031645923228
48	577	ethanol	etoh[env]	0.00212635302642045
49	577	ethanol	etoh[env]	0.00197762786594412
4	577	ethanol	etoh[env]	0.00190903804646597
50	577	ethanol	etoh[env]	0.0026270657807114
51	577	ethanol	etoh[env]	0.00271440338492047
52	577	ethanol	etoh[env]	0.00277635320123926
53	577	ethanol	etoh[env]	0.00280125514183156
54	577	ethanol	etoh[env]	0.00280605982179979
55	577	ethanol	etoh[env]	0.00276869136099918
56	577	ethanol	etoh[env]	0.00240400028211119
57	577	ethanol	etoh[env]	0.00235262605419064
58	577	ethanol	etoh[env]	0.00228336994008916
59	577	ethanol	etoh[env]	0.00222289048531615
5	577	ethanol	etoh[env]	0.00180619160489037
60	577	ethanol	etoh[env]	0.0021191514948908
61	577	ethanol	etoh[env]	0.00199578708318363
6	577	ethanol	etoh[env]	0.001665785465344
7	577	ethanol	etoh[env]	0.00153182956324216
8	577	ethanol	etoh[env]	0.00346150100615979
9	577	ethanol	etoh[env]	0.00409568485268818
10	577	fe2+	fe2[env]	21.1595036813075
11	577	fe2+	fe2[env]	21.1594546926602
12	577	fe2+	fe2[env]	21.1593798503731
13	577	fe2+	fe2[env]	21.159306501794
14	577	fe2+	fe2[env]	21.1597077341204
15	577	fe2+	fe2[env]	21.1597121214537
16	577	fe2+	fe2[env]	21.1597159670863
17	577	fe2+	fe2[env]	21.1597187500327
18	577	fe2+	fe2[env]	21.1597231189452
19	577	fe2+	fe2[env]	21.1597266050648
1	577	fe2+	fe2[env]	21.1596987691103
20	577	fe2+	fe2[env]	21.1597199284004
21	577	fe2+	fe2[env]	21.1597347384377
22	577	fe2+	fe2[env]	21.1597508671526
23	577	fe2+	fe2[env]	21.1597627529907
24	577	fe2+	fe2[env]	21.1597785249175
25	577	fe2+	fe2[env]	21.1597906699871
26	577	fe2+	fe2[env]	21.1597099884222
27	577	fe2+	fe2[env]	21.1597183154905
28	577	fe2+	fe2[env]	21.15972775187
29	577	fe2+	fe2[env]	21.1597350596102
2	577	fe2+	fe2[env]	21.1591012966096
30	577	fe2+	fe2[env]	21.1597462124908
31	577	fe2+	fe2[env]	21.1597595954443
32	577	fe2+	fe2[env]	21.1596543568654
33	577	fe2+	fe2[env]	21.1596214830687
34	577	fe2+	fe2[env]	21.1595869600521
35	577	fe2+	fe2[env]	21.1595619156884
36	577	fe2+	fe2[env]	21.1595295968233
37	577	fe2+	fe2[env]	21.15950456918
38	577	fe2+	fe2[env]	21.1597340030012
39	577	fe2+	fe2[env]	21.159753344193
3	577	fe2+	fe2[env]	21.1587603893121
40	577	fe2+	fe2[env]	21.1597709155499
41	577	fe2+	fe2[env]	21.1597820266084
42	577	fe2+	fe2[env]	21.1597949419446
43	577	fe2+	fe2[env]	21.1598031891495
44	577	fe2+	fe2[env]	21.160002843059
45	577	fe2+	fe2[env]	21.1601937987435
46	577	fe2+	fe2[env]	21.160382394656
47	577	fe2+	fe2[env]	21.1605094223701
48	577	fe2+	fe2[env]	21.1606730566672
49	577	fe2+	fe2[env]	21.1608025125111
4	577	fe2+	fe2[env]	21.1584461798525
50	577	fe2+	fe2[env]	21.1600587530333
51	577	fe2+	fe2[env]	21.1602932671652
52	577	fe2+	fe2[env]	21.1605266283814
53	577	fe2+	fe2[env]	21.1606845020871
54	577	fe2+	fe2[env]	21.1608878644757
55	577	fe2+	fe2[env]	21.161048264106
56	577	fe2+	fe2[env]	21.1597143394402
57	577	fe2+	fe2[env]	21.1597267100057
58	577	fe2+	fe2[env]	21.1597413570301
59	577	fe2+	fe2[env]	21.1597519627813
5	577	fe2+	fe2[env]	21.1582462912483
60	577	fe2+	fe2[env]	21.159767291223
61	577	fe2+	fe2[env]	21.1597804585411
6	577	fe2+	fe2[env]	21.1580132152154
7	577	fe2+	fe2[env]	21.1578375030311
8	577	fe2+	fe2[env]	21.1596213092348
9	577	fe2+	fe2[env]	21.1595662646555
10	577	fe3+	fe3[env]	21.1613705687869
11	577	fe3+	fe3[env]	21.1613482505787
12	577	fe3+	fe3[env]	21.1613187084868
13	577	fe3+	fe3[env]	21.1612942589332
14	577	fe3+	fe3[env]	21.161494471569
15	577	fe3+	fe3[env]	21.1615005860325
16	577	fe3+	fe3[env]	21.1615085759189
17	577	fe3+	fe3[env]	21.1615155712743
18	577	fe3+	fe3[env]	21.16152726914
19	577	fe3+	fe3[env]	21.1615392865828
1	577	fe3+	fe3[env]	21.1614874779727
20	577	fe3+	fe3[env]	21.1615003855125
21	577	fe3+	fe3[env]	21.1615107300724
22	577	fe3+	fe3[env]	21.161523404071
23	577	fe3+	fe3[env]	21.1615336578647
24	577	fe3+	fe3[env]	21.1615494378456
25	577	fe3+	fe3[env]	21.1615644912669
26	577	fe3+	fe3[env]	21.1614970549885
27	577	fe3+	fe3[env]	21.1615052485128
28	577	fe3+	fe3[env]	21.161515691103
29	577	fe3+	fe3[env]	21.1615251637063
2	577	fe3+	fe3[env]	21.1614214022406
30	577	fe3+	fe3[env]	21.161541116051
31	577	fe3+	fe3[env]	21.1615576666623
32	577	fe3+	fe3[env]	21.1613987696171
33	577	fe3+	fe3[env]	21.1613338279496
34	577	fe3+	fe3[env]	21.1612640644707
35	577	fe3+	fe3[env]	21.1612136559517
36	577	fe3+	fe3[env]	21.1611461290334
37	577	fe3+	fe3[env]	21.1610916001734
38	577	fe3+	fe3[env]	21.1615256181951
39	577	fe3+	fe3[env]	21.1615480333235
3	577	fe3+	fe3[env]	21.1613861972132
40	577	fe3+	fe3[env]	21.1615700057108
41	577	fe3+	fe3[env]	21.1615852129014
42	577	fe3+	fe3[env]	21.1616058000731
43	577	fe3+	fe3[env]	21.1616232629243
44	577	fe3+	fe3[env]	21.1614376785001
45	577	fe3+	fe3[env]	21.1614084850787
46	577	fe3+	fe3[env]	21.1613821825013
47	577	fe3+	fe3[env]	21.1613662795468
48	577	fe3+	fe3[env]	21.1613488034595
49	577	fe3+	fe3[env]	21.1613381119504
4	577	fe3+	fe3[env]	21.1613559242516
50	577	fe3+	fe3[env]	21.1616701597445
51	577	fe3+	fe3[env]	21.1617886195385
52	577	fe3+	fe3[env]	21.1619062393583
53	577	fe3+	fe3[env]	21.1619862605601
54	577	fe3+	fe3[env]	21.1620903330436
55	577	fe3+	fe3[env]	21.162173633633
56	577	fe3+	fe3[env]	21.1615017354721
57	577	fe3+	fe3[env]	21.1615135983862
58	577	fe3+	fe3[env]	21.1615284913758
59	577	fe3+	fe3[env]	21.1615403470446
5	577	fe3+	fe3[env]	21.1613385837909
60	577	fe3+	fe3[env]	21.1615591389919
61	577	fe3+	fe3[env]	21.1615777287254
6	577	fe3+	fe3[env]	21.1613214268973
7	577	fe3+	fe3[env]	21.1613117022445
8	577	fe3+	fe3[env]	21.1614352401683
9	577	fe3+	fe3[env]	21.1614029411548
10	577	folate	fol[env]	0.207032681426109
11	577	folate	fol[env]	0.207005608490582
12	577	folate	fol[env]	0.206955619477966
13	577	folate	fol[env]	0.206897239499389
14	577	folate	fol[env]	0.207091564628601
15	577	folate	fol[env]	0.207093026177971
16	577	folate	fol[env]	0.207091824546496
17	577	folate	fol[env]	0.20708939878543
18	577	folate	fol[env]	0.207083976573303
19	577	folate	fol[env]	0.207076433268516
1	577	folate	fol[env]	0.207084237643112
20	577	folate	fol[env]	0.207128694176579
21	577	folate	fol[env]	0.207160128087386
22	577	folate	fol[env]	0.207194082968092
23	577	folate	fol[env]	0.207218551146094
24	577	folate	fol[env]	0.207251083614805
25	577	folate	fol[env]	0.207276429837444
26	577	folate	fol[env]	0.207035425324315
27	577	folate	fol[env]	0.207003013407416
28	577	folate	fol[env]	0.206965253825012
29	577	folate	fol[env]	0.206936306660979
2	577	folate	fol[env]	0.206322466036614
30	577	folate	fol[env]	0.206893241881326
31	577	folate	fol[env]	0.206858131953526
32	577	folate	fol[env]	0.207161169370156
33	577	folate	fol[env]	0.207215567552153
34	577	folate	fol[env]	0.207275852932624
35	577	folate	fol[env]	0.207318505636921
36	577	folate	fol[env]	0.207377176150237
37	577	folate	fol[env]	0.20742476376515
38	577	folate	fol[env]	0.207056996106318
39	577	folate	fol[env]	0.207039588771882
3	577	folate	fol[env]	0.205877168869304
40	577	folate	fol[env]	0.20702143676225
41	577	folate	fol[env]	0.207008351703562
42	577	folate	fol[env]	0.206989351794909
43	577	folate	fol[env]	0.206970919063103
44	577	folate	fol[env]	0.207483407695902
45	577	folate	fol[env]	0.207718484795362
46	577	folate	fol[env]	0.207939439915082
47	577	folate	fol[env]	0.208080777109198
48	577	folate	fol[env]	0.208254375111774
49	577	folate	fol[env]	0.208383151971265
4	577	folate	fol[env]	0.205454412943762
50	577	folate	fol[env]	0.207417876182125
51	577	folate	fol[env]	0.207627649728543
52	577	folate	fol[env]	0.207826791254102
53	577	folate	fol[env]	0.207956677471981
54	577	folate	fol[env]	0.208117414517997
55	577	folate	fol[env]	0.208236785290974
56	577	folate	fol[env]	0.207093692637752
57	577	folate	fol[env]	0.207099757254022
58	577	folate	fol[env]	0.207105129290265
59	577	folate	fol[env]	0.207107105105966
5	577	folate	fol[env]	0.205178055102903
60	577	folate	fol[env]	0.207107218438474
61	577	folate	fol[env]	0.207102227096127
6	577	folate	fol[env]	0.20484026960735
7	577	folate	fol[env]	0.204571975487147
8	577	folate	fol[env]	0.207075395662793
9	577	folate	fol[env]	0.207059576947649
10	577	formate	for[env]	4.10326273524909
11	577	formate	for[env]	4.14234300036342
12	577	formate	for[env]	4.20425424187597
13	577	formate	for[env]	4.25649540419741
14	577	formate	for[env]	3.93711805053035
15	577	formate	for[env]	3.90490360777051
16	577	formate	for[env]	3.8714673457953
17	577	formate	for[env]	3.85298619545
18	577	formate	for[env]	3.84071271664096
19	577	formate	for[env]	3.82893113276512
1	577	formate	for[env]	3.96173533575942
20	577	formate	for[env]	3.90258369939584
21	577	formate	for[env]	3.85486300224712
22	577	formate	for[env]	3.79622950618718
23	577	formate	for[env]	3.74969529851022
24	577	formate	for[env]	3.68034071157205
25	577	formate	for[env]	3.61610234957038
26	577	formate	for[env]	4.1165381640488
27	577	formate	for[env]	4.20725139899407
28	577	formate	for[env]	4.34051446485074
29	577	formate	for[env]	4.4656041646144
2	577	formate	for[env]	4.30855826586493
30	577	formate	for[env]	4.59191625888098
31	577	formate	for[env]	4.69634841143956
32	577	formate	for[env]	3.91439188152944
33	577	formate	for[env]	3.94777132912877
34	577	formate	for[env]	3.9559740501507
35	577	formate	for[env]	3.97737224159403
36	577	formate	for[env]	3.97700756221405
37	577	formate	for[env]	4.04678584441061
38	577	formate	for[env]	3.84948560356519
39	577	formate	for[env]	3.76087769854367
3	577	formate	for[env]	4.53133032067334
40	577	formate	for[env]	3.68313729758747
41	577	formate	for[env]	3.63533162072159
42	577	formate	for[env]	3.55517819358628
43	577	formate	for[env]	3.48649017075934
44	577	formate	for[env]	3.58187096422145
45	577	formate	for[env]	3.38620696497803
46	577	formate	for[env]	3.2294966054308
47	577	formate	for[env]	3.11570494454721
48	577	formate	for[env]	2.95713807110904
49	577	formate	for[env]	2.87692487828108
4	577	formate	for[env]	4.7445479046321
50	577	formate	for[env]	3.90838940614428
51	577	formate	for[env]	3.87240633772502
52	577	formate	for[env]	3.84637086158844
53	577	formate	for[env]	3.82604153054852
54	577	formate	for[env]	3.81916219977382
55	577	formate	for[env]	3.77622068143164
56	577	formate	for[env]	3.89081398455574
57	577	formate	for[env]	3.82095357041597
58	577	formate	for[env]	3.74892865935439
59	577	formate	for[env]	3.70630913575308
5	577	formate	for[env]	4.8958332536158
60	577	formate	for[env]	3.65595637567755
61	577	formate	for[env]	3.62133716734896
6	577	formate	for[env]	5.08437902332679
7	577	formate	for[env]	5.23481665415954
8	577	formate	for[env]	4.0158955554439
9	577	formate	for[env]	4.05666962481238
10	577	glycerol	glyc[env]	0.0110159885601405
11	577	glycerol	glyc[env]	0.010942386530392
12	577	glycerol	glyc[env]	0.0108455466386109
13	577	glycerol	glyc[env]	0.0107674338430077
14	577	glycerol	glyc[env]	0.0114060968826289
15	577	glycerol	glyc[env]	0.0114211986391709
16	577	glycerol	glyc[env]	0.0114395297437485
17	577	glycerol	glyc[env]	0.0114538124773812
18	577	glycerol	glyc[env]	0.0114748732775376
19	577	glycerol	glyc[env]	0.0114950642237677
1	577	glycerol	glyc[env]	0.0113879839433764
20	577	glycerol	glyc[env]	0.011568054824847
21	577	glycerol	glyc[env]	0.0117026468791911
22	577	glycerol	glyc[env]	0.0118544477659707
23	577	glycerol	glyc[env]	0.0119688901535299
24	577	glycerol	glyc[env]	0.012134100589925
25	577	glycerol	glyc[env]	0.0122811591133053
26	577	glycerol	glyc[env]	0.0113378013163837
27	577	glycerol	glyc[env]	0.0113023930891345
28	577	glycerol	glyc[env]	0.0112593990801389
29	577	glycerol	glyc[env]	0.011228348424484
2	577	glycerol	glyc[env]	0.0116037785353545
30	577	glycerol	glyc[env]	0.0111855652639408
31	577	glycerol	glyc[env]	0.0111496248303966
32	577	glycerol	glyc[env]	0.0114974062609068
33	577	glycerol	glyc[env]	0.0115788698179663
34	577	glycerol	glyc[env]	0.0116698429399318
35	577	glycerol	glyc[env]	0.0117373041295522
36	577	glycerol	glyc[env]	0.011830802512554
37	577	glycerol	glyc[env]	0.0119127150669415
38	577	glycerol	glyc[env]	0.0112218325277526
39	577	glycerol	glyc[env]	0.0111056314951717
3	577	glycerol	glyc[env]	0.0116803853817148
40	577	glycerol	glyc[env]	0.0109819024284535
41	577	glycerol	glyc[env]	0.0108938124844691
42	577	glycerol	glyc[env]	0.0107757762527241
43	577	glycerol	glyc[env]	0.0106799204501389
44	577	glycerol	glyc[env]	0.0112761282647638
45	577	glycerol	glyc[env]	0.0111509392344066
46	577	glycerol	glyc[env]	0.0109950251128089
47	577	glycerol	glyc[env]	0.0108726743150276
48	577	glycerol	glyc[env]	0.0106987665322599
49	577	glycerol	glyc[env]	0.0105501201117011
4	577	glycerol	glyc[env]	0.0117052685980065
50	577	glycerol	glyc[env]	0.0111700743269135
51	577	glycerol	glyc[env]	0.0110067092165981
52	577	glycerol	glyc[env]	0.0108256897082757
53	577	glycerol	glyc[env]	0.0106987940149485
54	577	glycerol	glyc[env]	0.0105321626505782
55	577	glycerol	glyc[env]	0.0103985946734679
56	577	glycerol	glyc[env]	0.0114462336938114
57	577	glycerol	glyc[env]	0.0114912134731498
58	577	glycerol	glyc[env]	0.0115419025279171
59	577	glycerol	glyc[env]	0.0115809578523612
5	577	glycerol	glyc[env]	0.0116962541447498
60	577	glycerol	glyc[env]	0.0116373929721204
61	577	glycerol	glyc[env]	0.0116892650925097
6	577	glycerol	glyc[env]	0.0116484563890292
7	577	glycerol	glyc[env]	0.0115811080301452
8	577	glycerol	glyc[env]	0.0112251853424523
9	577	glycerol	glyc[env]	0.011121631645078
10	577	glycine	gly[env]	0.0220309468365114
11	577	glycine	gly[env]	0.0222076420750258
12	577	glycine	gly[env]	0.0224727267371946
13	577	glycine	gly[env]	0.0227250288485441
14	577	glycine	gly[env]	0.0212425995950852
15	577	glycine	gly[env]	0.0212332674136631
16	577	glycine	gly[env]	0.0212323226709206
17	577	glycine	gly[env]	0.0212359357843959
18	577	glycine	gly[env]	0.0212448994518459
19	577	glycine	gly[env]	0.021259177942844
1	577	glycine	gly[env]	0.0212777843286508
20	577	glycine	gly[env]	0.0210977448352105
21	577	glycine	gly[env]	0.0209684273299279
22	577	glycine	gly[env]	0.0208311516475294
23	577	glycine	gly[env]	0.0207324915699402
24	577	glycine	gly[env]	0.0206042925697337
25	577	glycine	gly[env]	0.0205080495207897
26	577	glycine	gly[env]	0.0213007550581567
27	577	glycine	gly[env]	0.0213135879768212
28	577	glycine	gly[env]	0.0213263864990626
29	577	glycine	gly[env]	0.0213433234658692
2	577	glycine	gly[env]	0.0227680188732064
30	577	glycine	gly[env]	0.0213679828415312
31	577	glycine	gly[env]	0.0213745534034312
32	577	glycine	gly[env]	0.0219319454041023
33	577	glycine	gly[env]	0.0223982891452984
34	577	glycine	gly[env]	0.0229063484052468
35	577	glycine	gly[env]	0.0232623028314445
36	577	glycine	gly[env]	0.0237342577515477
37	577	glycine	gly[env]	0.0240928277711505
38	577	glycine	gly[env]	0.0209711637483034
39	577	glycine	gly[env]	0.0207963848690832
3	577	glycine	gly[env]	0.0236989248906552
40	577	glycine	gly[env]	0.0206329622575358
41	577	glycine	gly[env]	0.0205269331958487
42	577	glycine	gly[env]	0.0203938359268397
43	577	glycine	gly[env]	0.0202900027934608
44	577	glycine	gly[env]	0.0182757133341695
45	577	glycine	gly[env]	0.0168034918642435
46	577	glycine	gly[env]	0.0155767352249729
47	577	glycine	gly[env]	0.0148533735741147
48	577	glycine	gly[env]	0.014025027330186
49	577	glycine	gly[env]	0.0134400182718548
4	577	glycine	gly[env]	0.0245835149666135
50	577	glycine	gly[env]	0.0229745488004093
51	577	glycine	gly[env]	0.0240871678458685
52	577	glycine	gly[env]	0.0251843269991663
53	577	glycine	gly[env]	0.025920619755193
54	577	glycine	gly[env]	0.0268579908667914
55	577	glycine	gly[env]	0.027574487966816
56	577	glycine	gly[env]	0.0212889065871391
57	577	glycine	gly[env]	0.0212922914197508
58	577	glycine	gly[env]	0.0212962756365523
59	577	glycine	gly[env]	0.0212943531894934
5	577	glycine	gly[env]	0.0251559578420057
60	577	glycine	gly[env]	0.0212917109319333
61	577	glycine	gly[env]	0.021279337205159
6	577	glycine	gly[env]	0.0258145378369665
7	577	glycine	gly[env]	0.0262870326992635
8	577	glycine	gly[env]	0.021588085578802
9	577	glycine	gly[env]	0.02179967359747
10	577	guanine	gua[env]	0.000000000348357755991263
11	577	guanine	gua[env]	0.000000000357449255882624
12	577	guanine	gua[env]	0.000000000376867819606055
13	577	guanine	gua[env]	0.000000000375156779830134
14	577	guanine	gua[env]	0.000000000304025685964283
15	577	guanine	gua[env]	0.000000000294092966700197
16	577	guanine	gua[env]	0.000000000305492769616152
17	577	guanine	gua[env]	0.000000000321855045203714
18	577	guanine	gua[env]	0.000000000338133870974923
19	577	guanine	gua[env]	0.000000000360691110798498
1	577	guanine	gua[env]	0.000000000311477178833411
20	577	guanine	gua[env]	0.000000000300384510125547
21	577	guanine	gua[env]	0.000000000310886450663315
22	577	guanine	gua[env]	0.000000000337575713521079
23	577	guanine	gua[env]	0.000000000374074053609449
24	577	guanine	gua[env]	0.000000000393672816046983
25	577	guanine	gua[env]	0.000000000441434908538552
26	577	guanine	gua[env]	0.000000000261781871964164
27	577	guanine	gua[env]	0.000000000243832549639394
28	577	guanine	gua[env]	0.0000000002439700153519
29	577	guanine	gua[env]	0.000000000259624769512823
2	577	guanine	gua[env]	0.000000000303626823678483
30	577	guanine	gua[env]	0.000000000261876770948088
31	577	guanine	gua[env]	0.000000000161502497384927
32	577	guanine	gua[env]	0.000000000289311238527715
33	577	guanine	gua[env]	0.000000000336162336258282
34	577	guanine	gua[env]	0.000000000347285186990466
35	577	guanine	gua[env]	0.000000000339472023976478
36	577	guanine	gua[env]	0.000000000367067094458952
37	577	guanine	gua[env]	0.000000000411237908263443
38	577	guanine	gua[env]	0.000000000323494756018206
39	577	guanine	gua[env]	0.000000000322536206214231
3	577	guanine	gua[env]	0.000000000319921686398422
40	577	guanine	gua[env]	0.000000000316310708307124
41	577	guanine	gua[env]	0.000000000312364265133143
42	577	guanine	gua[env]	0.000000000371939720396152
43	577	guanine	gua[env]	0.000000000374971149473378
44	577	guanine	gua[env]	0.000000000315533221489843
45	577	guanine	gua[env]	0.000000000307105143378336
46	577	guanine	gua[env]	0.000000000334216025271945
47	577	guanine	gua[env]	0.000000000344042893147678
48	577	guanine	gua[env]	0.00000000036223830479112
49	577	guanine	gua[env]	0.000000000388632449639941
4	577	guanine	gua[env]	0.000000000324046654018096
50	577	guanine	gua[env]	0.00000000029099444026955
51	577	guanine	gua[env]	0.000000000303350816555222
52	577	guanine	gua[env]	0.000000000307717473581235
53	577	guanine	gua[env]	0.000000000337050850157978
54	577	guanine	gua[env]	0.000000000360459790424653
55	577	guanine	gua[env]	0.000000000346905310014806
56	577	guanine	gua[env]	0.000000000297979375387972
57	577	guanine	gua[env]	0.00000000030704815752609
58	577	guanine	gua[env]	0.000000000321866957315175
59	577	guanine	gua[env]	0.000000000353127394701104
5	577	guanine	gua[env]	0.000000000348691742439425
60	577	guanine	gua[env]	0.00000000037153098522011
61	577	guanine	gua[env]	0.000000000403664011125864
6	577	guanine	gua[env]	0.000000000389802009999431
7	577	guanine	gua[env]	0.000000000397222736231854
8	577	guanine	gua[env]	0.000000000287191449970093
9	577	guanine	gua[env]	0.000000000321098508928076
10	577	h+	h[env]	0.343092438780484
11	577	h+	h[env]	0.342944608430208
12	577	h+	h[env]	0.342125690762918
13	577	h+	h[env]	0.340162741418686
14	577	h+	h[env]	0.34007367034726
15	577	h+	h[env]	0.340337434766872
16	577	h+	h[env]	0.34046179468313
17	577	h+	h[env]	0.340444467616114
18	577	h+	h[env]	0.340259745833951
19	577	h+	h[env]	0.339932974072961
1	577	h+	h[env]	0.339414375301376
20	577	h+	h[env]	0.346288537539833
21	577	h+	h[env]	0.35166005651424
22	577	h+	h[env]	0.357971224379264
23	577	h+	h[env]	0.362861434151177
24	577	h+	h[env]	0.370038678819494
25	577	h+	h[env]	0.376449628475318
26	577	h+	h[env]	0.328358200882212
27	577	h+	h[env]	0.321792550966864
28	577	h+	h[env]	0.314715603660049
29	577	h+	h[env]	0.309591365461856
2	577	h+	h[env]	0.300370366999379
30	577	h+	h[env]	0.302542872893877
31	577	h+	h[env]	0.296923503750065
32	577	h+	h[env]	0.339284646368884
33	577	h+	h[env]	0.338856494390728
34	577	h+	h[env]	0.33868719111032
35	577	h+	h[env]	0.33851971522172
36	577	h+	h[env]	0.338405262943902
37	577	h+	h[env]	0.33828088174304
38	577	h+	h[env]	0.341023651061851
39	577	h+	h[env]	0.342144223627592
3	577	h+	h[env]	0.277470210780771
40	577	h+	h[env]	0.34332201986318
41	577	h+	h[env]	0.344197361502986
42	577	h+	h[env]	0.345456549508832
43	577	h+	h[env]	0.346507385334806
44	577	h+	h[env]	0.365298506218173
45	577	h+	h[env]	0.380272589120045
46	577	h+	h[env]	0.394008433839732
47	577	h+	h[env]	0.402930162212092
48	577	h+	h[env]	0.413590806930673
49	577	h+	h[env]	0.421341900823834
4	577	h+	h[env]	0.256380303277014
50	577	h+	h[env]	0.353148273037471
51	577	h+	h[env]	0.362120669218753
52	577	h+	h[env]	0.371146946175593
53	577	h+	h[env]	0.376777967326245
54	577	h+	h[env]	0.383539791209883
55	577	h+	h[env]	0.388442363455105
56	577	h+	h[env]	0.340912115280278
57	577	h+	h[env]	0.342008843480328
58	577	h+	h[env]	0.34318424930057
59	577	h+	h[env]	0.343958316236528
5	577	h+	h[env]	0.24244685723659
60	577	h+	h[env]	0.344937933704079
61	577	h+	h[env]	0.345428143592291
6	577	h+	h[env]	0.225011944413029
7	577	h+	h[env]	0.211011821467008
8	577	h+	h[env]	0.341758231667575
9	577	h+	h[env]	0.342704389157906
10	577	hexadecanoate	hdca[env]	0.120787393469058
11	577	hexadecanoate	hdca[env]	0.120787393469058
12	577	hexadecanoate	hdca[env]	0.120787393469058
13	577	hexadecanoate	hdca[env]	0.120787393469058
14	577	hexadecanoate	hdca[env]	0.120787393469058
15	577	hexadecanoate	hdca[env]	0.120787393469058
16	577	hexadecanoate	hdca[env]	0.120787393469058
17	577	hexadecanoate	hdca[env]	0.120787393469058
18	577	hexadecanoate	hdca[env]	0.120787393469058
19	577	hexadecanoate	hdca[env]	0.120787393469058
1	577	hexadecanoate	hdca[env]	0.120787393469058
20	577	hexadecanoate	hdca[env]	0.120787393469058
21	577	hexadecanoate	hdca[env]	0.120787393469058
22	577	hexadecanoate	hdca[env]	0.120787393469058
23	577	hexadecanoate	hdca[env]	0.120787393469058
24	577	hexadecanoate	hdca[env]	0.120787393469058
25	577	hexadecanoate	hdca[env]	0.120787393469058
26	577	hexadecanoate	hdca[env]	0.120787393469058
27	577	hexadecanoate	hdca[env]	0.120787393469058
28	577	hexadecanoate	hdca[env]	0.120787393469058
29	577	hexadecanoate	hdca[env]	0.120787393469058
2	577	hexadecanoate	hdca[env]	0.120787393469058
30	577	hexadecanoate	hdca[env]	0.120787393469058
31	577	hexadecanoate	hdca[env]	0.120787393469058
32	577	hexadecanoate	hdca[env]	0.120787393469058
33	577	hexadecanoate	hdca[env]	0.120787393469058
34	577	hexadecanoate	hdca[env]	0.120787393469058
35	577	hexadecanoate	hdca[env]	0.120787393469058
36	577	hexadecanoate	hdca[env]	0.120787393469058
37	577	hexadecanoate	hdca[env]	0.120787393469058
38	577	hexadecanoate	hdca[env]	0.120787393469058
39	577	hexadecanoate	hdca[env]	0.120787393469058
3	577	hexadecanoate	hdca[env]	0.120787393469058
40	577	hexadecanoate	hdca[env]	0.120787393469058
41	577	hexadecanoate	hdca[env]	0.120787393469058
42	577	hexadecanoate	hdca[env]	0.120787393469058
43	577	hexadecanoate	hdca[env]	0.120787393469058
44	577	hexadecanoate	hdca[env]	0.120787393469058
45	577	hexadecanoate	hdca[env]	0.120787393469058
46	577	hexadecanoate	hdca[env]	0.120787393469058
47	577	hexadecanoate	hdca[env]	0.120787393469058
48	577	hexadecanoate	hdca[env]	0.120787393469058
49	577	hexadecanoate	hdca[env]	0.120787393469058
4	577	hexadecanoate	hdca[env]	0.120787393469058
50	577	hexadecanoate	hdca[env]	0.120787393469058
51	577	hexadecanoate	hdca[env]	0.120787393469058
52	577	hexadecanoate	hdca[env]	0.120787393469058
53	577	hexadecanoate	hdca[env]	0.120787393469058
54	577	hexadecanoate	hdca[env]	0.120787393469058
55	577	hexadecanoate	hdca[env]	0.120787393469058
56	577	hexadecanoate	hdca[env]	0.120787393469058
